relative_path,stage_key,role,size_bytes,sha256
stages/03_code_understanding/handoff/handoff_manifest.json,03_code_understanding,handoff,1697,599089b350584b96ae9826a1b2e9af24ba8881979aebcc970fbcdf6455bf869d
stages/03_code_understanding/llm_authoritative/02_code_summary.json,03_code_understanding,llm_authoritative,43687,9c1031cfb33c83bbd62635577c36406c76c777498b7dc3f6dd11add6d8914d2f
stages/03_code_understanding/llm_authoritative/api_responses/attempt_01_response.json,03_code_understanding,llm_authoritative,315254,5d957a28900eacc086aeea124cc5f3eced613ab77fa28bb0239682f0acceb4d1
stages/03_code_understanding/logs/03_code_understanding_status.json,03_code_understanding,logs,48993,d1222a9fc4e733ba68ae1a5cc30512964d2121163eed388281176cc6e5d3c833
stages/03_code_understanding/logs/code_understanding_stderr.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/logs/code_understanding_stdout.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/prompt_package/03_code_understanding_prompt.txt,03_code_understanding,prompt_package,6042,a5a5d7ed9ab3cd88d48e1516774df0aa3774776b47f5223bc89ea65a0733d048
stages/03_code_understanding/prompt_package/api_requests/attempt_01_request.json,03_code_understanding,prompt_package,280049,7d5009bb2f15ead215df8c16a3fddea26640a962907cc08cc512cd30a783ad3f
stages/03_code_understanding/prompt_package/primary_evidence_manifest.json,03_code_understanding,prompt_package,1661,d6f692c30e1c55a30f4ed9b2b12f81aad6603cd81609c7705c32c65f4b29800f
stages/03_code_understanding/prompt_package/primary_evidence_transmission_manifest.json,03_code_understanding,prompt_package,3011,2d88fa6d34dd5673447ae945d99668cb4fb380d245eac3692a1fb62605ecbda8
stages/03_code_understanding/prompt_package/prior_authoritative_context_bundle.json,03_code_understanding,prompt_package,38499,b23e2030600e22f34a68ac4d7c7ff329b94acb190db12964f43ba1196591dbdf
stages/03_code_understanding/prompt_package/prior_authoritative_context_manifest.json,03_code_understanding,prompt_package,775,5e36e4e1f7d13310af7d419c9cfcb74e7deec2ce3ade1c67f370eb8b034f897b
stages/03_code_understanding/prompt_package/prompt_metadata.json,03_code_understanding,prompt_package,1172,94507434b62ab7045ecc00cc070e894aba613135ca84dc74a0e6e65251efca42
stages/03_code_understanding/prompt_package/trusted_deterministic_facts_manifest.json,03_code_understanding,prompt_package,321,492108cd543dddff3ffced008e9f27df2cd0320f215a0bc918e08e746cbbca85
stages/03_code_understanding/stage_manifest.json,03_code_understanding,stage_manifest.json,3237,6166cc57e441ee004e7aefbe0b8c19b4db7951a391e96df977f1939a812ebf64
stages/03_code_understanding/validation/llm_call_validation.json,03_code_understanding,validation,2153,e90352a517fb7f3024b7047e7986a3fa94e8e11f5a0d2fb3ffb0744d18b38437
stages/04_property_discovery/deterministic_reference/03_previous_stage_input_status.json,04_property_discovery,deterministic_reference,81236,4f003b250029a6661d248fdc8c069ae4191ecd3ec4a9ea890bfbb6c765543468
stages/04_property_discovery/handoff/handoff_manifest.json,04_property_discovery,handoff,2285,371addfb0697d76b1419caac69ddb5746cb113ce91b209e399f5f03cc2163b87
stages/04_property_discovery/llm_authoritative/03_candidate_properties.json,04_property_discovery,llm_authoritative,33173,802ef1493eaefa27efed3f606e73b62e2c922fce127921206457c0798fbcc161
stages/04_property_discovery/llm_authoritative/api_responses/attempt_01_response.json,04_property_discovery,llm_authoritative,263218,6e801941f4192adb6ff4023b752ea6a6b2deb6d02ed2c6d1e45644365fb07484
stages/04_property_discovery/logs/04_property_discovery_status.json,04_property_discovery,logs,38515,59dabad01daa4ae777dbf7a1567a2f35f15870d67b4d8224fc4e06f47d7a3e7b
stages/04_property_discovery/logs/property_discovery_stderr.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/logs/property_discovery_stdout.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/prompt_package/04_property_discovery_prompt.txt,04_property_discovery,prompt_package,7841,e98614f6580002321e4690fd60efd3ae2c186c4dfa5c55cda470b8ec54cabdaa
stages/04_property_discovery/prompt_package/api_requests/attempt_01_request.json,04_property_discovery,prompt_package,352283,e24d4d0751c424aad9863ae49482922c8621c805d5a26133e4c6912b5fa0109f
stages/04_property_discovery/prompt_package/primary_evidence_manifest.json,04_property_discovery,prompt_package,1661,d759eb7436cf5f2c4de51e057284955de1e2072c72506d2e1d7901ea5f79197a
stages/04_property_discovery/prompt_package/primary_evidence_transmission_manifest.json,04_property_discovery,prompt_package,3011,2d88fa6d34dd5673447ae945d99668cb4fb380d245eac3692a1fb62605ecbda8
stages/04_property_discovery/prompt_package/prior_authoritative_context_bundle.json,04_property_discovery,prompt_package,80490,d2d9be44d769917003eeb2f1854e4d1d4b7987667034409c66de342b898811e2
stages/04_property_discovery/prompt_package/prior_authoritative_context_manifest.json,04_property_discovery,prompt_package,1216,a111887838d517fbeea554f244ac35b26f88b6ae2434a427487f16fe6279f999
stages/04_property_discovery/prompt_package/prompt_metadata.json,04_property_discovery,prompt_package,1348,436a61d9c1cbb8580a85ed18c1b1517cd4277b4988fb147a1205759698691935
stages/04_property_discovery/prompt_package/trusted_deterministic_facts_manifest.json,04_property_discovery,prompt_package,321,04f202c57e2ad62a53a250fe2fcb65a86b754183ddca2b0cca0231b4155d097a
stages/04_property_discovery/stage_manifest.json,04_property_discovery,stage_manifest.json,3584,94627b4f0a726dcb3bf1fe6f12e9d3a7239d19b5c40c86aa3b827269f1859d93
stages/04_property_discovery/validation/03_candidate_properties.llm_summary.csv,04_property_discovery,validation,1007,c4a3f09b141485feff299d691ca8c163e2b3cba2d848a4db5142894fcae2d098
stages/04_property_discovery/validation/04_open_discovery_catalogue_classification.json,04_property_discovery,validation,4818,85d7c0314305e478f936bf46d9f6b8749957389c90aa6b4c24db1736e022edb8
stages/04_property_discovery/validation/05_open_discovery_classified_candidates.json,04_property_discovery,validation,35506,0b860369012cbbf770380a04fe734c9d03b3d59d1fca1847c6b0141c5b58240c
stages/04_property_discovery/validation/06_open_discovery_selected_property.json,04_property_discovery,validation,3593,7b16b1a96f73161baa60f8109cb7695f242722896632b5e1fea1ee7f705e8a19
stages/04_property_discovery/validation/llm_call_validation.json,04_property_discovery,validation,2154,2177a2cb92610675e09708e954745b3876d596dfd908d5080a78d3913551a327
stages/05_artifact_generation/deterministic_reference/04_previous_stage_input_status.json,05_artifact_generation,deterministic_reference,122348,e1bf984fb8662fd4b96744a7ff708db24dff22762bc5008fdf370240cec221e7
stages/05_artifact_generation/handoff/handoff_manifest.json,05_artifact_generation,handoff,3696,03406d055dc412a12388df0c9d98022eeeca552e0fffdb27fff8587bcd3aad45
stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,05_artifact_generation,llm_authoritative,16752,7b2b387ffa688d8f83831ed3fcec194bd9755b2e83bd0ef9d78797e0d57021c6
stages/05_artifact_generation/llm_authoritative/api_responses/attempt_01_response.json,05_artifact_generation,llm_authoritative,261580,0526f93721306282ca1fb9e846061b5eb28df8df3955b8199c78bc21f0f1772e
stages/05_artifact_generation/logs/05_artifact_generation_status.json,05_artifact_generation,logs,21444,8fdfa19205663085214ae83900b52f8f75c761a5adf124a30169b8108cb804fb
stages/05_artifact_generation/logs/artifact_generation_stderr.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/logs/artifact_generation_stdout.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,05_artifact_generation,prohibited_copy_reference,467,c84270900faa3b68fa1651fc1d49de408e1dce7771c63147a96eeccafc64a4de
stages/05_artifact_generation/prompt_package/05_artifact_generation_prompt.txt,05_artifact_generation,prompt_package,10774,19e063724ac0ee8d32af493ba88a4aa14c2daa734fe92cf945e3e99df2c57f01
stages/05_artifact_generation/prompt_package/api_requests/attempt_01_request.json,05_artifact_generation,prompt_package,460906,426de686afe1b1f5d13d7cdfcb9caba21b74adf00b00ab02bffe5bd5c11a4a52
stages/05_artifact_generation/prompt_package/primary_evidence_manifest.json,05_artifact_generation,prompt_package,1661,a3949f0f49df86a4c8ae3ed636c016921144a945cac9d9825dc654f026309d71
stages/05_artifact_generation/prompt_package/primary_evidence_transmission_manifest.json,05_artifact_generation,prompt_package,3011,2d88fa6d34dd5673447ae945d99668cb4fb380d245eac3692a1fb62605ecbda8
stages/05_artifact_generation/prompt_package/prior_authoritative_context_bundle.json,05_artifact_generation,prompt_package,120856,f696ddf70042f9a3a0eb9a73581dad74f0ae9bb9f3f36da4148c2c0e5f8aeb2e
stages/05_artifact_generation/prompt_package/prior_authoritative_context_manifest.json,05_artifact_generation,prompt_package,2171,7d81fc6a8ca47f215284270650708940ef8c594ac622603512111a71a449406a
stages/05_artifact_generation/prompt_package/prompt_metadata.json,05_artifact_generation,prompt_package,1261,2425439501b801f2f47041f30f9dd9921fc11786c1e371ca3ca82feedd109def
stages/05_artifact_generation/prompt_package/trusted_deterministic_facts_manifest.json,05_artifact_generation,prompt_package,321,eb041840d733a632d2db306e1bdf87c66fabc7e90fa6619195862c14b50cd195
stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,05_artifact_generation,rendered_outputs,4883,840b93488c77a9c5d78d83445add158eeade3faac8f1e77fc6cf1e4774853562
stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,05_artifact_generation,rendered_outputs,632,413e45bd44579565fe5d1bf2a2034ba9cdd7227e76b778c00029b85aabd71805
stages/05_artifact_generation/rendered_outputs/04_render_metadata.json,05_artifact_generation,rendered_outputs,388,fc689b741cfabb2bac6ebe50f426a1b3405eb4536d468ae6d89b406e6de7ba64
stages/05_artifact_generation/rendered_outputs/contracts/04_contract_instrumentation.diff,05_artifact_generation,rendered_outputs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/rendered_outputs/contracts/04_contract_instrumentation_manifest.json,05_artifact_generation,rendered_outputs,542,b424fa250c45a5ec8e2f0db3bb60f830f12ae4bf79831f75579083a0f9af4ccd
stages/05_artifact_generation/rendered_outputs/contracts/04_generated_contracts.h,05_artifact_generation,rendered_outputs,411,caae00926bdce4c8a082bf3545bb53ce8d1ae3837863bf43f74962841054e791
stages/05_artifact_generation/stage_manifest.json,05_artifact_generation,stage_manifest.json,5169,923548c7ab2412d1eef7b2057480d4eb508fc6826a344c7640f8d2d3fc720a5e
stages/05_artifact_generation/validation/04_contract_plan_validation.json,05_artifact_generation,validation,1497,dd35226b13f190824c824b47e8245f3ea31baefdd958a1159b6a222c85ed0f12
stages/05_artifact_generation/validation/04_harness_structural_validation.json,05_artifact_generation,validation,1215,40ea069955b88840aa74b56a1abb39561d7f3ee61037aca3aac603650d015b14
stages/05_artifact_generation/validation/04_independence_audit.json,05_artifact_generation,validation,803,6ac3357c6ee978fe133abd5ce77e1c1e706a03a56e59d786274160ce1d7040da
stages/05_artifact_generation/validation/04_open_discovery_selection_binding.json,05_artifact_generation,validation,498,021b1e522e47bae7334d3bbdc142aced5343091cbf7e3f1c73c58757aeba3719
stages/05_artifact_generation/validation/04_plan_harness_traceability_validation.json,05_artifact_generation,validation,642,4faf2464327a69009ee4cc39a2d4fcea75cef9ba6ec7893d06089a10915838e3
stages/05_artifact_generation/validation/04_property_campaign_artifact_validation.json,05_artifact_generation,validation,1195,ccd3b91d9deacc240253e23dfea28283dd4bd7d6dd9335ca60203046599abda3
stages/05_artifact_generation/validation/04_similarity_audit_details.csv,05_artifact_generation,validation,69,11703b21aa5a98467aee1c2d7b3a056adc7b79660c79d41345c8d4265496ad48
stages/05_artifact_generation/validation/llm_call_validation.json,05_artifact_generation,validation,2158,603d103845d7c530be25c53c48e73a1dcbc58c0477bfb8c2540e7894c8874eb8
stages/06_review_critic/handoff/handoff_manifest.json,06_review_critic,handoff,3551,45ddb2841f47ca633d68087d6a8c20fd12e13f43a6f6fa4766b60e17a5c72f1b
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assertion_algorithm_alignment.deterministic.csv,06_review_critic,iterations,212,a960692530019039cefb3e05e298cb5e4f561384d33b7288a0c9bcb1251205c4
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assumption_evidence_review.deterministic.csv,06_review_critic,iterations,7,24526432f951ea86e61db71a2c7df058d690643d1792c6525c784823544d3c03
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,06_review_critic,iterations,7325,8c7f96f0dd1e76fa50af45ae9d3217fcf3d5eb1d4e44e43214dd02067e1b651e
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_previous_stage_input_status.json,06_review_critic,iterations,143747,776106c5e5f4eac72e886e61827778b7abebb510cef6f321c065c164ee414879
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_review_issue_matrix.deterministic.csv,06_review_critic,iterations,173,5aa44ae53b784855bea1dbf5c7a2bab7b684a09665dcb3a7c1ee56db7593e594
stages/06_review_critic/iterations/iteration_00/handoff/handoff_manifest.json,06_review_critic,iterations,3551,45ddb2841f47ca633d68087d6a8c20fd12e13f43a6f6fa4766b60e17a5c72f1b
stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,06_review_critic,iterations,9241,8116ec530d3b57d18238a34d55ebf26ef139a92912d57b2fe2cde2a952d57cc9
stages/06_review_critic/iterations/iteration_00/llm_authoritative/api_responses/attempt_01_response.json,06_review_critic,iterations,125754,3d64ab41485fe2898103ecdf5db42b1ebcffbc9d31ff19afc7e8de61caf7c719
stages/06_review_critic/iterations/iteration_00/logs/06_review_critic_status.json,06_review_critic,iterations,13490,67b68cc84c83d3e175ae2f2cc4596fb09679734b251e8e23d6798658f1ad9d6c
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stderr.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stdout.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/prompt_package/06_review_critic_prompt.txt,06_review_critic,iterations,7853,6952ebd7b63b2d7c6ecb5eb054f810054207a592ba08bb2030775aba674023a6
stages/06_review_critic/iterations/iteration_00/prompt_package/api_requests/attempt_01_request.json,06_review_critic,iterations,492067,7b69fe62fae0e080e1f4c0a3c996a12dcdd7b1cd6e71b438782b52ceaa790c73
stages/06_review_critic/iterations/iteration_00/prompt_package/primary_evidence_manifest.json,06_review_critic,iterations,1661,b8c1aa6e3b712acaa6e628a48712d8783fec9cfb6469e9c7ce0ce11ad2b0564a
stages/06_review_critic/iterations/iteration_00/prompt_package/primary_evidence_transmission_manifest.json,06_review_critic,iterations,3011,2d88fa6d34dd5673447ae945d99668cb4fb380d245eac3692a1fb62605ecbda8
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_bundle.json,06_review_critic,iterations,140517,060b0cbd05e36714f2ea3eb59771db85be68330e268f52d3a6da698ed47e86d4
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_manifest.json,06_review_critic,iterations,3477,f261a0997e29f3d94ae7a04c939bf22a26699b2cb6f56bdd958610c857eae126
stages/06_review_critic/iterations/iteration_00/prompt_package/prompt_metadata.json,06_review_critic,iterations,1442,2e3a37f8d41c333444c3b87e4901f7a02b7a8dadd124a35b920d86c8e004f541
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_bundle.json,06_review_critic,iterations,5661,1afc2879daeac155627e91cc1a1ed2ea2e5d6865f02c3cb238c322feb6ec8eae
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_manifest.json,06_review_critic,iterations,787,7240f1c6a7c5c76d9cefcf2c4786a423e52908c6d6f119f91f270218d5c8c561
stages/06_review_critic/iterations/iteration_00/stage_manifest.json,06_review_critic,iterations,6327,c76840690189ff2049e18fa050ec1743cbcbc759def336c6b96c3389930f8bba
stages/06_review_critic/iterations/iteration_00/validation/05_artifact_bundle_binding_validation.json,06_review_critic,iterations,4416,2046575addf15013f4d12ed4bc3bde06b1b03faca55860cb8b32b74606cd1a22
stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,06_review_critic,iterations,5251,9893307c40cbe22c883d4385bb4819eefd3d2254308254ece776c1fc8af2796b
stages/06_review_critic/iterations/iteration_00/validation/05_property_campaign_review_validation.json,06_review_critic,iterations,1195,3ff74964a99de4070ee30ebec6c444750eb977cde4f2a6c74c5094c549228a16
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,06_review_critic,iterations,2042,b02ec0d74fb5cfc2f9845230935f863c2a007045beb6b2aa2f742cee9cfb9c57
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,06_review_critic,iterations,461,c110c0fae1bce21f1c83d2b9b763248ce5f4f710820c309bda07d322a050de3c
stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,06_review_critic,iterations,2206,efa47879fc517a912e8192086ebd74d0959e713ba04848c77e407165d0c6d432
stages/06_review_critic/stage_manifest.json,06_review_critic,stage_manifest.json,6327,c76840690189ff2049e18fa050ec1743cbcbc759def336c6b96c3389930f8bba
stages/07_tool_execution/handoff/handoff_manifest.json,07_tool_execution,handoff,4031,63e4e52c12b4e4069a3454e2a3c14f8b03ae16d0703474a0ed4bb59ee259549b
stages/07_tool_execution/iterations/iteration_00/diagnostics/06_cbmc_diagnostics.json,07_tool_execution,iterations,589,da9c93cbc61e600ceef53a355aebf78707158bc3f0f29cd5a0e2cff76fd4dea1
stages/07_tool_execution/iterations/iteration_00/handoff/handoff_manifest.json,07_tool_execution,iterations,4031,63e4e52c12b4e4069a3454e2a3c14f8b03ae16d0703474a0ed4bb59ee259549b
stages/07_tool_execution/iterations/iteration_00/logs/07_tool_execution_status.json,07_tool_execution,iterations,520,6cc81fef2e930afff8ad560dd424d215dfc50068c602bcb4ab8bba042a9e07a5
stages/07_tool_execution/iterations/iteration_00/process_logs/tool_execution_stderr.txt,07_tool_execution,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/07_tool_execution/iterations/iteration_00/process_logs/tool_execution_stdout.txt,07_tool_execution,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/07_tool_execution/iterations/iteration_00/stage_manifest.json,07_tool_execution,iterations,4127,a0eb792598fb20a97a06a992cae2cb415df5f67e91aaeb65100e50513827e180
stages/07_tool_execution/iterations/iteration_00/tool_inputs/06_critic_gate_decision_input.json,07_tool_execution,iterations,600,985cf0ce7fe5cfc1529c7293f193906883e3565d3c86fd96fe849fbadb3f1295
stages/07_tool_execution/iterations/iteration_00/tool_inputs/06_formal_build_plan_reference.json,07_tool_execution,iterations,931,f9bb3b6abe7f08159ca574995727dca2696cfc3c1faa2fbf34663a8199c6700e
stages/07_tool_execution/iterations/iteration_00/tool_inputs/06_harness_input_manifest.json,07_tool_execution,iterations,560,18a04dae0bbd2ed0819adab8044e4852d1e06a158050b878b12574b01400a2f7
stages/07_tool_execution/iterations/iteration_00/tool_inputs/06_tool_command_manifest.json,07_tool_execution,iterations,12074,f555fd00cd091f43d27e7fc0181641373e8411b174b2e94f709880ff7d3a51d1
stages/07_tool_execution/iterations/iteration_00/tool_inputs/06_tool_environment_snapshot.json,07_tool_execution,iterations,1834,b216ec5fd9d5644acc8801b98aee62e4be2ad9d418eea5e4450fe8f245ace3f5
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_command.txt,07_tool_execution,iterations,1555,8d06558ba8ab70435322593cfac86d1e79eb04b45662dfda2e84d5993b7de738
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_output.txt,07_tool_execution,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_property_results.json,07_tool_execution,iterations,259,ba09dedf7a95b3934ce179708f5d7116ab6a4cddeb2d8a4f038768eb6f0e5d8d
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_raw_execution.json,07_tool_execution,iterations,3726,9607d12621c930e9eb33b85997c3d4918b1e1e3f0c0faacc73e06af71930788a
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_status.json,07_tool_execution,iterations,5055,6b10daa1f128e916dfd94b19b8793560d9b8f4763007ddf1d30d5ed54ec3ed38
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_stderr.txt,07_tool_execution,iterations,540,e6b58f1610f115967a0c85b1dd3da0f94f4f5cccf31e42e720f494369af80d82
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_cbmc_trace_summary.json,07_tool_execution,iterations,1062,96b112bfe2b1b103d56352e910942abfe1c25622c2006e509229a8c83bb63582
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_failed_property_mapping.json,07_tool_execution,iterations,251,8cc120cb487207550b633742ca7880a34c99394ef04d01de0fe7831efd2cf2ea
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_formal_evidence_classification.json,07_tool_execution,iterations,526,7e977dde733817a18419d4864d97df5aded4b67175404badc58fe53b569232b5
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_property_mapping.csv,07_tool_execution,iterations,7,24526432f951ea86e61db71a2c7df058d690643d1792c6525c784823544d3c03
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_selected_property_coverage.json,07_tool_execution,iterations,428,eef07e540f5c7663b316b46ab0750d9063738b25865c5bfbf742709beccf95d2
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_tool_execution.md,07_tool_execution,iterations,777,7970f1f5d7ba96c35126429a77dd84d487b48c1b93bd4d81d9d25e7cf91bd36f
stages/07_tool_execution/iterations/iteration_00/tool_outputs/06_tool_execution_traceability.json,07_tool_execution,iterations,2500,123dae44b62883ac14d4c710118eab27f045cd2180d004388e247d1f50d240a9
stages/07_tool_execution/iterations/iteration_00/tool_outputs/cbmc_output_iteration_00.txt,07_tool_execution,iterations,551,f93ae2f792e2c604939dbbf108da727a1523e70a3f29d05c72406abb7ff22ca7
