retained_path	sha256	size_bytes	original_path
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/setup-pavona/action.yml	bbb6d90ff6f46fc0f77c2b9ecfd62ae357c4d1338e0225cc5862f306ddc85ccb	1785	BR_AF4_00A_af4c5abd/.github/actions/setup-pavona/action.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/setup-shell/action.yml	929c26c5f040334cbe0d375a780acc378d0bfad75915c1109d210f9a266fdac3	1584	BR_AF4_00A_af4c5abd/.github/actions/setup-shell/action.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/setup-yum/action.yml	a5a540bd2cd7e35952f5bbceb0559f3b34c3966d3f5a88207a19d2cf9000289c	683	BR_AF4_00A_af4c5abd/.github/actions/setup-yum/action.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/dependabot.yml	7d125e8f29830d045136e317ee444ba08f43a9598e291c82310dec105f478b75	218	BR_AF4_00A_af4c5abd/.github/dependabot.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/mlc_config.json	36efebf3af547925b28bb93498e99501583927e7056ed96ba8de09c12a8b934f	888	BR_AF4_00A_af4c5abd/.github/mlc_config.json
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/scripts/check-wycheproof-updates.py	3c0937295ec9224d88af367637a57fa5bfeec5d6de765b97de87942fb40b6bc6	5845	BR_AF4_00A_af4c5abd/.github/scripts/check-wycheproof-updates.py
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/all.yml	36846d207b3b17a8ea27e4c59b03cf931738dc987054b3a685db2c2fa1d00c62	2565	BR_AF4_00A_af4c5abd/.github/workflows/all.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/baremetal.yml	f50f76ecd8396ea36441802c518e3e50700131b2aba592bed2175248502a8764	2803	BR_AF4_00A_af4c5abd/.github/workflows/baremetal.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/base.yml	6ffb65f2a98f95cd3ff7766d5b6942cf093de428d368229272acf7334bf15b9a	10952	BR_AF4_00A_af4c5abd/.github/workflows/base.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/bench.yml	8b206d56d276c1082a5f610e3267101d1a9f9e7ff0c6f5f4bc960ed31c56ca29	7516	BR_AF4_00A_af4c5abd/.github/workflows/bench.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/bench_ec2_any.yml	b3b17dcdc5f003a1597490b5d29c17fe777a2e7e456e3a06f8bc7bf53a99f075	2108	BR_AF4_00A_af4c5abd/.github/workflows/bench_ec2_any.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/bench_ec2_reusable.yml	078b06844c5786cd97121d241a0e7ad0daf322401a3708a1278a2cd1caa8ff50	9762	BR_AF4_00A_af4c5abd/.github/workflows/bench_ec2_reusable.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/cbmc.yml	94d30cd6b369e31b25e4bab6b268a9b0497c0c72db774c5953cb4242b2d918dc	1958	BR_AF4_00A_af4c5abd/.github/workflows/cbmc.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/ci.yml	1ac87cf5ed0071b4414cd41b2305a2472a532d604d9b7661cba580f4540ba0d3	28656	BR_AF4_00A_af4c5abd/.github/workflows/ci.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/ci_ec2_any.yml	e152624ca07bfbe9e3f048dc867fddd5a0e7d45535dc83f634113ec51e5f8ab3	2210	BR_AF4_00A_af4c5abd/.github/workflows/ci_ec2_any.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/ci_ec2_container.yml	d24918e44a50da0e55dff15a04442883dd889aede6bcaf48b4db2948b77a0b5e	9063	BR_AF4_00A_af4c5abd/.github/workflows/ci_ec2_container.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/ci_ec2_reusable.yml	e5a6c16de3c646d0f5dcf19d8d0a763ab8cb4d8df57625337e81331f5443f994	10567	BR_AF4_00A_af4c5abd/.github/workflows/ci_ec2_reusable.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/ct-tests.yml	72656f5050e8160721cd76d2c31decfbd85fd82ebb9c8f8469a9901899edfb93	3387	BR_AF4_00A_af4c5abd/.github/workflows/ct-tests.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/hol_light.yml	466230396188d7f9b32bb6f9b4eb254e704e2cc57e9fe006fd77221b0741202c	11324	BR_AF4_00A_af4c5abd/.github/workflows/hol_light.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/integration-awslc-main.yml	b15b33db4bc3f81da791fc11928780a0491b8939ea807d7636ad08f7cc656bf8	453	BR_AF4_00A_af4c5abd/.github/workflows/integration-awslc-main.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/integration-awslc.yml	7e74eb164596e11c7e18b375b6a488855845393eaa8dd6bfc751b812d8b0ee5b	6257	BR_AF4_00A_af4c5abd/.github/workflows/integration-awslc.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/integration-liboqs.yml	644f5a138c1c30aa626f000577a03690e4e771111fb6fc9fab0bbe0cd43f4bf3	3842	BR_AF4_00A_af4c5abd/.github/workflows/integration-liboqs.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/integration-pavona.yml	2af78a85aa2811e4356026b7ed858db08aada4ec971c63873b99dd8d7950e0da	5370	BR_AF4_00A_af4c5abd/.github/workflows/integration-pavona.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/legacy-compilers.yml	6dedb381b37d6a6116a619d7e1056ca89a880776caf1a4d335585003745a8ffd	20877	BR_AF4_00A_af4c5abd/.github/workflows/legacy-compilers.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/lint_markdown.yml	a30f9a6147c389d35d7159fac33d5a0c46f638f80dc6511ed2175b7d696625a6	542	BR_AF4_00A_af4c5abd/.github/workflows/lint_markdown.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/nix.yml	977933c187e1e5f62a2a8f6ed7491bbeeab8f15367e7bb644c5891e24c742d10	5178	BR_AF4_00A_af4c5abd/.github/workflows/nix.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/riscv.yml	1b76adb511db309433ad32f069b1cd733f4cc3ca23582a6529d58ea414aceb4a	794	BR_AF4_00A_af4c5abd/.github/workflows/riscv.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/scorecard.yaml	4c9c0ce45f54beff0a981a840ecdf9cc7a414c20a159ad36df620db11646fa84	2308	BR_AF4_00A_af4c5abd/.github/workflows/scorecard.yaml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/slothy.yml	340c681fa9fd1adf44ccf412b47ffdd8ae66efa9abd02d4245acf2c0636bd570	687	BR_AF4_00A_af4c5abd/.github/workflows/slothy.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/wycheproof-updates.yml	e11c0ce142b11ea5ee06f7e15c6d62558fd071f4419ea347c5f035ee8e892334	667	BR_AF4_00A_af4c5abd/.github/workflows/wycheproof-updates.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/workflows/zephyr.yml	46aaa181ab2675a5e7383de1527c1a88d62d99f7b0e40f04244d0f59be47794b	2095	BR_AF4_00A_af4c5abd/.github/workflows/zephyr.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.gitignore	8c581f31248d20ca87a314c9aa6e41eb8a69a715cffc6166f957ce39f1d10eda	217	BR_AF4_00A_af4c5abd/.gitignore
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/BIBLIOGRAPHY.md	f3d8cbe1be640f5240378f82bda135e8772843ca301849fc0816468c962bb4e8	27490	BR_AF4_00A_af4c5abd/BIBLIOGRAPHY.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/BIBLIOGRAPHY.yml	4313ac1436bfdc8fd8a14d496cbaac49c0c29b499fcfb04abbff1509c77c5469	6725	BR_AF4_00A_af4c5abd/BIBLIOGRAPHY.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/BUILDING.md	eb7e69e2b95422539c311de5a0a1c0515209e2feda10b8098d8b618ea8bf3d08	3638	BR_AF4_00A_af4c5abd/BUILDING.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/CODEOWNERS	b512ea40ea52efefaa6f16f7ea15bdc288d52c474bf58c73852f63903755276a	135	BR_AF4_00A_af4c5abd/CODEOWNERS
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/CONTRIBUTING.md	04c45bb84bef29aeaf385b026061a9a18f405a91630668f1685fbbd048b1adea	1429	BR_AF4_00A_af4c5abd/CONTRIBUTING.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/FIPS202.md	e84d06933a033de2ec76d2a719ad072416890df3b23a56f692323506890e8f07	1971	BR_AF4_00A_af4c5abd/FIPS202.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/LICENSE	6393331d41b9fed47a9e18d21b9b844ae8e76bcad8b6da45604c132ae13f3029	15350	BR_AF4_00A_af4c5abd/LICENSE
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/MAINTAINERS.md	d9c28a6493c6a62203ac684097c483bd258a7608222794d9b811b08c37426c76	396	BR_AF4_00A_af4c5abd/MAINTAINERS.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/META.py	fa91905412f65a46e3949f461c75846094c849f17c14ce77d3631869537ae577	1914	BR_AF4_00A_af4c5abd/META.py
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/META.yml	8432ca69ec12d53410f6841382bef17af08108f54271a406359946881faf8b61	957	BR_AF4_00A_af4c5abd/META.yml
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/Makefile	86134c7b9d4c7c15628c10d92dfc61d0187b97de29afa2412ed88eb2e7a1e519	11876	BR_AF4_00A_af4c5abd/Makefile
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/Makefile.Microsoft_nmake	6cc2271a4f49fa875328feede8959fdd406980e9bdced45b93931f2acd4380a5	15439	BR_AF4_00A_af4c5abd/Makefile.Microsoft_nmake
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/README.md	336933c7dc844fc882aa60ce2458724ea509c9fbddc299fe06750d256947b608	13356	BR_AF4_00A_af4c5abd/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/REFERENCE.md	cdf533585d2adb81ec30cb1ae312a11a6319d10fbd449a1c961108af7a98f19e	2848	BR_AF4_00A_af4c5abd/REFERENCE.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/RELEASE.md	c674c90a2b8890dc256cfd93b0e8128133e82e593e035ac6b1d3e8638fdb4974	9470	BR_AF4_00A_af4c5abd/RELEASE.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/RELICENSE.md	fd5b7bbcc59981be7583286bd67a4dc6fcf0c048db32799e18dcb0734b791369	2193	BR_AF4_00A_af4c5abd/RELICENSE.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/SECURITY.md	14154fa4c36fadbdee6419cbc6c44a6734d656d463f592282008b1ac60503126	295	BR_AF4_00A_af4c5abd/SECURITY.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/SOUNDNESS.md	f7088ae5b250c15f9c324a02329b66f2a9d64d6e69063eeb490a880fe92677a6	35889	BR_AF4_00A_af4c5abd/SOUNDNESS.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/STDLIB.md	4f646be3522d44a3a7a10e29a126348333a71f3a38e12ce05a47c42a6ae7eb79	1458	BR_AF4_00A_af4c5abd/STDLIB.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/README.md	2d561aba2f49b6fa1db9f0053b1dce67bf795737d8085041bfbb30db0edeb2af	3119	BR_AF4_00A_af4c5abd/dev/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/README.md	db0816c3bb43c9523f2d3265c9bc905965d77fc83bb1311f83262e0522fa1472	1227	BR_AF4_00A_af4c5abd/dev/aarch64_clean/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/meta.h	68693f9d96cc3893d8633455b4e4c5b5d70ffdfd81b1da67f3c9b82aaf9d8589	4223	BR_AF4_00A_af4c5abd/dev/aarch64_clean/meta.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/aarch64_zetas.c	f254d432c3ad7e9f05b462ccc7c280efeca13af963cd208d62a80c1cdb592517	11373	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/aarch64_zetas.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/arith_native_aarch64.h	5ba187f6f0eb3e0a212da00647bcc42ddf84b4e7cb1066b6b4ed173dfcff437a	8582	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/arith_native_aarch64.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/intt_aarch64_asm.S	eb878ba67049bfec1d734be5b6d68061d91d097c86fe701eb40331f6ea2cb260	11050	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/intt_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/ntt_aarch64_asm.S	a51b7f6ed9944aea2ac55f4eaf4fa9116d6c0648c976b1564e8b7937a16a1165	9576	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/ntt_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/poly_mulcache_compute_aarch64_asm.S	eda221773a14b92352ecf380ba3071115c1dbf2e206a503acabf81e952ebc83a	3704	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/poly_mulcache_compute_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/poly_reduce_aarch64_asm.S	8707c33c282159b0379af07b0079225906b71cda38f12349e4d5fd7d0dfa9a76	2749	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/poly_reduce_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/poly_tobytes_aarch64_asm.S	2cb357e210b92e457966d257cb3deda02bc327be090a7814b3bd2f22319ef893	2319	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/poly_tobytes_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/poly_tomont_aarch64_asm.S	f57ef4658a69e1e8d06e6d201d16d59b90ff1d50e9a18b6addaf836c089138ef	2617	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/poly_tomont_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S	af38430802d5e5127fcdad262673315986e95e6c0851411c30f0d114214664af	6808	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S	d4b2a6ca5222a062a68f891b24b7d2ccde009df5ad6acd105070a0ffc4f5e25e	7019	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S	0c204e53850eabec513fbe4e6938f747620e0e0700dac02b7e8b409e75969fbc	7396	BR_AF4_00A_af4c5abd/dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S
