retained_path	retained_sha256	original_occurrences	omitted_duplicate_occurrences	original_paths
experiments/barrett-reduce/T01-exact-centered-refinement/freeze-candidate-review/FREEZE_CANDIDATE_METADATA.txt	6e6d1a4b5a895d53f96202bf8709eb0a8f38ec7bd10131add0fcdbaa18d9e83a	3	2	BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/FREEZE_CANDIDATE_METADATA.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/FREEZE_CANDIDATE_METADATA.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/FREEZE_CANDIDATE_METADATA.txt
experiments/barrett-reduce/T01-exact-centered-refinement/freeze-candidate-review/PACKET_FILE_INVENTORY.txt	f686a8f2d5a9eb3bc17758cc61d6659fdfd2e3bb5c1e8c14a00f52af3f61d86b	3	2	BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_FILE_INVENTORY.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_FILE_INVENTORY.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_FILE_INVENTORY.txt
experiments/barrett-reduce/T01-exact-centered-refinement/freeze-candidate-review/PACKET_SHA256_MANIFEST.txt	86f42eccd5723a27cb53e54cf466b889a6a11f6455e7e349ea11a86fe0e49584	3	2	BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt
experiments/barrett-reduce/T01-exact-centered-refinement/freeze-candidate-review/PACKET_SHA256_MANIFEST.txt.sha256	18e353575fa84e8a62ab137871510baf4223089905e9e480da6871d89a0e2f2d	3	2	BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt.sha256 | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt.sha256 | BR_AF4_T1_FREEZE_CANDIDATE_V1/PACKET_SHA256_MANIFEST.txt.sha256
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/build.txt	efcf52fc6c3ba60aaaca2a333819cce8cddc0b83edcef615c77f4a5733e91e8e	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/build.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/build.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/build.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/build.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/linked.goto	f387c498bea6d075e33173eb5ae41f53d1e58385b732f28d954e71a5938f0b08	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/linked.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/linked.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/linked.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/linked.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.goto	48bce60c766faa1e74b4503f7bae0bd302be31ce7d3653014f5f810ab8c9acbf	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.txt	51d92be46fcb3f983ed8c8c41ad6f991e97f690a9ed6673f04b451faf2cf8711	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/model.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/no_function_pointers.goto	e45fe96b4c4bc81f5f07200fe02a797af9f57e437b34baf9b46b5bc598e858ec	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/no_function_pointers.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/no_function_pointers.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/no_function_pointers.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/no_function_pointers.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/proof.goto	30e213661acf721108d4b22acb88fedfc805f2ac3bf352ee373bc910cca149a2	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/proof.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/proof.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/proof.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/proof.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/properties.txt	d5bf3bbcf4183b9c23c91caea9b9d8b6f213641506ce93daf59e3bc785f3d8b2	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/properties.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/properties.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/properties.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/properties.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result.txt	606c4e767ed94aaf32031ec9cf58c4f18445549e8fdeb43b8af76b01e0f7f9ae	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result_markers.txt	3d3152104a13a43800daddc458d32ed55f8d08c812976989a82a0db2c7e9d18b	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result_markers.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result_markers.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result_markers.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/result_markers.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/with_library.goto	860aa753b67d2c18df06795af8451472c8af78de8b227a84b6da23c1d3199220	4	3	BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/with_library.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/with_library.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/with_library.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/C1_boundary_control/with_library.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/M1_magic_mutant/build.txt	5a7adf297bed97b1084473bf693cdf5df1db17e22a0aaa0d5be2f80ffb88d11b	4	3	BR_AF4_02_T1_HARDENING_RUN1/M1_magic_mutant/build.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/M1_magic_mutant/build.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/M1_magic_mutant/build.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/M1_magic_mutant/build.txt
