original_path	sha256	size_bytes	action	retained_path	reason
POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_00B_T1_PREFLIGHT_20260725T152707Z.txt	8f482425f324fe916ddce985871b1b83f03574ed3d7826e233e33852875c5d53	34972	RETAINED	experiments/polycomp-d4/00-campaign-setup/theorem-registry-and-t1-preflight/POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_00B_T1_PREFLIGHT_20260725T152707Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_00B_T1_PREFLIGHT_20260725T152707Z.txt.sha256	a25c3566104a0856e61282f399928a9f844e9d9f24dd8ee6d3c8ac45605b32d1	214	RETAINED	experiments/polycomp-d4/00-campaign-setup/theorem-registry-and-t1-preflight/POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_00B_T1_PREFLIGHT_20260725T152707Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_T1_PREFLIGHT_RESULT_20260725T152707Z.json	53849706a947777f7d162c63b53961316cc41b5326dc72f4b2d9ef4514abd9e6	370	RETAINED	experiments/polycomp-d4/00-campaign-setup/theorem-registry-and-t1-preflight/POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_T1_PREFLIGHT_RESULT_20260725T152707Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_THEOREM_REGISTRY_V1_20260725T152707Z.txt	13a3c6030a74d1ee224facd6991e776270bda23879629d6b7e7a3c43ffb3cd3b	1833	RETAINED	experiments/polycomp-d4/00-campaign-setup/theorem-registry-and-t1-preflight/POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_THEOREM_REGISTRY_V1_20260725T152707Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_THEOREM_REGISTRY_V1_20260725T152707Z.txt.sha256	9e2c38682a960b543c6ffda4771ed863985a6c9517df2bd9344be97d80fe7b9a	217	RETAINED	experiments/polycomp-d4/00-campaign-setup/theorem-registry-and-t1-preflight/POLYCOMP_D4_00B_MANIFEST_REGISTRY_T1_PREFLIGHT/POLYCOMP_D4_THEOREM_REGISTRY_V1_20260725T152707Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_00C_T1_DIRECT_DIAG_20260725T153541Z.txt	7e4f5cbac8071d644d8a221544831d66b280315e0c2afd91be44ab20c7d9737f	42420	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/00-direct-diagnostics/POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_00C_T1_DIRECT_DIAG_20260725T153541Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_00C_T1_DIRECT_DIAG_20260725T153541Z.txt.sha256	0667491f4d4edc4e7ba94bd6d427d5120dc8f160d28e0df3a1cecffbaf6801f5	200	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/00-direct-diagnostics/POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_00C_T1_DIRECT_DIAG_20260725T153541Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_T1_LOOP_IDS_20260725T153541Z.txt	45cfa2b8a040dbeda74e1e7f6d76fdac209dd789077c75684a16d1188a98ac4b	19467	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/00-direct-diagnostics/POLYCOMP_D4_00C_T1_DIRECT_DIAG/POLYCOMP_D4_T1_LOOP_IDS_20260725T153541Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN_20260725T154158Z.txt	d0e1cc158d12b805e940cc97c4877bebf504ad4c558f799fe61214758ca01556	27224	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN_20260725T154158Z.txt.sha256	50a99927d3596a1e991180c577732b437acf349b7815fc5d80318a465a83fe74	210	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN_20260725T154158Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_PROPERTY_REPORT_20260725T154158Z.txt	4623fc346c97e5fbd8b6d5a8517dff4c8e31da9292b5117e8bbad4a22bba5c8c	25094	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_PROPERTY_REPORT_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_RESULT_20260725T154158Z.json	d1491784fe2d9fbff6e56545e636f62eba6869fe251ac7cd5a930a5e2a8bb082	2949	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_RESULT_20260725T154158Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_STDERR_20260725T154158Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_STDERR_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_SUMMARY_20260725T154158Z.txt	ebb7f1217b993d536ca602f59aa12ecfb21b054d6a4206fe510340648b940a9e	283	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SEMANTIC_SUMMARY_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SHOW_LOOPS_20260725T154158Z.txt	83c79e4f74dcc764824c6299d22c6a58d1bcf91f3722f0c6f0e03caff6d675ce	1004	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_SHOW_LOOPS_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_RESULT_20260725T154158Z.json	2e7aa48cb77555416a2d58653cbda7db4a69f308f3b185ee810ac5a76a31b85f	144442	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_RESULT_20260725T154158Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_STDERR_20260725T154158Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_STDERR_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_SUMMARY_20260725T154158Z.txt	60d2ee4dcb9e2a5796c4565e3c29e18e91b35add5cd0541a4d3f50972842819b	287	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_STRICT_SUMMARY_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_UNWIND_MAP_20260725T154158Z.txt	7c6cbfd3db4127471127325129b23670e270b7a8234af565e004e9f27cea5384	541	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_00D_T1_VALID_DIRECT_RUN/POLYCOMP_D4_T1_UNWIND_MAP_20260725T154158Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION_20260725T163139Z.txt	264ca4a4077ce217af74c0780be15612135a2696d7dd5651310905ecb08c4145	10123	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/02-initial-coverage-attempt/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION_20260725T163139Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION_20260725T163139Z.txt.sha256	20b304cfad8754e91323e3fd6ea94994f0c6fd007bfb265794d758958838e778	216	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/02-initial-coverage-attempt/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION_20260725T163139Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_20260725T163139Z.json	8dff985ac2f6c1b9766926e7ded3050f3b46d7b7b5f1dadddc4695677734b378	42555	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/02-initial-coverage-attempt/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_20260725T163139Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_STDERR_20260725T163139Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/02-initial-coverage-attempt/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_STDERR_20260725T163139Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_SUMMARY_20260725T163139Z.txt	06f2c9e07ac1ab1acb31c7028257e652e10ba8da386e8fa180a300cc97172cde	163	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/02-initial-coverage-attempt/POLYCOMP_D4_00E_T1_NONVACUITY_MUTATION/T1_COVERAGE_SUMMARY_20260725T163139Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT_20260725T163613Z.txt	d0f6fd7c413caf3d9dbd84b53d9621b98ed35d72675cc69c6540f8104528a2c3	39695	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT_20260725T163613Z.txt.sha256	113bc97dbd580dc5dc65a60a7b89cd937f3d8e5b238d344ae0a549533b50c64f	216	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT_20260725T163613Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_ACCEPTED_COVERAGE_SUMMARY_20260725T163613Z.txt	7f1102bf8c1573cf085c97784bff269b6fa715e20a8f1800a357cabda414b002	3622	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_ACCEPTED_COVERAGE_SUMMARY_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_20260725T163613Z.goto	972ecbb4abb45e65d18fa9ae49781564cc077098419631f8ef63d47a54596587	78764	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_20260725T163613Z.goto	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_INSTRUMENT_STDERR_20260725T163613Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_INSTRUMENT_STDERR_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_INSTRUMENT_STDOUT_20260725T163613Z.txt	3ecf2cc0d6522c8d20d9c54e1e26ab3e432401a326ff8c76626c8a4285bd1ba9	393	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_INSTRUMENT_STDOUT_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_PROPERTIES_20260725T163613Z.txt	fbf6f5699d636b5f1f21fb7c8073f053d8ac6443671a199663a693ffb2c30968	25331	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_PROPERTIES_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_RESULT_20260725T163613Z.json	e2253c23dd9c6bc9400f6b29cc744ed548384c6c9a1342dab5d326df9d87b5ae	4769705	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_RESULT_20260725T163613Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_STDERR_20260725T163613Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_STDERR_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_SUMMARY_20260725T163613Z.txt	20dd180794e860412bca11b81d02b0577d825fad92a9903ac4a2aa47b65fe6e4	431	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_END_REACHABILITY_SUMMARY_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_LOOPS_20260725T163613Z.txt	16b592ed0b15f60f47c82f554bb8eb0dbb81e588262b18733738f5ee52392187	1049	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_LOOPS_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_PROPERTIES_20260725T163613Z.txt	6176eb339a0deea9107ef5ae2765ced2be3e87e36019f087eb413a993e845509	25216	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_PROPERTIES_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RESULT_20260725T163613Z.json	3eb131d7fb51cfd9bc7a8b4cdbcc817e96145875330f8ceed05c40c5e9ad5735	2870626	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RESULT_20260725T163613Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RUNNER_20260725T163613Z.json	7cecf36724886599f61161b43d6a7935e1df1835a90300a48a39a26f895a7a08	402	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RUNNER_20260725T163613Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RUNNER_20260725T163613Z.txt	7c1fe9d3d194ed1487dd0dbd70525f988694fcbee9d8231e4684d0c70c2363f3	4697	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_RUNNER_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_STDERR_20260725T163613Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_STDERR_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_SUMMARY_20260725T163613Z.txt	bed0fdd6eb1c023e5131168055115aa50d91a616bcb799c7921b824da1538dce	265	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/03-nonvacuity-and-bitflip-mutation/POLYCOMP_D4_00F_T1_CONTINUE_NONVAC_MUT/T1_MUTANT_SUMMARY_20260725T163613Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING_20260725T164351Z.txt	8e0b38afde46ccc65b8039818c63a9e318aad75fd86130e47150665be8a75121	41317	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/04-relational-packing-and-mutations/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING_20260725T164351Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING_20260725T164351Z.txt.sha256	6778ea847e04c4edb9e145579a2e4c8593a33f172cebbf6f4a58f61f1b062eb9	214	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/04-relational-packing-and-mutations/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING_20260725T164351Z.txt.sha256	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_20260725T164351Z.goto	b3990f98cc52a8f6b4556599942408945a607a4e8ea7c1e9e5ffaf4963a0c308	79136	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/04-relational-packing-and-mutations/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_20260725T164351Z.goto	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_20260725T164351Z.json	a7b0bf61db3d0993c583730c4eabf4eba04009f5c1c50f0cfd7260e91e93b562	5443663	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/04-relational-packing-and-mutations/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_20260725T164351Z.json	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_STDERR_20260725T164351Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T01-compressor-refinement/04-relational-packing-and-mutations/POLYCOMP_D4_00G_T1_RELATIONAL_PACKING/RELATIONAL_END_REACHABILITY_STDERR_20260725T164351Z.txt	genuine live-stage evidence retained in its original run context
