producer_stage,output_key,declared_path,resolved_path,exists,declared_sha256,sha256,checksum_matches_manifest,checksum_declared,size_bytes
04_property_discovery,candidate_properties_validation,validation/llm_call_validation.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/04_property_discovery/validation/llm_call_validation.json,True,3439714d6edf30ef0007d97f99832a8262dbb9cd10be0c3435ba2ca774f4ed0c,3439714d6edf30ef0007d97f99832a8262dbb9cd10be0c3435ba2ca774f4ed0c,True,True,2181
05_artifact_generation,artifact_plan,llm_authoritative/04_artifact_plan.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,f31ffb905c177fb6b179e340543e082bd0ede648e12fc265b285a937533a9ab9,f31ffb905c177fb6b179e340543e082bd0ede648e12fc265b285a937533a9ab9,True,True,20371
05_artifact_generation,generated_harness,rendered_outputs/04_generated_harness.c,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,06ae17c02f97f34436f26aaec3ffbccf23e9b30e842c25dd57cac9006b4da207,06ae17c02f97f34436f26aaec3ffbccf23e9b30e842c25dd57cac9006b4da207,True,True,760
05_artifact_generation,artifact_manifest,rendered_outputs/04_artifact_manifest.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,640d1f4fabebb8ff347a808016e934c1a5cd9c4c63fcaa0a4bc1f1257f7e3318,640d1f4fabebb8ff347a808016e934c1a5cd9c4c63fcaa0a4bc1f1257f7e3318,True,True,5004
05_artifact_generation,independence_audit,validation/04_independence_audit.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/04_independence_audit.json,True,140da46c39f382f7b3039e0fc7e7639c0942c433ec4dcd7e66f5e2b9cdd015cf,140da46c39f382f7b3039e0fc7e7639c0942c433ec4dcd7e66f5e2b9cdd015cf,True,True,812
05_artifact_generation,plan_harness_traceability_validation,validation/04_plan_harness_traceability_validation.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/04_plan_harness_traceability_validation.json,True,46d1d9478db0c356f04ce5d34ce2f6d71cbf5d88e481358d5aaa90e933efb864,46d1d9478db0c356f04ce5d34ce2f6d71cbf5d88e481358d5aaa90e933efb864,True,True,2526
05_artifact_generation,artifact_plan_validation,validation/llm_call_validation.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/llm_call_validation.json,True,30aa9cca4ccc0d6db9340c7713b71b2dc9daae4647d749d204116b75174d9ad5,30aa9cca4ccc0d6db9340c7713b71b2dc9daae4647d749d204116b75174d9ad5,True,True,2185
05_artifact_generation,similarity_audit_details,validation/04_similarity_audit_details.csv,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/04_similarity_audit_details.csv,True,11703b21aa5a98467aee1c2d7b3a056adc7b79660c79d41345c8d4265496ad48,11703b21aa5a98467aee1c2d7b3a056adc7b79660c79d41345c8d4265496ad48,True,True,69
05_artifact_generation,contract_plan_validation,validation/04_contract_plan_validation.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/04_contract_plan_validation.json,True,48979804a545f48afd651042d98d966e9cf8563f35c45e65d6804029e9f7437f,48979804a545f48afd651042d98d966e9cf8563f35c45e65d6804029e9f7437f,True,True,1497
05_artifact_generation,generated_contract_header,rendered_outputs/contracts/04_generated_contracts.h,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/contracts/04_generated_contracts.h,True,5b6f2f6200b9b5536a148076546968226964b75ad0b6de27f15c4bd3eda047a9,5b6f2f6200b9b5536a148076546968226964b75ad0b6de27f15c4bd3eda047a9,True,True,305
05_artifact_generation,contract_instrumentation_manifest,rendered_outputs/contracts/04_contract_instrumentation_manifest.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/contracts/04_contract_instrumentation_manifest.json,True,b424fa250c45a5ec8e2f0db3bb60f830f12ae4bf79831f75579083a0f9af4ccd,b424fa250c45a5ec8e2f0db3bb60f830f12ae4bf79831f75579083a0f9af4ccd,True,True,542
05_artifact_generation,contract_instrumentation_diff,rendered_outputs/contracts/04_contract_instrumentation.diff,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/contracts/04_contract_instrumentation.diff,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0
05_artifact_generation,prohibited_copy_reference_index,prohibited_copy_reference/existing_harness_similarity_sources.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,True,c7b30241b2c32df61575723fbede9a9c0f5686f2a40f8506e0ebbb1221c5de8c,c7b30241b2c32df61575723fbede9a9c0f5686f2a40f8506e0ebbb1221c5de8c,True,True,467
06_review_critic,critic_review,iterations/iteration_00/llm_authoritative/05_critic_review.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,True,11a56b80e8a41a026e17c7d0da538a78ff8a8f280a6ec99a33ae40ed8d99e59d,11a56b80e8a41a026e17c7d0da538a78ff8a8f280a6ec99a33ae40ed8d99e59d,True,True,12669
06_review_critic,review_gate_decision,iterations/iteration_00/validation/05_review_gate_decision.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,True,e19cc957344c22777e716dcbfbda5d8c0830f4ab15387a315d665a5ecc7b4488,e19cc957344c22777e716dcbfbda5d8c0830f4ab15387a315d665a5ecc7b4488,True,True,3550
06_review_critic,formal_build_plan,iterations/iteration_00/validation/05_formal_build_plan.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,True,e979d6675adddb3c9669088fce1a373a45079de67369b1fa734e0c6930d6a645,e979d6675adddb3c9669088fce1a373a45079de67369b1fa734e0c6930d6a645,True,True,6505
06_review_critic,frontend_parse_and_build_readiness,iterations/iteration_00/validation/05_frontend_parse_and_build_readiness.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/validation/05_frontend_parse_and_build_readiness.json,True,6aee4c040d6bda72fa3962d895cfafd269ea1d2baf28a100b3e1d9c32d989ca6,6aee4c040d6bda72fa3962d895cfafd269ea1d2baf28a100b3e1d9c32d989ca6,True,True,3527
06_review_critic,generated_harness_under_review,../05_artifact_generation/rendered_outputs/04_generated_harness.c,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,06ae17c02f97f34436f26aaec3ffbccf23e9b30e842c25dd57cac9006b4da207,06ae17c02f97f34436f26aaec3ffbccf23e9b30e842c25dd57cac9006b4da207,True,True,760
06_review_critic,artifact_plan_under_review,../05_artifact_generation/llm_authoritative/04_artifact_plan.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,f31ffb905c177fb6b179e340543e082bd0ede648e12fc265b285a937533a9ab9,f31ffb905c177fb6b179e340543e082bd0ede648e12fc265b285a937533a9ab9,True,True,20371
06_review_critic,artifact_manifest_under_review,../05_artifact_generation/rendered_outputs/04_artifact_manifest.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,640d1f4fabebb8ff347a808016e934c1a5cd9c4c63fcaa0a4bc1f1257f7e3318,640d1f4fabebb8ff347a808016e934c1a5cd9c4c63fcaa0a4bc1f1257f7e3318,True,True,5004
06_review_critic,independence_audit_under_review,../05_artifact_generation/validation/04_independence_audit.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/05_artifact_generation/validation/04_independence_audit.json,True,140da46c39f382f7b3039e0fc7e7639c0942c433ec4dcd7e66f5e2b9cdd015cf,140da46c39f382f7b3039e0fc7e7639c0942c433ec4dcd7e66f5e2b9cdd015cf,True,True,812
06_review_critic,critic_review_validation,iterations/iteration_00/validation/llm_call_validation.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,True,899225cf1830d02b9d143903e458565b4c3e198a94a893aa3a9602fcb35fac96,899225cf1830d02b9d143903e458565b4c3e198a94a893aa3a9602fcb35fac96,True,True,2234
06_review_critic,review_gate_decision_md,iterations/iteration_00/validation/05_review_gate_decision.md,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,True,5049df1c45b79f24a8c0e837fa1012d2bdb4b4ac95c406dc61820bb4e1528c4b,5049df1c45b79f24a8c0e837fa1012d2bdb4b4ac95c406dc61820bb4e1528c4b,True,True,412
06_review_critic,deterministic_review_diagnostics,iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,/home/girish/THESIS-2026/thesis-pipeline/runs/run_002_mlk_poly_add_open_discovery_repaired_20260714/stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,True,cae631156da811b934751cfa0add926bc96df91a353b94f3c1969e8543c606da,cae631156da811b934751cfa0add926bc96df91a353b94f3c1969e8543c606da,True,True,14002
