claim_id,source_file,claim_type,text,has_evidence,human_review_required
input_assumptions_11,01_spec_summary.json,input_assumptions,"{""assumption"": ""scheme (specified in this document) that result in differing input-output behavior of the main"", ""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 120, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 120, ""text"": ""scheme (specified in this document) that result in differing input-output beha",True,True
input_assumptions_12,01_spec_summary.json,input_assumptions,"{""assumption"": ""the input-output behavior of these three algorithms (see “Implementations” and Section 3.3"", ""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 122, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 122, ""text"": ""the input-output behavior of these three algorithms (see “Implementations” and Sec",True,True
input_assumptions_13,01_spec_summary.json,input_assumptions,"{""assumption"": ""As this standard requires the use of NIST-approved randomness generation, this step is"", ""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 139, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 139, ""text"": ""As this standard requires the use of NIST-approved randomness generation, this step is",True,True
input_assumptions_14,01_spec_summary.json,input_assumptions,"{""assumption"": ""- This specification includes explicit input checking steps that were not part of the third-round"", ""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 141, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 141, ""text"": ""- This specification includes explicit input checking steps that were not p",True,True
input_assumptions_15,01_spec_summary.json,input_assumptions,"{""assumption"": ""specification [4]. For example, ML-KEM.Encaps requires that the byte array containing the"", ""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 142, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 142, ""text"": ""specification [4]. For example, ML-KEM.Encaps requires that the byte array containi",True,True
candidate_output_guarantees_1,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 3, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": """", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 3, ""text"": ""attack model than the PKE scheme. As a result, ML-KEM is believed to satisfy so-called IND-CCA2""}], ""guarantee"": ""attack model than the PKE scheme. As a result, ML-KEM is believed to satisfy so-called IND-CCA2"", ""human_review_required"": true, ""source"": ",True,True
candidate_output_guarantees_2,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 23, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 23, ""text"": ""of corruption or interference, the process in Figure 1 will result in 𝐾 ′ = 𝐾 with overwhelming""}], ""guarantee"": ""of corruption or interference, the process in Figure 1 will result in 𝐾 ′ = 𝐾 with overwh",True,True
candidate_output_guarantees_3,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 44, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 44, ""text"": ""both ML-KEM.Encaps and ML-KEM.Decaps will each output a 256-bit value. Moreover, if no""}], ""guarantee"": ""both ML-KEM.Encaps and ML-KEM.Decaps will each output a 256-bit value. Moreover, if no"", ""human_re",True,True
candidate_output_guarantees_4,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 80, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 80, ""text"": ""produces the correct output for every input (where “input” includes the specified input as well""}], ""guarantee"": ""produces the correct output for every input (where “input” includes the specified input a",True,True
candidate_output_guarantees_5,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 102, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Input checking. The algorithms ML-KEM.Encaps and ML-KEM.Decaps require input checking."", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 102, ""text"": ""Implementers shall ensure that ML-KEM.Encaps and ML-KEM.Decaps are only executed on""}], ""guarantee"": ""Implementers shall ensure that ML-KEM.Encaps and ML-KEM.Decap",True,True
candidate_output_guarantees_6,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 106, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""inputs that have been checked, as described in Section 7."", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 106, ""text"": ""shall ensure that intermediate data is destroyed as soon as it is no longer needed. In particular,""}], ""guarantee"": ""shall ensure that intermediate data is destroyed as soon as it is no longer",True,True
candidate_output_guarantees_7,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 107, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""inputs that have been checked, as described in Section 7."", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 107, ""text"": ""for ML-KEM.KeyGen, ML-KEM.Encaps, and ML-KEM.Decaps, only the designated output can be""}], ""guarantee"": ""for ML-KEM.KeyGen, ML-KEM.Encaps, and ML-KEM.Decaps, only the designated output can be""",True,True
candidate_output_guarantees_8,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 120, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 120, ""text"": ""scheme (specified in this document) that result in differing input-output behavior of the main""}], ""guarantee"": ""scheme (specified in this document) that result in differing input-output beh",True,True
candidate_output_guarantees_9,01_spec_summary.json,candidate_output_guarantees,"{""confidence"": 0.66, ""evidence"": [{""confidence"": 0.66, ""end_line"": 122, ""extraction_method"": ""prepost_keyword_regex"", ""section_title"": ""Appendix C - Differences From the CRYSTALS-Kyber Submission"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 122, ""text"": ""the input-output behavior of these three algorithms (see “Implementations” and Section 3.3""}], ""guarantee"": ""the input-output behavior of these three algorithms (see “Implementations” and Se",True,True
candidate_functional_properties_1,01_spec_summary.json,candidate_functional_properties,"{""confidence"": 0.55, ""evidence"": [{""confidence"": 0.62, ""end_line"": 23, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 23, ""text"": ""of corruption or interference, the process in Figure 1 will result in 𝐾 ′ = 𝐾 with overwhelming""}], ""formal_tool_hint"": ""CBMC"", ""human_review_required"": true, ""priority"": ""medium"", ""property"": ""Candidate",True,True
candidate_functional_properties_2,01_spec_summary.json,candidate_functional_properties,"{""confidence"": 0.55, ""evidence"": [{""confidence"": 0.62, ""end_line"": 41, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 41, ""text"": ""two constants: 𝑛 = 256 and 𝑞 = 3329.""}], ""formal_tool_hint"": ""CBMC"", ""human_review_required"": true, ""priority"": ""medium"", ""property"": ""Candidate equation/constraint from specification: two constants: 𝑛 =",True,True
uncertainties_1,01_spec_summary.json,uncertainties,"{""severity"": ""medium"", ""suggested_action"": ""Use a cleaned FIPS text source and ensure algorithm headings/Input/Output lines are preserved."", ""uncertainty"": ""No algorithm-like block was detected. The selected section may be prose-only or converted text may need cleanup.""}",False,True
uncertainties_2,01_spec_summary.json,uncertainties,"{""severity"": ""normal"", ""suggested_action"": ""Use Agent 3 and Agent 4 to connect extracted spec facts to actual code behavior."", ""uncertainty"": ""Mapping between FIPS-level symbols/algorithms and implementation function 'mlk_poly_add' requires Code Understanding Agent and human review.""}",False,True
equations_constraints_1,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 1, ""extraction_method"": ""math_constraint_regex"", ""section_title"": """", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 1, ""text"": ""--- SELECTED SECTION: MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM (lines 1475-1531, score 125.1) ---""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""--- SELECTED SECTION: MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM (lines 1475-1531, score 125.",True,True
equations_constraints_2,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 2, ""extraction_method"": ""math_constraint_regex"", ""section_title"": """", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 2, ""text"": ""mechanism using the so-called Fujisaki-Okamoto (FO) transform [11, 12]. Due to certain properties of the FO transform, the resulting KEM provides security in a significantly more general""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""mechanism using th",True,True
equations_constraints_3,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 3, ""extraction_method"": ""math_constraint_regex"", ""section_title"": """", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 3, ""text"": ""attack model than the PKE scheme. As a result, ML-KEM is believed to satisfy so-called IND-CCA2""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""attack model than the PKE scheme. As a result, ML-KEM is believed to satisfy so-called IND-CCA2"", ""symbols"": ",True,True
equations_constraints_4,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 4, ""extraction_method"": ""math_constraint_regex"", ""section_title"": """", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 4, ""text"": ""security [1, 4, 13, 14].""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""security [1, 4, 13, 14]."", ""symbols"": [""security""]}",True,True
equations_constraints_5,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 10, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 10, ""text"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""symbols"": [""MODULE"", ""LATTICE"", ""BASED"", ""KEY"", ""ENCAP",True,True
equations_constraints_6,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 12, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 12, ""text"": ""The specification of the ML-KEM algorithms in this standard will follow the same pattern. Specifically, this standard will first describe a public-key encryption scheme called K-PKE (in Section 5)""}, ""human_review_required"":",True,True
equations_constraints_7,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 13, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 13, ""text"": ""and then use the algorithms of K-PKE as subroutines when describing the algorithms of ML-KEM""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""and then use the algorithms of K-PKE as subroutines when descr",True,True
equations_constraints_8,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 14, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 14, ""text"": ""(in Sections 6 and 7). The cryptographic transformation from K-PKE to ML-KEM is crucial for""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""(in Sections 6 and 7). The cryptographic transformation from K-",True,True
equations_constraints_9,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 15, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 15, ""text"": ""achieving IND-CCA2 security. The scheme K-PKE is not IND-CCA2-secure and shall not be used as""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""achieving IND-CCA2 security. The scheme K-PKE is not IND-CCA2",True,True
equations_constraints_10,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 16, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 16, ""text"": ""a stand-alone scheme (see Section 3.3).""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""a stand-alone scheme (see Section 3.3)."", ""symbols"": [""stand"", ""alone"", ""scheme"", ""see"", ""Section""]}",True,True
equations_constraints_11,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 17, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 17, ""text"": ""A notable feature of ML-KEM is the use of the number-theoretic transform (NTT). The NTT""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""A notable feature of ML-KEM is the use of the number-theoretic tran",True,True
equations_constraints_12,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 22, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 22, ""text"": ""ML-KEM satisfies the essential KEM property of correctness. This means that in the absence""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""ML-KEM satisfies the essential KEM property of correctness. This",True,True
equations_constraints_13,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 23, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 23, ""text"": ""of corruption or interference, the process in Figure 1 will result in 𝐾 ′ = 𝐾 with overwhelming""}, ""human_review_required"": true, ""kind"": ""assignment_or_equation"", ""raw"": ""of corruption or interference, the process in Figure",True,True
equations_constraints_14,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 24, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 24, ""text"": ""probability. ML-KEM also comes with a proof of asymptotic theoretical security in a certain""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""probability. ML-KEM also comes with a proof of asymptotic theor",True,True
equations_constraints_15,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 25, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 25, ""text"": ""heuristic model [4]. Each of the parameter sets of ML-KEM comes with an associated security""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""heuristic model [4]. Each of the parameter sets of ML-KEM comes",True,True
equations_constraints_16,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 28, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 28, ""text"": ""Decaps, along with a collection of parameter sets. In the case of ML-KEM, the three aforementioned algorithms are:""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""Decaps, along with a collection of param",True,True
equations_constraints_17,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 29, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 29, ""text"": ""1. ML-KEM.KeyGen (Algorithm 19)""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""1. ML-KEM.KeyGen (Algorithm 19)"", ""symbols"": [""ML"", ""KEM"", ""KeyGen"", ""Algorithm""]}",True,True
equations_constraints_18,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 30, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 30, ""text"": ""2. ML-KEM.Encaps (Algorithm 20)""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""2. ML-KEM.Encaps (Algorithm 20)"", ""symbols"": [""ML"", ""KEM"", ""Encaps"", ""Algorithm""]}",True,True
equations_constraints_19,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 31, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 31, ""text"": ""3. ML-KEM.Decaps (Algorithm 21)""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""3. ML-KEM.Decaps (Algorithm 21)"", ""symbols"": [""ML"", ""KEM"", ""Decaps"", ""Algorithm""]}",True,True
equations_constraints_20,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 33, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 33, ""text"": ""ML-KEM comes equipped with three parameter sets:""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""ML-KEM comes equipped with three parameter sets:"", ""symbols"": [""ML"", ""KEM"", ""comes"", ""equipped"", ""with"", """,True,True
equations_constraints_21,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 34, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 34, ""text"": ""- ML-KEM-512 (security category 1)""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""- ML-KEM-512 (security category 1)"", ""symbols"": [""ML"", ""KEM"", ""security"", ""category""]}",True,True
equations_constraints_22,01_equations_constraints.json,equations_constraints,"{""evidence"": {""confidence"": 0.62, ""end_line"": 35, ""extraction_method"": ""math_constraint_regex"", ""section_title"": ""MODULE-LATTICE-BASED KEY-ENCAPSULATION MECHANISM"", ""source_file"": ""/home/girish/thesis-agent-workflow/inputs/specs/fips203_clean.txt"", ""start_line"": 35, ""text"": ""- ML-KEM-768 (security category 3)""}, ""human_review_required"": true, ""kind"": ""math_expression"", ""raw"": ""- ML-KEM-768 (security category 3)"", ""symbols"": [""ML"", ""KEM"", ""security"", ""category""]}",True,True
