original_path	status	classification	retained_path	canonical_source_path	size	sha256	reason
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_cbmc_output.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_cbmc_output.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_cbmc_output.txt	11322	93c4168fd6d140f187eee8904bd1703ad5920e6b18c246e10d4d5ff6e431dcea	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stderr.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_compile_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stdout.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_compile_stdout.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_raw_goto_functions.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_raw_goto_functions.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_raw_goto_functions.txt	32460	ae69b446862098b8f43eef09422971582528219841a22217dd3675a7fac26eac	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_raw_goto_functions_stderr.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_raw_goto_functions_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_raw_goto_functions_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/preprocessor_macros.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/preprocessor_macros.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/preprocessor_macros.txt	40298	6779694a597f191de8084a1f0e5d37d9924ff1736714481a4cd35b7b60889b1b	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/preprocessor_stderr.txt	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/preprocessor_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/preprocessor_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.c	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_fail.c	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.c	488	9ae0af8f80f055a2ffaf1ade71eb58f24d6aed4bd18e94b4ab6419b6ccfd18b6	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.goto	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_fail.goto	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.goto	29380	3ca1ef918552f81a357bdd898f6f2d4ea5dfe1026e1d757a12b151559bf1b8a6	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.raw.goto	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_fail.raw.goto	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_fail.raw.goto	29405	615274900bbfc226036b129d6c972fa08468b65e12118001034f3b74634bdb0d	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.c	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_pass.c	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.c	616	1dc6abc56987e15a6ca1a9a92ac3799a0ba89ef785dcee22b9ab8c4363ecfdf5	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.goto	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_pass.goto	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.goto	29798	42267d063c98aea4d5b6932a2c258d482a191f45a762f97fe160f435ab3255a6	Original body-binding preflight evidence retained in its run context.
ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.raw.goto	RETAINED	campaign-setup-body-binding-preflight	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/zeroize_body_preflight_pass.raw.goto	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/zeroize_body_preflight_pass.raw.goto	29838	cb905a9074df38a37795add6ef3fcf9137428f52a628bc9546747fe6be040661	Original body-binding preflight evidence retained in its run context.
ZERO-00C_T1_RUN1_af4c5abd/ZERO-00C_REGISTRY_SHA256.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/ZERO-00C_REGISTRY_SHA256.txt	ZERO-00C_T1_RUN1_af4c5abd/ZERO-00C_REGISTRY_SHA256.txt	479	8724495fd915e53e6f4c886be992661aece3530df6739c0689c6bfef3dbca7b9	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/ZERO-00C_T1_RUN1_FINAL_SHA256SUMS.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/ZERO-00C_T1_RUN1_FINAL_SHA256SUMS.txt	ZERO-00C_T1_RUN1_af4c5abd/ZERO-00C_T1_RUN1_FINAL_SHA256SUMS.txt	2016	de96c715976b8481b724034bb025eebe307aed3cf85055566f17fe5d3cf9401a	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/ZERO-T1_HARNESS_SHA256.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/ZERO-T1_HARNESS_SHA256.txt	ZERO-00C_T1_RUN1_af4c5abd/ZERO-T1_HARNESS_SHA256.txt	341	49b9c686788d4f4e9fde27bebad4a9e58e49e92a14a2516c49fd6de6ba3088f9	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/assumption_registry.md	RETAINED	campaign-registry	experiments/zeroize/00-campaign-setup/registries/assumption_registry.md	ZERO-00C_T1_RUN1_af4c5abd/assumption_registry.md	1094	0b64fd8fb5ef17fa00fe9e68307dd79554688045a8675a7d084ec95bc307b379	Campaign-wide registry/source-binding record retained once to avoid repeated copies in theorem freeze packages.
ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_compile_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_compile_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/fail_drop_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_drop_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_drop_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/fail_drop_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_drop_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_drop_stdout.txt	373	28d8a1e5fc4ed41892e1060e356b99d09c0cd312104c215f64f601072a9c8228	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/fail_library_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_library_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_library_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/fail_library_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_library_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_library_stdout.txt	296	61f206259abaf44a820d4e5d8b5e5ee8c35b3037a6cb8aeef72591d75ce9f16e	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/source_binding.txt	RETAINED	campaign-registry	experiments/zeroize/00-campaign-setup/registries/source_binding.txt	ZERO-00C_T1_RUN1_af4c5abd/source_binding.txt	890	755eb7844a895cebd3dfe73f58a4269782ebf0401550e2e8bf6fad2ffdb7825c	Campaign-wide registry/source-binding record retained once to avoid repeated copies in theorem freeze packages.
ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_compile_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_compile_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/t1_drop_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_drop_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_drop_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/t1_drop_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_drop_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_drop_stdout.txt	375	7dd7093d6f65b4ef32319bb28deacffe9c92537f8e5346a96599d355db467b8f	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/t1_library_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_library_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_library_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/t1_library_stdout.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_library_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_library_stdout.txt	298	f760ed40a002a996fe2db2633f2e7da182f92de468848d347faffd7fb9b8a293	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/theorem_registry.md	RETAINED	campaign-registry	experiments/zeroize/00-campaign-setup/registries/theorem_registry.md	ZERO-00C_T1_RUN1_af4c5abd/theorem_registry.md	2386	f72f5012cd9a6d85f58740bcb711ffa0e0b092d893fd1fb49f1ab0dcfa325230	Campaign-wide registry/source-binding record retained once to avoid repeated copies in theorem freeze packages.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_cbmc_output.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_cbmc_output.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_cbmc_output.txt	14022	c342d29d11a590d665d5667e9f98d69a7916f9dccc0d532e64e1463534b6a833	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_cbmc_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_cbmc_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_cbmc_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_exact_erasure.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.goto	21058	3b2b0e75c0b568ed187af774cecbc6b17317239fb788176ed936e4726e125b7c	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.library.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_exact_erasure.library.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.library.goto	36115	dd326652735ba15915118fafd96d47ac2d5b9bc2e79ee8885f4eb76e7c868a3c	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.raw.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_exact_erasure.raw.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure.raw.goto	36035	4f956769b789369ec26c8f5736d992965158725f2ef040a7ffea85997d76b31e	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure_harness.c	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_exact_erasure_harness.c	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_exact_erasure_harness.c	2563	1de4583dfd2940c1f7d74fd51a4f80da92410e93fd5f2c3dc075aec0f0b39edd	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.goto	20472	817838c6f1c0862bb25011373baaf237b0c2c2649f5cf80cb6b9b491d79e4a44	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.library.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control.library.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.library.goto	32320	49eb1b64d115958749579e1359506d87cef2165633ff0e6e65f7e53233b5f25b	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.raw.goto	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control.raw.goto	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control.raw.goto	31868	cb1593b37e244cdecad1dad2b1bd6cb7fe0d3b920f82498f5c1c051e2ce20568	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_cbmc_output.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control_cbmc_output.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_cbmc_output.txt	26652	0085ac607c3e8d417a74d039ff72fc605b848c64766448321908e005eabcfc67	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_cbmc_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control_cbmc_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_cbmc_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_harness.c	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control_harness.c	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_harness.c	1099	f368808c57d549c66ed42b4336e86c57664e2ded8fd4e40b5d358713bab86293	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_final_goto_functions.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_final_goto_functions.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_final_goto_functions.txt	128	03e4be88f85d02920b149304c08f9f0e1e63410d29d471c7496ffc8fc4a9b5ac	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_final_goto_functions_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_final_goto_functions_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_final_goto_functions_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_body_binding.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding.txt	46115	5e3a16c39a7c7fae41d0fae834fd29a8032767e9e93926a2dee30a2c1f7deda4	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_body_binding_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_goto_functions.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions.txt	46115	5e3a16c39a7c7fae41d0fae834fd29a8032767e9e93926a2dee30a2c1f7deda4	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_goto_functions_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_mlk_zeroize_body.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_mlk_zeroize_body.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_mlk_zeroize_body.txt	342	d02ace099e91e8530be8b52c1258a2be63964be02bf1be34998d86469fb1922a	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_mlk_zeroize_body_block.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_mlk_zeroize_body_block.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_mlk_zeroize_body_block.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_raw_body_binding.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_raw_body_binding.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_raw_body_binding.txt	47488	470be0cf378c08fe834e1d8b797f33513de14358d82bdecdcb68516989da556f	Original T1 positive theorem and expected-failure-control run evidence retained.
ZERO-00C_T1_RUN1_af4c5abd/zero_t1_raw_body_binding_stderr.txt	RETAINED	T01-raw-run	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_raw_body_binding_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_raw_body_binding_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Original T1 positive theorem and expected-failure-control run evidence retained.
