sha256	size	retained_path	original_path	context_justification
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/default_compile_stdout.txt	ZERO-T4_RUN2_af4c5abd/default_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/default_library_stderr.txt	ZERO-T4_RUN2_af4c5abd/default_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/fail_compile_stderr.txt	ZERO-T4_RUN2_af4c5abd/fail_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/fail_compile_stdout.txt	ZERO-T4_RUN2_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/fail_library_stderr.txt	ZERO-T4_RUN2_af4c5abd/fail_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/zero_t4_custom_cbmc_stderr.txt	ZERO-T4_RUN2_af4c5abd/zero_t4_custom_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/zero_t4_default_cbmc_stderr.txt	ZERO-T4_RUN2_af4c5abd/zero_t4_default_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/zero_t4_fail_controls_cbmc_stderr.txt	ZERO-T4_RUN2_af4c5abd/zero_t4_fail_controls_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M1_remove_wipe/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M1_remove_wipe/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M1_remove_wipe/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M1_remove_wipe/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M1_remove_wipe/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M1_remove_wipe/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M1_remove_wipe/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M1_remove_wipe/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M2_fill_with_one/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M2_fill_with_one/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M2_fill_with_one/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M2_fill_with_one/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M2_fill_with_one/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M2_fill_with_one/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M2_fill_with_one/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M2_fill_with_one/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M3_length_minus_one/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M3_length_minus_one/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M3_length_minus_one/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M3_length_minus_one/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M3_length_minus_one/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M3_length_minus_one/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M3_length_minus_one/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M3_length_minus_one/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M4_pointer_plus_one/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M4_pointer_plus_one/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M4_pointer_plus_one/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M4_pointer_plus_one/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M4_pointer_plus_one/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M4_pointer_plus_one/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M4_pointer_plus_one/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M4_pointer_plus_one/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M5_length_plus_one/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M5_length_plus_one/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M5_length_plus_one/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M5_length_plus_one/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M5_length_plus_one/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M5_length_plus_one/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M5_length_plus_one/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M5_length_plus_one/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M6_free_before_wipe/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M6_free_before_wipe/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M6_free_before_wipe/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M6_free_before_wipe/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M6_free_before_wipe/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M6_free_before_wipe/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M6_free_before_wipe/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M6_free_before_wipe/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
