TYPE	GIT_MODE	SHA256	GIT_OBJECT	PATH
REGULAR	100644	e832d469c56cc97136bb2ef555337ba0ed4d3eb66b1356c9bc5a5d43752e8cd9	539b0b0b6cfe29f9d29fd98e2a4de6a4f9e283a5	".github/workflows/scorecard.yaml"
REGULAR	100644	340c681fa9fd1adf44ccf412b47ffdd8ae66efa9abd02d4245acf2c0636bd570	3573d7ef7dccc5a86aab3412935bd349b491da0b	".github/workflows/slothy.yml"
REGULAR	100644	8c581f31248d20ca87a314c9aa6e41eb8a69a715cffc6166f957ce39f1d10eda	3f9aeb0d0d264c0f12907ac3cfec759b74e9f891	".gitignore"
REGULAR	100644	ce89c86b02132e59c7f2a36de596acd57e9778775cbcd209e736a3d4e8d96c61	e1249b2e575365adcc295695dcb87b0b16f486d5	"BIBLIOGRAPHY.md"
REGULAR	100644	2abe22d9ac61aa59276c9132c1fef098e85aa117a43045e933a237f18b7faef4	2c3bf41dfebb7b85fb1f26b4462e02a473576939	"BIBLIOGRAPHY.yml"
REGULAR	100644	eb7e69e2b95422539c311de5a0a1c0515209e2feda10b8098d8b618ea8bf3d08	f9c87acf039afbe3d913bf0a680d156e03eb9ed9	"BUILDING.md"
REGULAR	100644	b512ea40ea52efefaa6f16f7ea15bdc288d52c474bf58c73852f63903755276a	2659ce8b90c2ea7d4bba3d9538ef929f0fa7b30b	"CODEOWNERS"
REGULAR	100644	04c45bb84bef29aeaf385b026061a9a18f405a91630668f1685fbbd048b1adea	7e3c1c9f1b10145abc6fd48eab33ba4ed2f1a55d	"CONTRIBUTING.md"
REGULAR	100644	e84d06933a033de2ec76d2a719ad072416890df3b23a56f692323506890e8f07	1fb91cc8064da41860aa736d06bcfb35bf2b0786	"FIPS202.md"
REGULAR	100644	6393331d41b9fed47a9e18d21b9b844ae8e76bcad8b6da45604c132ae13f3029	0b5aad5f6e6f8d2eb04d51bf2037ca84074bb58d	"LICENSE"
REGULAR	100644	d9c28a6493c6a62203ac684097c483bd258a7608222794d9b811b08c37426c76	a246b98c3f4e48bc8491418dcac4230037c2246c	"MAINTAINERS.md"
REGULAR	100755	3bc8b780640d3e8b607e3ad569bada7e6b1035b7453ddcef6deb5aa9aa365fdd	7c6f27af3199dc7ebdbc66e9bdaa3bb20cf7c17b	"META.sh"
REGULAR	100644	8432ca69ec12d53410f6841382bef17af08108f54271a406359946881faf8b61	92926de45a186f552a197c1b9e9bbd2f0a29d367	"META.yml"
REGULAR	100644	a89bbe33a20ebc4d9f7778c04bfdb419ceb39168126d4fedfd60b1e89656609e	a41072d9d4efb16d57795fe5fbb3cd1c9d520815	"Makefile"
REGULAR	100644	29d08b2a04268088c7d670050720c5800adb65dffb38409320e4515fd89ab616	1803015c744b82c6dc26ac6da4e50e6cb77b48d8	"Makefile.Microsoft_nmake"
REGULAR	100644	aa993bb2c006d1776dbeabb04aba72b9350169f5d344bf41c2c2aed0f65e7b51	ef0783bd1c050cd29fd382e63475c48664c7c5a7	"README.md"
REGULAR	100644	cdf533585d2adb81ec30cb1ae312a11a6319d10fbd449a1c961108af7a98f19e	580457cc2ecc31d689eb9dde3a073bcdfd6a92a5	"REFERENCE.md"
REGULAR	100644	4c5f594bb7e57f158408754f847a29369725cf1fcff5231cc9b8d1fab0d10bde	d1aeddc73f8e82da5995d30528fd38f3191f31e3	"RELEASE.md"
REGULAR	100644	fd5b7bbcc59981be7583286bd67a4dc6fcf0c048db32799e18dcb0734b791369	a5cd529b0ed723fe9ee432e2d5e7783617423fea	"RELICENSE.md"
REGULAR	100644	14154fa4c36fadbdee6419cbc6c44a6734d656d463f592282008b1ac60503126	6b80d996275b679f8e98f4b9dfa81b54912a5d7f	"SECURITY.md"
REGULAR	100644	f7088ae5b250c15f9c324a02329b66f2a9d64d6e69063eeb490a880fe92677a6	8c65e1d44ba50288a7511572980abf42fbec06e9	"SOUNDNESS.md"
REGULAR	100644	4f646be3522d44a3a7a10e29a126348333a71f3a38e12ce05a47c42a6ae7eb79	069ce67d3457c510c60a322513c3eaabb38904af	"STDLIB.md"
REGULAR	100644	2d561aba2f49b6fa1db9f0053b1dce67bf795737d8085041bfbb30db0edeb2af	acf7af0f1f79d815c92ea949f92f6e32443ff0b2	"dev/README.md"
REGULAR	100644	db0816c3bb43c9523f2d3265c9bc905965d77fc83bb1311f83262e0522fa1472	427ab533222390f10ada3bf5986f3ce3adc0540e	"dev/aarch64_clean/README.md"
REGULAR	100644	68693f9d96cc3893d8633455b4e4c5b5d70ffdfd81b1da67f3c9b82aaf9d8589	a50d018b04388b74d7904193ae550de008397047	"dev/aarch64_clean/meta.h"
REGULAR	100644	f254d432c3ad7e9f05b462ccc7c280efeca13af963cd208d62a80c1cdb592517	cc3a48dddf3b8f6b2ddc69ef21e238a4d1aae2aa	"dev/aarch64_clean/src/aarch64_zetas.c"
REGULAR	100644	5ba187f6f0eb3e0a212da00647bcc42ddf84b4e7cb1066b6b4ed173dfcff437a	7530380550855a4f5f960fd0442c506d3bd36802	"dev/aarch64_clean/src/arith_native_aarch64.h"
REGULAR	100644	76ac6be4b8e8317a34b3b05a480571c69d05b4ba214dd5912dd0ff95cf1b5c8e	f95a7bab6e2af0d10791788dc55b25952d5a0e04	"dev/aarch64_clean/src/intt_aarch64_asm.S"
REGULAR	100644	5128f6c5d7726469e5b2e289bf18cdd0246ef3f20132be35fe4d8836cb183ad0	17b528c72cf9aa527d0fe160903d1c4f5af6abda	"dev/aarch64_clean/src/ntt_aarch64_asm.S"
REGULAR	100644	c5956ad2f2ef52cf40cf1fbe275ccdc5b1f21214726f1e37820dacb76eee45e8	0f7e684377c77f0b31ac73debd0a4d22179d2dfc	"dev/aarch64_clean/src/poly_mulcache_compute_aarch64_asm.S"
REGULAR	100644	b711d3a01b5df1a9834e747a3bb6ed0efb72e4d682825b3d749f603df9b05090	48c35ee05f1a2054b7049a5e3a4679af3319e92b	"dev/aarch64_clean/src/poly_reduce_aarch64_asm.S"
REGULAR	100644	405eaba1db0321f8c6191b7b2ad37c133a07a842862116f76b9998959ad59b96	be45c2726413b43a1cacf5723b45ec4c3d803690	"dev/aarch64_clean/src/poly_tobytes_aarch64_asm.S"
REGULAR	100644	a2bb4c37f570ad8bb6e316a06ec9297ea0ef3f8c66158605044f4b8e8af36cd5	6267471d0561b9ce90d326c03ede5fcfa057197b	"dev/aarch64_clean/src/poly_tomont_aarch64_asm.S"
REGULAR	100644	1bfd7a2621eb31bcb3e1f7c0654442794477c0ad5d5d4bec59bf0a4d79b369e5	7df2f9d6f3ea380db37eddf7e955fa1c6afd0507	"dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S"
REGULAR	100644	4dc5e9357a4590fceef7dd50fc2542c4fec67d982421ebc2394790789db22d21	0d7c42ae787902b4306f2da11062c86741bd217d	"dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S"
REGULAR	100644	c70b2bfa040148efa66020e5054355f8b622aa40632f3bc70fcc2b8d12a4681f	83b25a6fb9d6e8a1b0921068b89694218f209326	"dev/aarch64_clean/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S"
REGULAR	100644	6d4182d54543ff766fada9495e4755281cf529281ef3486da626824ad66888f4	5cfe95eeb5666ca28099043a6470c9dafe89f057	"dev/aarch64_clean/src/rej_uniform_aarch64_asm.S"
REGULAR	100644	0f4e7024475acf7cc84adc8c013356fd650e312b9ea8855da32fa1531f4af7f7	e1f48dc77d89748fb282348c5a1df834c2d31f69	"dev/aarch64_clean/src/rej_uniform_table.c"
REGULAR	100644	7ca146a9c55d47d4503b850772c43d508465fab0314af865fca81e3948835410	11f80ae4b47062e172a9b350fa1c040832542e71	"dev/aarch64_opt/README.md"
REGULAR	100644	04c27b06cb9b1efe8d3be2a54afeda3ecc81c7eb70e9387f46a2c214f4287031	e9986751d11a4d828bcc29b94efd1b6804b5f243	"dev/aarch64_opt/meta.h"
REGULAR	100644	42aec78a028117210d3b86150eed701b4d21d1e0805a624cbb8bde7fa27541a7	5d0bbeceebe2d1c1078697b674fe3e65e0313654	"dev/aarch64_opt/src/Makefile"
REGULAR	100644	070d644f9ce1780bebf3850307fa33a7d920714540412102f8a04824b6764904	fe8a49e12af91e9f6607fafee0f54c9b546e2161	"dev/aarch64_opt/src/README.md"
REGULAR	100644	f254d432c3ad7e9f05b462ccc7c280efeca13af963cd208d62a80c1cdb592517	cc3a48dddf3b8f6b2ddc69ef21e238a4d1aae2aa	"dev/aarch64_opt/src/aarch64_zetas.c"
REGULAR	100644	11aa22cce59eae578250d408061e53ef394f69aa8beb77dba38baa6fc33424b1	320c0c2efbd5824cc3b181e1469bc1c8eff4b83e	"dev/aarch64_opt/src/arith_native_aarch64.h"
REGULAR	100644	22f0225fdeb48e714fa3ea2cdbf1407c062e2221b76aa5ed03e616ad0b797e51	e31a7366c7b7c6ead4ba29772f09a973ce799396	"dev/aarch64_opt/src/intt_aarch64_asm.S"
REGULAR	100644	0af58dec2ee5949b85b92338113de8d79ee36ea616f590ea1e4a3406a0c543dd	c73f912c13c79e946d2cc10a58aee4e7baf5b40b	"dev/aarch64_opt/src/ntt_aarch64_asm.S"
REGULAR	100644	1682787a49947209dc935841b66f2af1d97f4f260618ad8acc5a6401f90635c6	14d77655c1eb574a642d7805bbbc52974f1c19d4	"dev/aarch64_opt/src/poly_mulcache_compute_aarch64_asm.S"
REGULAR	100644	c19bcdfcbc1491557874b598db240d1e0fae704cf55ba929e0e1517104e2174b	fe1897ceb9e6beebd34027a86ee645450ea01610	"dev/aarch64_opt/src/poly_reduce_aarch64_asm.S"
REGULAR	100644	1a146745362be65a82a0434b2240e3ffbd7706ffb4b0b7c78df9950921e18d15	4992a4b6175c0eca6378359ba37b71819f645b0f	"dev/aarch64_opt/src/poly_tobytes_aarch64_asm.S"
REGULAR	100644	74e05b711b1304177516a28991d9582aa5552f5f311862a23009a318d32d4fa8	6691bb65688de20d450d90a0bdb312149b3906c5	"dev/aarch64_opt/src/poly_tomont_aarch64_asm.S"
REGULAR	100644	fb8474114bf4acbd326e3ff7dbb33145b397a6d8756ae33f2ff8010f37a60d8e	6142b6acfe8918f8b773e951fafecc0292d23863	"dev/aarch64_opt/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S"
REGULAR	100644	21eaabd6cdd3b859c6f5941d21361706b945b0c34f5b12d1ded8585ba0e644b3	568d682f78c967c4dacb867f5783302695c9ac2d	"dev/aarch64_opt/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S"
REGULAR	100644	b890cbdfb712a8b2dfb85d4964417b7b1fc5ea8bd11e7ccff73ca7069fa97bca	dd298ac73f9ede518b1940b063895f0e4a235b5a	"dev/aarch64_opt/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S"
REGULAR	100644	619ec6221c32c5b6bfdc00f518442f90f8408dff9f5bbccfdae16a8a41224e2b	b0e74819ac1f2a597bea7e96d2ec236f285a1d06	"dev/aarch64_opt/src/rej_uniform_aarch64_asm.S"
REGULAR	100644	0f4e7024475acf7cc84adc8c013356fd650e312b9ea8855da32fa1531f4af7f7	e1f48dc77d89748fb282348c5a1df834c2d31f69	"dev/aarch64_opt/src/rej_uniform_table.c"
REGULAR	100644	671eb33642c65ded1abd77a5c60ad0342a5aea3b12bbe682e27795af9446813f	b23a8f82603bdc63204904dbd3bbbce3ecece671	"dev/fips202/aarch64/auto.h"
REGULAR	100644	ed51c8991a39d7857cdccb7f6e1bc5135ce372e15450b4122f6a7a4bf9d0c47f	1e401178104f6748d52f755bf5de4a9f88f7f84b	"dev/fips202/aarch64/src/Makefile"
REGULAR	100644	d9bfb9b361d32af9ec472b530f2f6f54db8d085561ba442f7447f64bd57b9230	932ff7a6179b72c90e919968110d5f3e4dc296c9	"dev/fips202/aarch64/src/fips202_native_aarch64.h"
REGULAR	100644	52bf14e059cd7206c75279d76bb35ebd32a1393e83ab016fcbcfb4ea9f726ee0	683a6e3120983bec0ddaa043d1d8e8ab65f30d56	"dev/fips202/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S"
REGULAR	100644	d0c89bb44fa0a2ad406bb3ea4bfa97d3e7df4bed2e56222237bfda655d64d551	0da043e5f5c2aab03d6c682d8b38c96d766efe75	"dev/fips202/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S"
REGULAR	100644	9619e031159720a114224d345ea3cee40abb504763f0048756873a67aca0481e	9377b71836eb08e3cb0de57dca7483153616878f	"dev/fips202/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S"
REGULAR	100644	618bb627174140b2f5fa0a59643f04765740ba39402eba8fd9b56d9f50f735df	befb85c376b0cd71a0432387cc38b2e1bf23bc76	"dev/fips202/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S"
REGULAR	100644	c8b742aac644dede951b552c81e3a07eb8dc3314d4b83f2cf217eb65e5ae6cd0	84eea7e2a16f4e4fa564c83e97cb9797ac253c26	"dev/fips202/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S"
REGULAR	100644	e5ddd2b144d4006bc515a7259dc85be96f2029bcff1ab8802e8aa683767adeb9	12a897f04bf7d5c0d4b5641e1502a9b7d8f11a6c	"dev/fips202/aarch64/src/keccakf1600_round_constants.c"
REGULAR	100644	a9039f9c0cba1d3f1d6d14903dbb9b25bd9ca40e8e89306c3596c238c4224fdb	10d43cafed439e4a5a440d103c286f9d6ee819f6	"dev/fips202/aarch64/x1_scalar.h"
REGULAR	100644	0760aff3f2f3bf4fe91c919886783b720678590e9663eea617bc03b9474e2f16	87c0a81155eb8ce9085ce2655dd01702daeb0002	"dev/fips202/aarch64/x1_v84a.h"
REGULAR	100644	13d3535513b22c08887da9d70dddf1691bfe0b333dd3ff3c8b3acc2998102f50	f0adab5180dea974f8f5e72b8ac81dd9087e1156	"dev/fips202/aarch64/x2_v84a.h"
REGULAR	100644	997272e9a709075c170d2638b1c324da82e55c1c3e807efac34d67a18ca54f2a	e6e453caf85f9ee3dea543a9784ed7d4378cb6b2	"dev/fips202/aarch64/x4_v8a_scalar.h"
REGULAR	100644	f24dcd429f1881e4903c26af17ee4fe9ca3966e47753f9875fc854d837f641c6	47a68379d7dd0ca40751276595ff81fe9d50c410	"dev/fips202/aarch64/x4_v8a_v84a_scalar.h"
REGULAR	100644	85245e879e67c722254a64b5150cfe7a67281024b10362348c7b678fa47c17a4	8213d2233162fd1da044bbe383c69008e6b34aa2	"dev/fips202/aarch64_symbolic/keccak_f1600_x1_scalar_symbolic.S"
REGULAR	100644	bfd312bfc68c71d6a010ab4cf083f1ad95168cadf9d84c327105f36220c4b5fa	4552c808cf2a31b1507812d89addf010ac8bd418	"dev/fips202/aarch64_symbolic/keccak_f1600_x4_v8a_scalar_hybrid_clean.S"
REGULAR	100644	729e90f1cd45fdb75a39df52892b4147817137b9f464f57a4c74a23b2c2d9ec7	a811497268ac783c98f2e5dd7b55840c56fe6d91	"dev/fips202/aarch64_symbolic/keccak_f1600_x4_v8a_v84a_scalar_hybrid_clean.S"
REGULAR	100644	5c9da77d44a5414feff176697c987f0f4879399b1142467fd9bec5914bf14a16	76c4c1d222a697a3f0687baa6a978bad4893d505	"dev/fips202/armv81m/README.md"
REGULAR	100644	2d513e2ed947a75983b345ad378a1f2f6c3ebeababf14e2089660e8f2e83af01	a86dc156d1633ad07bbdb521c45be4cd1e82ce9e	"dev/fips202/armv81m/mve.h"
REGULAR	100644	12bcfd4f63aa27945fdf164b701b3062b04a8585e8ef8815d5530858312ac3a6	fcd2c140cd603f6d55a6a6d3075ca01fd7d437dd	"dev/fips202/armv81m/src/fips202_native_armv81m.h"
REGULAR	100644	7dabdc7f285f371744f715668d14ee3f26bca5a11522b4eac1a336327e39025c	8c979634ee95e786fd010824763c5a1914663584	"dev/fips202/armv81m/src/keccak_f1600_x4_mve.S"
REGULAR	100644	cc2f5a32ae2c5256088e17e04f89529ca3985baa6813ef4d2f0a971d8698a666	d0c06b5324f73d93dcc1b9708a0f3e0a7172ef4c	"dev/fips202/armv81m/src/keccak_f1600_x4_mve.c"
REGULAR	100644	a01c0948612bf393e6ba1e1db603474d929245be4a273a7b874b491f0e23e22b	b19bf3327102e9a149defcff3b822444ceae6a5c	"dev/fips202/armv81m/src/keccakf1600_round_constants.c"
REGULAR	100644	bd9fce68ef9dcee17c84dea0bdc5f4d4f6f5fdf63acd15a716176d66673af4c5	ae90180f8bf730441c61822902f462cfe0f2fc16	"dev/fips202/armv81m/src/state_extract_bytes_x4_mve.S"
REGULAR	100644	c060f7e713e3000455bef6760250e656cfe2de92c8f2fbc0da3fa65ef19f9260	e95c0cb9854e75fc0889fc47fee4906f6084d3d9	"dev/fips202/armv81m/src/state_xor_bytes_x4_mve.S"
REGULAR	100644	6073bea5cd5ed95774590cef1a8b5b88b93b8f4f293e2ed53badb2a5db2ce707	30a63e31cb3cd53542252dada24e2bd742f10ac8	"dev/fips202/x86_64/keccak_f1600_x4_avx2.h"
REGULAR	100644	3a8ac7a9e8f0e2a100e98508f22d0250e4632fce81b0902c91050cf76a14411e	84f0015f7b50ae5c19324675abbaa2973e572be4	"dev/fips202/x86_64/src/fips202_native_x86_64.h"
REGULAR	100644	3a6c78d122732ddce67125b0551787c63c4b7be3bb454d22f485effd20c37fff	9fdc8be8500214e4de8a9ca9026fd9d22fbfba30	"dev/fips202/x86_64/src/keccak_f1600_x4_avx2_asm.S"
REGULAR	100644	e1783332d6248856c4b53d4b777b50fd4ab0eab409ea1c2722ecfc7b6b8809ac	1fb58915f0e02512a0eed4bf857c1d9f935ca82d	"dev/fips202/x86_64/src/keccakf1600_constants.c"
REGULAR	100644	2451f7f8ba5746d25fc4537f990c5d9adb01bbc44da33f467e771c0dd15b83c5	def9e7e7efc5ebfbb9464e75e036e0d66c89ed97	"dev/ppc64le/README.md"
REGULAR	100644	eeaea83dbf813c5bc3abb07153da84451f20749c76dd986c7f6acb5d6ace2207	baa95db2d4912d8cda32a16302cbb025423746ec	"dev/ppc64le/meta.h"
REGULAR	100644	cc1cfa350508bee748e150fc3d932ab62ec6da21842de73824afe57200609f8e	5cf1c3b0f46b2804ff5e2c8d742a881fcdec094b	"dev/ppc64le/src/arith_native_ppc64le.h"
REGULAR	100644	f651fcd8d1c53f645cb9ef4a17a86575c787fa0e9cdf3b31c10417f20bcbfe98	f6e1abd5b902dbdd4ccf2c26e0667755112bb960	"dev/ppc64le/src/consts.c"
REGULAR	100644	847c8bd61b5d95170a10ca77ba11f89e8c85c0ef12f6ca4f38c20cd36394180e	88a865e2978736376f3ce3109bae91a5bfed99c7	"dev/ppc64le/src/consts.h"
REGULAR	100644	467d034ff1c14921d8bd5693cb8a77e2d64577d0f270ead9e38e7c1abaf9db4b	64b9d00b031c577567604949b34269648ec0124d	"dev/ppc64le/src/intt_ppc_asm.S"
