original_path,size_bytes,sha256,basename,action,reason,canonical_original_path,canonical_repository_destination
mlk_poly_tomsg_cleanroom/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/logs/goto_build_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,goto_build_stdout.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stdout.txt,experiments/poly-tomsg/MSG-T2-relational-properties/01-R1-xor-relational-run/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stdout.txt
mlk_poly_tomsg_cleanroom/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/msg_t1_exact_fips_candidate_v4.c,2502,5ce480427d7792b3dca091ac198b43562c4d4dfd6c9d96dae5a73e7ef1e72b55,msg_t1_exact_fips_candidate_v4.c,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/build/msg_t1_exact_fips_v4_direct_pragma.goto,49251,51d559dcafd6668d5a7e0ed979bac481bf311cf292f4a46d66b6fcd2d04fbf5d,msg_t1_exact_fips_v4_direct_pragma.goto,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/build/msg_t1_exact_fips_v4_direct_pragma.goto,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/01-frozen-execution-input/01-revised-freeze/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/build/msg_t1_exact_fips_v4_direct_pragma.goto
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/logs/goto_build_stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,goto_build_stderr.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stderr.txt,experiments/poly-tomsg/MSG-T2-relational-properties/01-R1-xor-relational-run/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stderr.txt
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/logs/goto_build_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,goto_build_stdout.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stdout.txt,experiments/poly-tomsg/MSG-T2-relational-properties/01-R1-xor-relational-run/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/07_logs/goto_build_stdout.txt
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/support/msg01f_compress_direct_wrap_scope.h,757,7820ea424366906c1a10271579500c2eee94372c03e589560f82a046d545c42b,msg01f_compress_direct_wrap_scope.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_compress_direct_wrap_scope.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_compress_direct_wrap_scope.h
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/support/msg01f_fail_closed_zeroize.h,269,b71285ddfe229382a0402461f023defcf80a4941aaf35c3db732086ff312779a,msg01f_fail_closed_zeroize.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_fail_closed_zeroize.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_fail_closed_zeroize.h
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/support/msg01f_optblocker_zero.c,260,3338ed52257c20fe3edb62bf0a4ceb16680c20332b04d19e1a2fdbf6dc3aefb2,msg01f_optblocker_zero.c,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_optblocker_zero.c,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_optblocker_zero.c
mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/support/msg01f_verify_pragma_scope.h,483,0aacacb9a12ef28be9044ee3593930e69e67fcf1b107ed81ccbde9f047edb489,msg01f_verify_pragma_scope.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_verify_pragma_scope.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_verify_pragma_scope.h
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/harness/msg_t1_exact_fips_candidate_v4.c,2502,5ce480427d7792b3dca091ac198b43562c4d4dfd6c9d96dae5a73e7ef1e72b55,msg_t1_exact_fips_candidate_v4.c,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/inspection/cbmc_show_properties_stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,cbmc_show_properties_stderr.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I1_INIT_ONE/inspection/cbmc_show_properties_stderr.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I1_INIT_ONE/inspection/cbmc_show_properties_stderr.txt
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/inspection/frozen_unwindset.txt,106,13835caf63546b79a80e914f403fa1fa06cbd4f9bf965e6e66722c53e70f9c43,frozen_unwindset.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01H_T1_AUTHORITATIVE_POSITIVE_RUN1_af4c5abdd595/frozen_inputs/frozen_unwindset.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/02-authoritative-positive-run/MSG01H_T1_AUTHORITATIVE_POSITIVE_RUN1_af4c5abdd595/frozen_inputs/frozen_unwindset.txt
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/MSG01G_R1_ARTIFACT_MANIFEST.sha256,2716,8a08a80f2b476408ff5b80566e0aa797ffc89e2e4c6e35c23ceb041045d1516f,MSG01G_R1_ARTIFACT_MANIFEST.sha256,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01G_R1_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01G_R1_ARTIFACT_MANIFEST.sha256
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/MSG01G_R1_ARTIFACT_MANIFEST.sha256.sha256,101,56a03eeb1c27194de22eeb0ddc4e05ccab4ac6bf61b5ef28974955e25efc85e0,MSG01G_R1_ARTIFACT_MANIFEST.sha256.sha256,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01G_R1_ARTIFACT_MANIFEST.sha256.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01G_R1_ARTIFACT_MANIFEST.sha256.sha256
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/MSG01G_R1_CANDIDATE_FREEZE_RECORD.md,1051,445d8c36db9588d7d12cd2cbb51d8f1942cbd48eb0ada88b42a9798b9aca0bb9,MSG01G_R1_CANDIDATE_FREEZE_RECORD.md,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_CANDIDATE_FREEZE_RECORD.md,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_CANDIDATE_FREEZE_RECORD.md
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/MSG01G_R1_EXECUTION_PLAN.md,654,9ea561c97d0d529d690717806a2d264a5bdfd9925eb99771d08738601657ed29,MSG01G_R1_EXECUTION_PLAN.md,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_EXECUTION_PLAN.md,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_EXECUTION_PLAN.md
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/MSG01G_R1_FREEZE_SUMMARY.txt,1375,1a662f745328b4b642e710e633b218c2dc3276af60dc42bbbf0f4f927a56c9cd,MSG01G_R1_FREEZE_SUMMARY.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_FREEZE_SUMMARY.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/records/01_candidate_freeze/MSG01G_R1_FREEZE_SUMMARY.txt
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/support/msg01f_compress_direct_wrap_scope.h,757,7820ea424366906c1a10271579500c2eee94372c03e589560f82a046d545c42b,msg01f_compress_direct_wrap_scope.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_compress_direct_wrap_scope.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_compress_direct_wrap_scope.h
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/support/msg01f_fail_closed_zeroize.h,269,b71285ddfe229382a0402461f023defcf80a4941aaf35c3db732086ff312779a,msg01f_fail_closed_zeroize.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_fail_closed_zeroize.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_fail_closed_zeroize.h
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/support/msg01f_optblocker_zero.c,260,3338ed52257c20fe3edb62bf0a4ceb16680c20332b04d19e1a2fdbf6dc3aefb2,msg01f_optblocker_zero.c,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_optblocker_zero.c,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_optblocker_zero.c
mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/support/msg01f_verify_pragma_scope.h,483,0aacacb9a12ef28be9044ee3593930e69e67fcf1b107ed81ccbde9f047edb489,msg01f_verify_pragma_scope.h,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_verify_pragma_scope.h,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/support/msg01f_verify_pragma_scope.h
mlk_poly_tomsg_cleanroom/MSG01G_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/build/msg_t1_exact_fips_v4_direct_pragma.goto,49251,51d559dcafd6668d5a7e0ed979bac481bf311cf292f4a46d66b6fcd2d04fbf5d,msg_t1_exact_fips_v4_direct_pragma.goto,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/build/msg_t1_exact_fips_v4_direct_pragma.goto,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/01-frozen-execution-input/01-revised-freeze/MSG01G_R1_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/build/msg_t1_exact_fips_v4_direct_pragma.goto
mlk_poly_tomsg_cleanroom/MSG01G_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/harness/msg_t1_exact_fips_candidate_v4.c,2502,5ce480427d7792b3dca091ac198b43562c4d4dfd6c9d96dae5a73e7ef1e72b55,msg_t1_exact_fips_candidate_v4.c,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/frozen_snapshot/harness/msg_t1_exact_fips_candidate_v4.c
mlk_poly_tomsg_cleanroom/MSG01G_T1_FROZEN_EXECUTION_INPUT_V1_af4c5abdd595/frozen_candidate_v1/inspection/cbmc_show_properties_stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,cbmc_show_properties_stderr.txt,omit-exact-duplicate-with-ledger,omitted-exact-same-name-and-content-evidence-copy,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I1_INIT_ONE/inspection/cbmc_show_properties_stderr.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I1_INIT_ONE/inspection/cbmc_show_properties_stderr.txt
