original_path	classified_path	size_bytes	sha256	decision	zip_crc32	mode_octal
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/harness_build_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/harness_build_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/harness_build_stdout.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/harness_build_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/link_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/link_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/link_stdout.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/link_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/property_inventory_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/property_inventory_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/remove_function_pointers_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/remove_function_pointers_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/remove_function_pointers_stdout.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/remove_function_pointers_stdout.txt	354	eaeaf03cdb6998ed5f7b7db4fbe11829adf1934e472179317f62a3c09cf084d3	RETAINED	fb80de20	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/show_functions_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/show_functions_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/show_loops_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/show_loops_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	RETAINED	00000000	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/worktree_add_stderr.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/worktree_add_stderr.txt	44	6c7e4cb1e474f66edf7dcf01d714e8326c6c6d9926182479831095cfb25ba58b	RETAINED	3a4d3157	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/worktree_add_stdout.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/logs/worktree_add_stdout.txt	88	252e630e560cd90376aa38ef29ec6a12ac4250c52c08fe0c078454b3ed8913b0	RETAINED	ad90ed2c	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/pbytes_t1_positive_harness.c	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/pbytes_t1_positive_harness.c	4357	e1a9c107f74cfc65a454027ff4a599bc40085745d581c2abf0fc4295820fb112	RETAINED	d0d30bd0	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/cbmc_command.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/cbmc_command.txt	461	8e54c5bf15f9eccb170f282c73f808e4e1ea5986b5fb5cc47efd8c1ab174e1b6	RETAINED	aeb9e9fb	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/cbmc_result.xml	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/cbmc_result.xml	482	76451474a3a5d44fc8a2bc8022f9ca7c7e434d5f8f36b405cd191515b13b911c	RETAINED	ef68e044	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/model_functions.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/model_functions.txt	131491	9ebccdaf30a0bb88ad3f382f3766d1d5054bfe4044934bba0f519ccedd6f59e4	RETAINED	1f4da8c1	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/model_loops.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/model_loops.txt	3860	f9f37c4bd2a05bc973d9b73c8d206298b35909cbf1f8aa1916f7e3e2d1cc4a64	RETAINED	e46effb5	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/property_inventory.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/results/property_inventory.txt	175199	6fc620dd781697a7ecb488374f74f322f9d4897b339d235bcafa23a637e07886	RETAINED	cefd518c	
PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/SHA256_MANIFEST.txt	experiments/poly-tobytes/T01-exact-arithmetic-byteencode12-refinement/raw-evidence/PBYTES_01A_T1_POSITIVE_RUN1_af4c5abd/SHA256_MANIFEST.txt	1423	cf673bb3ad83653801c9955a2fa87a210af7ad497eac7a1c6c5465f6578d544f	RETAINED	15b0c3b7	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.clang-format	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.clang-format	1224	19533c4050269a0f9385874bcd757e7af3c92fd1b8be4de3ab2bdbc59fd7db32	RETAINED	153d5905	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.clang-tidy	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.clang-tidy	1780	c48cb41cbb58d49aef228ee3dae3247c501400496a9831258ed0a13a18388c8d	RETAINED	9381d79e	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.envrc	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.envrc	273	8e74b508436ee5f644013bdc3e8e708c529d8fa6f1858041c6fd4d9b30327d61	RETAINED	a90df7f1	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.git	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/_worktree_git_pointer.txt	95	2acd135166276b168530d8a5eec6a2dbc1be6f7d78ada3a4ecb04d679e225223	RENAMED_GIT_POINTER	3ffd1edd	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actionlint.yaml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actionlint.yaml	410	3296abec65e2342fbecbc904893402e7f03bb4004f8488f70150a9bc25886afb	RETAINED	a9d8d594	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/bench/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/bench/action.yml	3833	8f0f25ee45ff7a9783cd5c4b9f0916ecefc15aba6c6d6f5af8a42ae40d18478a	RETAINED	9a06a6ab	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/cbmc/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/cbmc/action.yml	2384	c80b4ec5b5ab6e1b8b9d3c3a21fa90437a3061ed7f5f71304271011feda4bee4	RETAINED	2971eb5b	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/cbmc/report.py	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/cbmc/report.py	8845	9b1c3a7d2725814b55ac9ca932c2de8f07e083c9223f116829ae8da0cd6797cd	RETAINED	0e34e508	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/config-variations/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/config-variations/action.yml	13387	dfc92ba0a3c1d0c5e1de829302194ba8010f5b78473288ce309eb18b4f1f642d	RETAINED	0ba8a502	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/ct-test/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/ct-test/action.yml	1541	abb9831b710d5ed850984240af5f5cff7596caee01fa93ed622cbe6a880c8408	RETAINED	041b5a66	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/functest/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/functest/action.yml	5261	44bd8f88267453122d59fbdb65195b953ffa258879bd54ec4154fd195a366070	RETAINED	364b04e3	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/lint/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/lint/action.yml	1539	6da6e56d8fee54fa7c9185817371d08c65e47a1944ee8becd1cadd77fcce9fbe	RETAINED	edeeff5f	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/multi-functest/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/multi-functest/action.yml	11985	24f996e395f71133bdf2b04cdbf00bfe5235b13b83d5b8e761e8ce0ada067dfd	RETAINED	7045b34d	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-apt/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-apt/action.yml	798	e47939c03998bb2a6e01e8c7cef7c34ecbdaeca437192c78683abe1364c68d20	RETAINED	51f1303f	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-aws-lc/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-aws-lc/action.yml	1031	03646db52a79cffaf889e6deaac3b640af42fa491678d7f71d663c79e826fb0b	RETAINED	b1cff1b8	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-brew/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-brew/action.yml	657	b1cdb183bbe2f51605fe1a9aebea5e78f8171c4e4cb7c3f11ca7bc6a93330e4b	RETAINED	e3e691b7	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-nix/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-nix/action.yml	4795	8359f13ea2a642bbd3d39991bf5471021345c20c5fd83e143d7d38efe940043b	RETAINED	4bfc242b	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-oqs/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-oqs/action.yml	992	71a514bf36b7893d0190b0b2f476b11083978630b5d27e01dc5015f07fdb5efe	RETAINED	ba2e99ce	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-os/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-os/action.yml	1228	9581f5220f5e8a14a6379280b1156dc036fa2d1e06703f8672b99c70d7adb2d5	RETAINED	85b82eef	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-pavona/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-pavona/action.yml	1785	bbb6d90ff6f46fc0f77c2b9ecfd62ae357c4d1338e0225cc5862f306ddc85ccb	RETAINED	b0275e2d	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-shell/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-shell/action.yml	1584	929c26c5f040334cbe0d375a780acc378d0bfad75915c1109d210f9a266fdac3	RETAINED	0cc80399	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/actions/setup-yum/action.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/actions/setup-yum/action.yml	683	a5a540bd2cd7e35952f5bbceb0559f3b34c3966d3f5a88207a19d2cf9000289c	RETAINED	db5278a2	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/dependabot.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/dependabot.yml	218	7d125e8f29830d045136e317ee444ba08f43a9598e291c82310dec105f478b75	RETAINED	6818a0f3	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/ISSUE_TEMPLATE/bug_report.md	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/ISSUE_TEMPLATE/bug_report.md	720	2227bbbfd0215fedb9929fba4e7a81f96a52edd505ab8b9f2530b19cddf794e8	RETAINED	c1a8419b	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/ISSUE_TEMPLATE/feature_request.md	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/ISSUE_TEMPLATE/feature_request.md	611	b55ffd57a6683f7c186538a098a4cf4487c6e7894f586a79a92acecd043ccef8	RETAINED	f07a08d5	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/mlc_config.json	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/mlc_config.json	888	36efebf3af547925b28bb93498e99501583927e7056ed96ba8de09c12a8b934f	RETAINED	35a4c3b3	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/scripts/check-wycheproof-updates.py	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/scripts/check-wycheproof-updates.py	5845	3c0937295ec9224d88af367637a57fa5bfeec5d6de765b97de87942fb40b6bc6	RETAINED	b0dcb112	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/all.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/all.yml	2565	36846d207b3b17a8ea27e4c59b03cf931738dc987054b3a685db2c2fa1d00c62	RETAINED	efc57ab3	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/baremetal.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/baremetal.yml	2803	f50f76ecd8396ea36441802c518e3e50700131b2aba592bed2175248502a8764	RETAINED	fd2b6614	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/base.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/base.yml	10952	6ffb65f2a98f95cd3ff7766d5b6942cf093de428d368229272acf7334bf15b9a	RETAINED	2220f05a	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/bench.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/bench.yml	7516	8b206d56d276c1082a5f610e3267101d1a9f9e7ff0c6f5f4bc960ed31c56ca29	RETAINED	807c6325	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/bench_ec2_any.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/bench_ec2_any.yml	2108	b3b17dcdc5f003a1597490b5d29c17fe777a2e7e456e3a06f8bc7bf53a99f075	RETAINED	07b4e0ce	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/bench_ec2_reusable.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/bench_ec2_reusable.yml	9762	078b06844c5786cd97121d241a0e7ad0daf322401a3708a1278a2cd1caa8ff50	RETAINED	18376d91	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/cbmc.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/cbmc.yml	1958	94d30cd6b369e31b25e4bab6b268a9b0497c0c72db774c5953cb4242b2d918dc	RETAINED	ab41aec8	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/ci.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/ci.yml	28656	1ac87cf5ed0071b4414cd41b2305a2472a532d604d9b7661cba580f4540ba0d3	RETAINED	66da6779	
PBYTES_01A_WORKTREE_RUN1_af4c5abd/.github/workflows/ci_ec2_any.yml	experiments/poly-tobytes/00-campaign-setup/source-snapshot/mlkem-native-af4c5abd/.github/workflows/ci_ec2_any.yml	2210	e152624ca07bfbe9e3f048dc867fddd5a0e7d45535dc83f634113ec51e5f8ab3	RETAINED	0e91c489	
