producer_stage,output_key,declared_path,resolved_path,exists,declared_sha256,sha256,checksum_matches_manifest,checksum_declared,size_bytes
05_artifact_generation,similarity_audit_details,validation/04_similarity_audit_details.csv,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/validation/04_similarity_audit_details.csv,True,d6315f004ddee8a10721bbb48db62a324dfebbfe45955926bfb751328534ab9c,d6315f004ddee8a10721bbb48db62a324dfebbfe45955926bfb751328534ab9c,True,True,269
05_artifact_generation,contract_plan_validation,validation/04_contract_plan_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/validation/04_contract_plan_validation.json,True,4e06087cdaadda185814e3c6d8e96201a95fc261b44b549a36c67ea670099e35,4e06087cdaadda185814e3c6d8e96201a95fc261b44b549a36c67ea670099e35,True,True,905
05_artifact_generation,selected_property_advisory,deterministic_reference/04_selected_property.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/deterministic_reference/04_selected_property.deterministic.json,True,16eb1248932adfc7c7efc2cf2069a69d367225b591661346e1320dfd01797c16,16eb1248932adfc7c7efc2cf2069a69d367225b591661346e1320dfd01797c16,True,True,3873
05_artifact_generation,prohibited_copy_reference_index,prohibited_copy_reference/existing_harness_similarity_sources.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,True,02807c1dac4888485d727116cdf60713fb13f9a2490bf8b5fee243a91862f1f5,02807c1dac4888485d727116cdf60713fb13f9a2490bf8b5fee243a91862f1f5,True,True,1164
06_review_critic,critic_review,iterations/iteration_00/llm_authoritative/05_critic_review.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,True,67500293e52975d308121f72f0abb2768f75006e21c0eb1c4c1bc2382a1ebe1c,67500293e52975d308121f72f0abb2768f75006e21c0eb1c4c1bc2382a1ebe1c,True,True,16610
06_review_critic,review_gate_decision,iterations/iteration_00/validation/05_review_gate_decision.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,True,e91845750c78f36366939fc83b723388f8fb8d41ec0213b689cbde4e7c526793,e91845750c78f36366939fc83b723388f8fb8d41ec0213b689cbde4e7c526793,True,True,1964
06_review_critic,formal_build_plan,iterations/iteration_00/validation/05_formal_build_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,True,8c60d7383ddc957de16b18ab5751aceda3d51e2fcde3236f94dbd092eebe02f8,8c60d7383ddc957de16b18ab5751aceda3d51e2fcde3236f94dbd092eebe02f8,True,True,3400
06_review_critic,generated_harness_under_review,../05_artifact_generation/rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,4bbda28d963f915ffcc08c369ad3fd9c50bf1f89cf39743866317f0b3804d4f8,4bbda28d963f915ffcc08c369ad3fd9c50bf1f89cf39743866317f0b3804d4f8,True,True,1071
06_review_critic,artifact_plan_under_review,../05_artifact_generation/llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,ed507faa5b7a369269b991e19baf8acd8977db999ccf439fadd375b7e1e38dc9,ed507faa5b7a369269b991e19baf8acd8977db999ccf439fadd375b7e1e38dc9,True,True,30476
06_review_critic,artifact_manifest_under_review,../05_artifact_generation/rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,27ec4a81c3e5550893d8fdeee841f3d8a504c97760eebcbef070a797baa08fca,27ec4a81c3e5550893d8fdeee841f3d8a504c97760eebcbef070a797baa08fca,True,True,2806
06_review_critic,independence_audit_under_review,../05_artifact_generation/validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/validation/04_independence_audit.json,True,153523e1f17011a0cce20431588f4e043c2beda1e4ab57c00a6f54799aed8a66,153523e1f17011a0cce20431588f4e043c2beda1e4ab57c00a6f54799aed8a66,True,True,1094
06_review_critic,critic_review_validation,iterations/iteration_00/validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,True,a617078c340ad9041a73ac8753739eb1af17c52df96bcd9ab0760e913bb92142,a617078c340ad9041a73ac8753739eb1af17c52df96bcd9ab0760e913bb92142,True,True,1123
06_review_critic,review_gate_decision_md,iterations/iteration_00/validation/05_review_gate_decision.md,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,True,6e32fec9633f055b11b74669b5de0243df8bfe4eb2977627ef9d67c323216c1c,6e32fec9633f055b11b74669b5de0243df8bfe4eb2977627ef9d67c323216c1c,True,True,395
06_review_critic,deterministic_review_diagnostics,iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,True,62e992ff4ace69ac7fd7680c56bbbc95480fcadb6502d24d68a3c345111e0a40,62e992ff4ace69ac7fd7680c56bbbc95480fcadb6502d24d68a3c345111e0a40,True,True,6802
