relative_path,stage_key,role,size_bytes,sha256
stages/01_master_orchestrator/control/input_snapshot/code_23_zetas.inc,01_master_orchestrator,control,1337,303d1abccc4757d49a5c8df5f88080fefef617b7360056db5311bd94354096d4
stages/01_master_orchestrator/control/input_snapshot/poly_add_api_run_001.json,01_master_orchestrator,control,2691,21a8acdb231a63d4220876f5f1724bda2121dda7136398600334209a4c230e77
stages/01_master_orchestrator/control/input_snapshot/spec_01_fips203_clean.txt,01_master_orchestrator,control,154798,0b103f1adce94325caa6ab56e1eafa8ce6bd411b5adc6b4e9537b0c2bad107e2
stages/01_master_orchestrator/control/repository_provenance.json,01_master_orchestrator,control,934,7c28e9f8f72c3647ca816e4ec738492d42bd9aaca532a11efb41ddb3cb3d0ef0
stages/01_master_orchestrator/diagnostics/iterations/iteration_00.json,01_master_orchestrator,diagnostics,8565,44edd218f6a67c4c466a43179362d6512dd0d8864a365891ba414d48d0b0dec0
stages/01_master_orchestrator/handoff/handoff_manifest.json,01_master_orchestrator,handoff,1644,a33cd26d962df2c729ad48645cdc66f2e7b9169971c220a5200ceaf9e97e4d08
stages/01_master_orchestrator/stage_manifest.json,01_master_orchestrator,stage_manifest.json,1288,ba0ec740f45991dc5105ccfa6e639c4ff01426a94310442a6bd17df444567196
stages/02_spec_extraction/deterministic_reference/01_algorithm_blocks.deterministic.json,02_spec_extraction,deterministic_reference,128695,84875c945041d86029342f00a28e76f1df7f8bb4c8f02d712ad40e0f59eaf28d
stages/02_spec_extraction/deterministic_reference/01_equations_constraints.deterministic.json,02_spec_extraction,deterministic_reference,91681,2c656c29e9344439bfd3fe5ea1e93998b0811dd51f5c942ea664d2b2b9215987
stages/02_spec_extraction/deterministic_reference/01_parameter_table.deterministic.json,02_spec_extraction,deterministic_reference,24787,bd5ccb726c7e01407591875d04fb3099e9699304f214c36e3b4ff829d8201311
stages/02_spec_extraction/deterministic_reference/01_preconditions_postconditions.deterministic.json,02_spec_extraction,deterministic_reference,76865,fffdd9ec19c4c1e3e0dd88de4844e49bc14edf18f455e92bfb70e27049d415ef
stages/02_spec_extraction/deterministic_reference/01_source_material_read_report.deterministic.json,02_spec_extraction,deterministic_reference,653,2c5afd7224d91c6c2591c337c71ecac56e1fbb708eb2a3f34f6c26e5349b8309
stages/02_spec_extraction/deterministic_reference/01_spec_sections_index.deterministic.json,02_spec_extraction,deterministic_reference,21454,248d2efd82a86028454d972726907fe957f74bf772bf75c358d02cd1350f36ae
stages/02_spec_extraction/deterministic_reference/01_spec_summary.deterministic.json,02_spec_extraction,deterministic_reference,814,537262f398036aba432b8925583f0670ed848c9f6a4908432d82b1e5a0563e6c
stages/02_spec_extraction/deterministic_reference/01_spec_to_code_hints.deterministic.json,02_spec_extraction,deterministic_reference,111402,c4a761581c2f52157692fa6024d4b8d506be5110826b728941d2028781363bc8
stages/02_spec_extraction/deterministic_reference/01_symbol_table.deterministic.json,02_spec_extraction,deterministic_reference,14044,377aba8ca2f7bf48daafdc3fffd77507d189fde481ab452f04d923496760a709
stages/02_spec_extraction/deterministic_reference/selected_spec_excerpt.txt,02_spec_extraction,deterministic_reference,127003,9c91d3f2b00c971715500bc20775f7306bc9685c726fad75c18877c3ddf28678
stages/02_spec_extraction/deterministic_reference/selected_spec_excerpt_metadata.deterministic.json,02_spec_extraction,deterministic_reference,18198,cf0965047dfc765a540fd8d595340ac903a2b958136ea206fc744217671f6d4d
stages/02_spec_extraction/handoff/handoff_manifest.json,02_spec_extraction,handoff,1604,12e10c8a40655c94beadb1f32be6d69ddbe6a1a15e73d8d9c7a4a626a38c5084
stages/02_spec_extraction/llm_authoritative/01_spec_summary.json,02_spec_extraction,llm_authoritative,48491,bb04295b47bff3a18abb0273aed9d27feb03cd96be6d937ded469f0d9cb43c5c
stages/02_spec_extraction/llm_authoritative/api_responses/attempt_01_response.json,02_spec_extraction,llm_authoritative,119662,6af0b794e1419e9b5a15770913c7b09d065a2a337b4a1e1faee773046f9c04eb
stages/02_spec_extraction/logs/02_spec_extraction_status.json,02_spec_extraction,logs,52360,5abf9f150a2686f40ce077bd2ddd4e75fb51a65a1cb6ab16c48dea9d4b536f04
stages/02_spec_extraction/logs/spec_extraction_stderr.txt,02_spec_extraction,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/02_spec_extraction/logs/spec_extraction_stdout.txt,02_spec_extraction,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/02_spec_extraction/prompt_package/02_spec_extraction_prompt.txt,02_spec_extraction,prompt_package,5510,091d03e38aa2a613183d79cb41e1cbda8220e73538c22a07903deda36434b04c
stages/02_spec_extraction/prompt_package/api_requests/attempt_01_request.json,02_spec_extraction,prompt_package,302303,298c8bfde46db6c77f2f702dca8cac5077880c4c67ac27697aca75cd1ed96b05
stages/02_spec_extraction/prompt_package/deterministic_reference_bundle.json,02_spec_extraction,prompt_package,507911,14d0c56fe00e3ed7236479198d63787b967d2d2cb0dece0138d8b24a1f0fd14e
stages/02_spec_extraction/prompt_package/primary_evidence_manifest.json,02_spec_extraction,prompt_package,643,ffe39ca855c366f46868f2c57b51852badf83c009508f78d191c235fdc701169
stages/02_spec_extraction/prompt_package/prior_authoritative_context_manifest.json,02_spec_extraction,prompt_package,333,8f9228147c0695c2177050ba63ef368a9a0b7ea255336cf7af178317d36257d1
stages/02_spec_extraction/prompt_package/prompt_metadata.json,02_spec_extraction,prompt_package,888,72c0c786dc8eb3c1645f9e08148112ad85432423d34686b3a5be691e3464d59b
stages/02_spec_extraction/prompt_package/trusted_deterministic_facts_manifest.json,02_spec_extraction,prompt_package,321,f814d53491c657f0c97283f0b42dd4b4502a4da232e252d143b0883a784617fc
stages/02_spec_extraction/stage_manifest.json,02_spec_extraction,stage_manifest.json,3233,78b34f1e844adaeac48161581d1d2ad42445f51b716476ccc4b81b37818f9061
stages/02_spec_extraction/validation/llm_call_validation.json,02_spec_extraction,validation,1080,2dc63a9267c5227614d837c50a6617e4c1ac72fc7370fbec6b89210dbdeed269
stages/03_code_understanding/deterministic_reference/02_agent2_spec_summary_input_status.json,03_code_understanding,deterministic_reference,52358,1c442a2004bdc8ec2a37f33351848ed43d8f4e79711e367beb9e411f8101c6ae
stages/03_code_understanding/deterministic_reference/02_cbmc_harness_hints.deterministic.json,03_code_understanding,deterministic_reference,2517,a7aeba8005f2ce8fb888be85035764fa74aacaafd714b6fe46a125b063390cb8
stages/03_code_understanding/deterministic_reference/02_code_structure_index.deterministic.json,03_code_understanding,deterministic_reference,12799,98c601bb76680b8aaf03aba96d0a6131b084717e3f07d757d144f88d98e0d30d
stages/03_code_understanding/deterministic_reference/02_code_summary.deterministic.json,03_code_understanding,deterministic_reference,861,24c90dff568a30d9d7ff7d2b9b16c3a657f739d2742ffced7e81139f473719ad
stages/03_code_understanding/deterministic_reference/02_code_symbol_table.deterministic.json,03_code_understanding,deterministic_reference,227430,78b0f98de8aac9599ea14438792dacaf39c15022d3291ff2c0c9178056915a09
stages/03_code_understanding/deterministic_reference/02_function_signature_analysis.deterministic.json,03_code_understanding,deterministic_reference,214570,a51090f075768252880598bde481e017c85fefe64d40fd3a5d5c3f068fe7e553
stages/03_code_understanding/deterministic_reference/02_integer_range_obligations.deterministic.json,03_code_understanding,deterministic_reference,513284,2bf3fc15a30cfe78b52ff83450bfb7670d0fd873e20ed02215109301e328d402
stages/03_code_understanding/deterministic_reference/02_loop_bounds_array_accesses.deterministic.json,03_code_understanding,deterministic_reference,376853,683ba67d406abeefd2cf9646b5d4638a57aa6ed4fce05df1c6c2f496a312b810
stages/03_code_understanding/deterministic_reference/02_macro_constant_map.deterministic.json,03_code_understanding,deterministic_reference,130627,1de0f64a18abfb06644e77cc14a90d48cbee3684495c3b46588ac0ded5fdee02
stages/03_code_understanding/deterministic_reference/02_memory_safety_obligations.deterministic.json,03_code_understanding,deterministic_reference,480799,2ac68db782f855ac8b4dcc6619d3c07b5d7c1800f242fc05f2f44b1fc306be9f
stages/03_code_understanding/deterministic_reference/02_source_material_read_report.deterministic.json,03_code_understanding,deterministic_reference,7941,c5cd0386a3cc4c9f5f6a73999e458f9caebfc2a4449034d8f96423368a9b2bdb
stages/03_code_understanding/deterministic_reference/02_spec_code_mapping_candidates.deterministic.json,03_code_understanding,deterministic_reference,56528,d7254cda551c2a8114c1c1a05e6f2fbb87d7467ae9a0c7f7a1340dc65febc9fa
stages/03_code_understanding/handoff/handoff_manifest.json,03_code_understanding,handoff,1905,6a72074b61870019eb2c1404562b55498161a9448685b66f15855a4e0584fa3d
stages/03_code_understanding/llm_authoritative/02_code_summary.json,03_code_understanding,llm_authoritative,50347,f65baa8240f839936fa6f85d17a4f73137a6f13531e469a7a72a247e56151008
stages/03_code_understanding/llm_authoritative/api_responses/attempt_01_response.json,03_code_understanding,llm_authoritative,123527,011df292c0b78781a9733dda983fb96b3864fb6548194917342bc90970810b5d
stages/03_code_understanding/logs/03_code_understanding_status.json,03_code_understanding,logs,54397,177f9d105bb6999129671c7f484fc8d0976e6423bb3707780050664dd2bba73b
stages/03_code_understanding/logs/code_understanding_stderr.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/logs/code_understanding_stdout.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/prompt_package/03_code_understanding_prompt.txt,03_code_understanding,prompt_package,5969,d77716a4fe42749846efc5289269bc86344c1c7efb813f4715452420e12e4788
stages/03_code_understanding/prompt_package/api_requests/attempt_01_request.json,03_code_understanding,prompt_package,667234,6c6b56dad8e75b1737862d6e70168d2268164f21d3200b13c4f296e337caeb5a
stages/03_code_understanding/prompt_package/deterministic_reference_bundle.json,03_code_understanding,prompt_package,2124075,4a66a1eb5150943b8b1f82734417ee5d647735e92eac4432df558f3fb6a75fc7
stages/03_code_understanding/prompt_package/primary_evidence_manifest.json,03_code_understanding,prompt_package,8108,eb0a76d4d0d20bc4a4e35213e4f49bf28a9b321f5e9bcb1aaf774040adf1b96f
stages/03_code_understanding/prompt_package/prior_authoritative_context_bundle.json,03_code_understanding,prompt_package,53895,4409a74c8574280e0439b78b7825c1f34caf3455833cfd7fcb14d57b872c75f4
stages/03_code_understanding/prompt_package/prior_authoritative_context_manifest.json,03_code_understanding,prompt_package,772,25d5d7a60796f7d48cd4aa95d2e353c866182bb399e33c93c4f459fb2db2b0f7
stages/03_code_understanding/prompt_package/prompt_metadata.json,03_code_understanding,prompt_package,1065,1e91b8c8b292446f18dc02220e09dcf9d9722eb4cd7b8c9feb0d742d22eb0280
stages/03_code_understanding/prompt_package/trusted_deterministic_facts_manifest.json,03_code_understanding,prompt_package,321,162021373e1c6af869ee6890dfffc8096ed039a5f50162dd9352eca9c5440630
stages/03_code_understanding/stage_manifest.json,03_code_understanding,stage_manifest.json,4993,c4c4728c9f576aaebfb2b24b99f75faca5f3fb7251a993e406daf0e30339dcb4
stages/03_code_understanding/validation/llm_call_validation.json,03_code_understanding,validation,1089,622245f84c7723d681680d5089c5d3577335ecd8aa215a4b70b4fc263023ec25
stages/04_property_discovery/deterministic_reference/03_candidate_properties.deterministic.json,04_property_discovery,deterministic_reference,11574,5caff2ecf716d96b3b4e284b65d5399c8144d754b40e8c711699328830433c53
stages/04_property_discovery/deterministic_reference/03_previous_stage_input_status.json,04_property_discovery,deterministic_reference,102821,0f00f5b18e82b208e34d0266726b10ec40b2d1eaa8739a3d8640b6fc7d81b355
stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.csv,04_property_discovery,deterministic_reference,1227,a8ff5008df209f2832c7ff81994757695236fbc85e89e934f3b623c7b579c794
stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.json,04_property_discovery,deterministic_reference,3232,3bb8572eef2c336e07f61686bbd408091507d1e2b9662e01267d1b5978252d7b
stages/04_property_discovery/deterministic_reference/03_property_family_catalogue.json,04_property_discovery,deterministic_reference,18446,4cf1dd454bcce2ea50c9c41a57e98b4de365189c64995dc3155703e3f749a298
stages/04_property_discovery/deterministic_reference/03_property_filtering_decisions.deterministic.json,04_property_discovery,deterministic_reference,2515,dc25ba9708f0d67ef7cf13e75954b9d7c53826d834ecd2db2c2b3f6d9430d443
stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.csv,04_property_discovery,deterministic_reference,1181,6b24b4aedbb6ba8965f48fdeb56f946a393163ce07f6db8b8a6973caf2334fe0
stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.json,04_property_discovery,deterministic_reference,2404,456fb5f555c805f75d31181ad02162d0053b6c6038dbc63f265c62461503e16f
stages/04_property_discovery/deterministic_reference/03_spec_code_traceability.deterministic.json,04_property_discovery,deterministic_reference,3436,8beb50e94deb8cd550427499218912cd267253f4794b70d7869527cc11f02dcf
stages/04_property_discovery/handoff/handoff_manifest.json,04_property_discovery,handoff,2261,25839c24d080c4265490b851a8219694dfe50e12a1acda8b50ecdca1f2677e2f
stages/04_property_discovery/llm_authoritative/03_candidate_properties.json,04_property_discovery,llm_authoritative,47594,14029d17d39227c542e7283dbb8896e1cf8c8395520953ebaea7b5814bd7b1ea
stages/04_property_discovery/llm_authoritative/api_responses/attempt_01_response.json,04_property_discovery,llm_authoritative,104915,14bfc41214ce977e5ad00e1f5b9c0efc92b999c2f9492929889f16898b582b60
stages/04_property_discovery/logs/04_property_discovery_status.json,04_property_discovery,logs,51478,6b58f279a22283736b048db3c5c81ab2062d35bb799edf9d68e2c23a08ecea35
stages/04_property_discovery/logs/property_discovery_stderr.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/logs/property_discovery_stdout.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/prompt_package/04_property_discovery_prompt.txt,04_property_discovery,prompt_package,8429,950c7e70359bdcb6137a27f318af4de913fe7088dad8c533713783f6ff4e07e3
stages/04_property_discovery/prompt_package/api_requests/attempt_01_request.json,04_property_discovery,prompt_package,680021,f87479d6b4babd1e41d96b2e39a9bf2f76d4fe830beadac8608c8ce2e22f83c9
stages/04_property_discovery/prompt_package/deterministic_reference_bundle.json,04_property_discovery,prompt_package,44913,69254848224239edafb3941df55ffdf20a140922e76cfd3153bce61d36c06955
stages/04_property_discovery/prompt_package/primary_evidence_manifest.json,04_property_discovery,prompt_package,8108,559ba201625a1d1f95e44202702f91a359760dcf0cd50eaac06d82e5c6d04ee3
stages/04_property_discovery/prompt_package/prior_authoritative_context_bundle.json,04_property_discovery,prompt_package,102081,1972a24b49c20f03dfdbedc0957cefbe46bd0d7d3f4f438e45cf64473a36006f
stages/04_property_discovery/prompt_package/prior_authoritative_context_manifest.json,04_property_discovery,prompt_package,1210,e572aac76bf3d8c407a49de5b6a40f3f18e6434a63f2217fc6937c9315354a88
stages/04_property_discovery/prompt_package/prompt_metadata.json,04_property_discovery,prompt_package,1153,c0d8bfdbaed62d71a440e148b8ce4d99d6a72e6e5f4f44e0a6d586c368fa87c9
stages/04_property_discovery/prompt_package/trusted_deterministic_facts_manifest.json,04_property_discovery,prompt_package,321,bff5401b50173d11fe7b285d7b52aa57d35fca9c0f7776a3ab39463eb8dd42a7
stages/04_property_discovery/stage_manifest.json,04_property_discovery,stage_manifest.json,3726,23f9ac2c32e46c87cce7337d58ed2d62f94eda5a23be34a1e9f0ffa13b36f464
stages/04_property_discovery/validation/03_candidate_properties.llm_summary.csv,04_property_discovery,validation,1525,94f4fd4b2687cb977e396848e907f522fcda82df8ed6f48d6ad873b54d336bd1
stages/04_property_discovery/validation/03_property_campaign_validation.json,04_property_discovery,validation,606,dd58a71988ab1e485dcc9282a21d89d11f7e20ef56eee09566638d36ba65e714
stages/04_property_discovery/validation/llm_call_validation.json,04_property_discovery,validation,1087,8cda7ed0a63cf8c5c4ce740522558e99357c9aa967e6a2d66d0c79bbbdb5aef2
stages/05_artifact_generation/deterministic_reference/04_artifact_generation_plan.deterministic.json,05_artifact_generation,deterministic_reference,5440,d0e8a43dc9f7e9f2087769c59c59cf388b388e23621e0d1aeaa780e2aa13c187
stages/05_artifact_generation/deterministic_reference/04_generated_harness.deterministic.c,05_artifact_generation,deterministic_reference,870,480994d8e4e09d7965cb9079e59f38c17d84832cee66e571e749d78fe98866fb
stages/05_artifact_generation/deterministic_reference/04_harness_assumption_traceability.deterministic.json,05_artifact_generation,deterministic_reference,4478,3c2ae1b2b87ffdb1dac15f7a785581d35f222e80340df3055ec362db6c58c87e
stages/05_artifact_generation/deterministic_reference/04_previous_stage_input_status.json,05_artifact_generation,deterministic_reference,152208,7ff302c1d9a5de36f0f631c6ef46e34390ba56a0ad0ace4b255fff7dcfd4faea
stages/05_artifact_generation/deterministic_reference/04_selected_property.deterministic.json,05_artifact_generation,deterministic_reference,3873,16eb1248932adfc7c7efc2cf2069a69d367225b591661346e1320dfd01797c16
stages/05_artifact_generation/deterministic_reference/04_spec_grounded_assertion_plan.deterministic.json,05_artifact_generation,deterministic_reference,4213,0116f6a3ddd00f6a0e7e4e1af28e691a8e390b5e869e4e25fb2f3cc208b5d3d9
stages/05_artifact_generation/handoff/handoff_manifest.json,05_artifact_generation,handoff,2837,38a6d2d19b2719fb5e7df8300982874aedcfb01649c8c11fe136f54f9f3b13bf
stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,05_artifact_generation,llm_authoritative,30476,ed507faa5b7a369269b991e19baf8acd8977db999ccf439fadd375b7e1e38dc9
stages/05_artifact_generation/llm_authoritative/api_responses/attempt_01_response.json,05_artifact_generation,llm_authoritative,88608,73f64371c7647d36d676d72fa9792b4a705837a01d63f0687f805302e61c222e
stages/05_artifact_generation/logs/05_artifact_generation_status.json,05_artifact_generation,logs,33716,d871acbbe57412f9fceecb3b8324527e25bf23a4ea21897bcc896d90f9ed38d9
stages/05_artifact_generation/logs/artifact_generation_stderr.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/logs/artifact_generation_stdout.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,05_artifact_generation,prohibited_copy_reference,1164,02807c1dac4888485d727116cdf60713fb13f9a2490bf8b5fee243a91862f1f5
stages/05_artifact_generation/prompt_package/05_artifact_generation_prompt.txt,05_artifact_generation,prompt_package,8546,9ea5703634c325b313ecdf57b6bace627f3957983003d5830f6d4ad0beff427e
stages/05_artifact_generation/prompt_package/api_requests/attempt_01_request.json,05_artifact_generation,prompt_package,741295,7d4a588e978ff823c8a446f737772de698bc42609e150aea9f098cf064405b5f
stages/05_artifact_generation/prompt_package/deterministic_reference_bundle.json,05_artifact_generation,prompt_package,21753,102cfef30f288b27b87b36b9cd2f1f4148a33f1556def49683f32a7649f98b3b
stages/05_artifact_generation/prompt_package/primary_evidence_manifest.json,05_artifact_generation,prompt_package,8108,3e4ece40141e29d82dcaf300ff6f1f12ee5c0efb1ef74dbb0dbc4cf91a4e9e2b
stages/05_artifact_generation/prompt_package/prior_authoritative_context_bundle.json,05_artifact_generation,prompt_package,151102,8dc97f334332658ef1f499db0e03875f1f34c9f4169b2c2c1de59607fe7e4cc2
stages/05_artifact_generation/prompt_package/prior_authoritative_context_manifest.json,05_artifact_generation,prompt_package,1664,d458d12f363b4ae3c75f9de626a53ca5dba8b6ddbb54309aa866878fae845675
stages/05_artifact_generation/prompt_package/prompt_metadata.json,05_artifact_generation,prompt_package,1143,56507f599af1272c9acccbcdd3d9782c6429561833afc13cbc888c0f0af44bad
stages/05_artifact_generation/prompt_package/trusted_deterministic_facts_manifest.json,05_artifact_generation,prompt_package,321,b0cbd349a605f89441c434b128a40c51f5c3a463c4f7330f28487987e1db2fdd
stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,05_artifact_generation,rendered_outputs,2806,27ec4a81c3e5550893d8fdeee841f3d8a504c97760eebcbef070a797baa08fca
stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,05_artifact_generation,rendered_outputs,1071,4bbda28d963f915ffcc08c369ad3fd9c50bf1f89cf39743866317f0b3804d4f8
stages/05_artifact_generation/rendered_outputs/04_render_metadata.json,05_artifact_generation,rendered_outputs,385,f9c2522623e8287f3089a9c60d87395b063eca79a5b5bd0345a193d7dc26a81e
stages/05_artifact_generation/stage_manifest.json,05_artifact_generation,stage_manifest.json,5660,1f0a2bec4bd867f3f290fd9215cb0c6a2c1655a604686beb1ca2463e2eb55122
stages/05_artifact_generation/validation/04_contract_plan_validation.json,05_artifact_generation,validation,905,4e06087cdaadda185814e3c6d8e96201a95fc261b44b549a36c67ea670099e35
stages/05_artifact_generation/validation/04_harness_structural_validation.json,05_artifact_generation,validation,781,706d067f471f9e78bc9f06dfe25a926f509cd6ac50b8774ea338a7c010df01dc
stages/05_artifact_generation/validation/04_independence_audit.json,05_artifact_generation,validation,1094,153523e1f17011a0cce20431588f4e043c2beda1e4ab57c00a6f54799aed8a66
stages/05_artifact_generation/validation/04_property_campaign_artifact_validation.json,05_artifact_generation,validation,888,1e350c81a973d59e4c368e87cf77e486c8adb08a44ac8416c9e93f35d32f04c4
stages/05_artifact_generation/validation/04_similarity_audit_details.csv,05_artifact_generation,validation,269,d6315f004ddee8a10721bbb48db62a324dfebbfe45955926bfb751328534ab9c
stages/05_artifact_generation/validation/llm_call_validation.json,05_artifact_generation,validation,1092,a3b4d5b8995ae81829bc38880e67f9372fe70f671aa7d5a0c4dd16d08164c5ca
stages/06_review_critic/handoff/handoff_manifest.json,06_review_critic,handoff,3330,7c3547bb9edb3a5e4e10ecda226b438523f71ea999d3185ebf33a5ea5c33086b
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assertion_algorithm_alignment.deterministic.csv,06_review_critic,iterations,298,82815ec511ba5eea691cf83c8e51028af1a1eb176f80dd5595db0ffbb62fc892
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assumption_evidence_review.deterministic.csv,06_review_critic,iterations,550,7395b7b51a40b495210ece98cef36bfb2e6a8fe36ae6ea5ae91aa5bde64c0aeb
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,06_review_critic,iterations,6802,62e992ff4ace69ac7fd7680c56bbbc95480fcadb6502d24d68a3c345111e0a40
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_previous_stage_input_status.json,06_review_critic,iterations,189822,f3f2dd676368dfd89821cdb6dae5058d3bfc033316f0b6414b39c6d8ffa98613
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_review_issue_matrix.deterministic.csv,06_review_critic,iterations,173,5aa44ae53b784855bea1dbf5c7a2bab7b684a09665dcb3a7c1ee56db7593e594
stages/06_review_critic/iterations/iteration_00/handoff/handoff_manifest.json,06_review_critic,iterations,3330,7c3547bb9edb3a5e4e10ecda226b438523f71ea999d3185ebf33a5ea5c33086b
stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,06_review_critic,iterations,16610,67500293e52975d308121f72f0abb2768f75006e21c0eb1c4c1bc2382a1ebe1c
stages/06_review_critic/iterations/iteration_00/llm_authoritative/api_responses/attempt_01_response.json,06_review_critic,iterations,48259,6a66f834567a1d43b73ea8be4554937704d1a112c7030e4c195b89f52911cc8a
stages/06_review_critic/iterations/iteration_00/logs/06_review_critic_status.json,06_review_critic,iterations,19497,a56f246387845a29ef6bb57144fc97ac7c200137a011b80ca4b10b379e9a1564
