relative_path,stage_key,role,size_bytes,sha256
stages/02_spec_extraction/deterministic_reference/01_spec_to_code_hints.deterministic.json,02_spec_extraction,deterministic_reference,1332,fd8d08653a35b7f266747f2cb4c4d061caa40a4c3efd95255db98ec661ab3915
stages/02_spec_extraction/deterministic_reference/01_symbol_table.deterministic.json,02_spec_extraction,deterministic_reference,1798,73af609bbca1b675f1ec6b0631a1bd581868894cf930fbede1c797544c7ca453
stages/02_spec_extraction/deterministic_reference/selected_spec_excerpt.txt,02_spec_extraction,deterministic_reference,390,e2b3a81b6218086812e7060ef8c522d86a00ea7f371eef76ce733fc3263db0b3
stages/02_spec_extraction/deterministic_reference/selected_spec_excerpt_metadata.deterministic.json,02_spec_extraction,deterministic_reference,1351,daa3c82a54152332a1bc466c696e481011183e54e7e5af92eef7ba1b2a54cf78
stages/02_spec_extraction/handoff/handoff_manifest.json,02_spec_extraction,handoff,1604,9b1970dacaaf0d11aacd8e5172e8bdf909a6fa15c010d49191a50ea3c8fd0a54
stages/02_spec_extraction/llm_authoritative/01_spec_summary.json,02_spec_extraction,llm_authoritative,1506,0bf5cdde1dd718acefc563cab278d5d839655033d3417ac58d1414d11c0826c1
stages/02_spec_extraction/llm_authoritative/api_responses/attempt_01_response.json,02_spec_extraction,llm_authoritative,1486,799ded9f71ae856defa696c8e54ab362e56ca1df3b1863d0f5e69137fb7bbd9c
stages/02_spec_extraction/logs/02_spec_extraction_status.json,02_spec_extraction,logs,3539,59dd3ce6da61641cdff86f905027a35e7539e4fdebcb9133c88a18025d0034da
stages/02_spec_extraction/logs/spec_extraction_stderr.txt,02_spec_extraction,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/02_spec_extraction/logs/spec_extraction_stdout.txt,02_spec_extraction,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/02_spec_extraction/prompt_package/02_spec_extraction_prompt.txt,02_spec_extraction,prompt_package,5563,e3ef21203592e0088170785d5f7ec47931789985b1750ca739b82e849ab776cc
stages/02_spec_extraction/prompt_package/deterministic_reference_bundle.json,02_spec_extraction,prompt_package,8108,a7cd67c21e44ff53f62c9ee8912eee264f66767ef1bce2c26f101b48e9274630
stages/02_spec_extraction/prompt_package/primary_evidence_manifest.json,02_spec_extraction,prompt_package,678,90a061a34437b0a90fb64461b78a1218b0711ed36fc254b7e87b7d37c77069d3
stages/02_spec_extraction/prompt_package/prior_authoritative_context_manifest.json,02_spec_extraction,prompt_package,333,97ea37d52d209dce16b93daf4bafa8897a811085fdba650d9a3cfbca44c15f6a
stages/02_spec_extraction/prompt_package/prompt_metadata.json,02_spec_extraction,prompt_package,897,f681a08859a0366087517e72eb3993525c7301716c1e5bead997323238beef7c
stages/02_spec_extraction/prompt_package/trusted_deterministic_facts_manifest.json,02_spec_extraction,prompt_package,321,5998a78d14caddf1f5b13a26e1ad22608cc92f4af925a0000d18938c862009a6
stages/02_spec_extraction/stage_manifest.json,02_spec_extraction,stage_manifest.json,3165,206340fa80f4d631cdc42cb8f6efb34ca3c0369588eb7af9d9183387b9a21f71
stages/02_spec_extraction/validation/llm_call_validation.json,02_spec_extraction,validation,566,1f8926b15aaa10851fb87fb0c461b63df2c7d62b622c2a38abdcb95f540c0d4d
stages/03_code_understanding/deterministic_reference/02_agent2_spec_summary_input_status.json,03_code_understanding,deterministic_reference,2349,5a77fd7dfe8ff220825537428e2b4287b5d937223b5f4747daca6971e2ab3da5
stages/03_code_understanding/deterministic_reference/02_cbmc_harness_hints.deterministic.json,03_code_understanding,deterministic_reference,1881,1ea521b87de69eb6ce372b1ebc3b8a9dd70c1b1ef03e27ec18a3e4082b303680
stages/03_code_understanding/deterministic_reference/02_code_structure_index.deterministic.json,03_code_understanding,deterministic_reference,985,3a4072c2f30235c26c41c2e1831abdb784c006270bab6711d0cac26aa460acd3
stages/03_code_understanding/deterministic_reference/02_code_summary.deterministic.json,03_code_understanding,deterministic_reference,861,2991e544822ee8e471413dc986bedc2e0f175a0cd5e5a623dee4c093e06cb1a1
stages/03_code_understanding/deterministic_reference/02_code_symbol_table.deterministic.json,03_code_understanding,deterministic_reference,785,35debf8d858f65d1cdbdfc01035feb1767aeacc9609ed74c7ad12740318d9164
stages/03_code_understanding/deterministic_reference/02_function_signature_analysis.deterministic.json,03_code_understanding,deterministic_reference,1835,9304396e57c0c8ed75ebc58a4ad814afdf97c7aff14495292c4d75e93f33d47f
stages/03_code_understanding/deterministic_reference/02_integer_range_obligations.deterministic.json,03_code_understanding,deterministic_reference,768,8e1a0ff47c385eb5740f48d3847132e27ffea8cffb599911e5d0aead08758463
stages/03_code_understanding/deterministic_reference/02_loop_bounds_array_accesses.deterministic.json,03_code_understanding,deterministic_reference,333,649d819d0efbefa9d560ec76f039d23136ace2f35daadd0565f8bf151e71409d
stages/03_code_understanding/deterministic_reference/02_macro_constant_map.deterministic.json,03_code_understanding,deterministic_reference,320,1bbd22595fd5f452040bee48c8ffa5d2e58c7f0a8371d69746807faf98b72793
stages/03_code_understanding/deterministic_reference/02_memory_safety_obligations.deterministic.json,03_code_understanding,deterministic_reference,711,abd066b4e8d240e496d001703d8c33b44dde60f01ed876f8a3388a993112b0a0
stages/03_code_understanding/deterministic_reference/02_source_material_read_report.deterministic.json,03_code_understanding,deterministic_reference,699,8ed44de34e4c80e9cfeca65d6b52f34d7bba8a3a5438383edf43ca6a9e9ffb27
stages/03_code_understanding/deterministic_reference/02_spec_code_mapping_candidates.deterministic.json,03_code_understanding,deterministic_reference,917,b65a90843f944b241e91b1ab9c5dadbb0e28c226185a829e85bae9114ae03365
stages/03_code_understanding/handoff/handoff_manifest.json,03_code_understanding,handoff,1905,430098f08b3738d5fd3240670f5e7945173b91b93b83175856a66ebdb90d61bf
stages/03_code_understanding/llm_authoritative/02_code_summary.json,03_code_understanding,llm_authoritative,1567,2ce91dd2ad8012b8bf7699077f0da18a3532596913da6ab0b5a182a8fb2ed76b
stages/03_code_understanding/llm_authoritative/api_responses/attempt_01_response.json,03_code_understanding,llm_authoritative,1547,16cbacb4d1b6434b9b667721a2cd92bd6816d1efc6320ee904d5f4ed72b9e01a
stages/03_code_understanding/logs/03_code_understanding_status.json,03_code_understanding,logs,3629,aa004adc20f6a8d7c3910db77b82eada9154b60e901cf5b8bf189c6d8318f09f
stages/03_code_understanding/logs/code_understanding_stderr.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/logs/code_understanding_stdout.txt,03_code_understanding,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/03_code_understanding/prompt_package/03_code_understanding_prompt.txt,03_code_understanding,prompt_package,6022,f2d9b6393795634846eafb80f75ffccb8c266f8938c51ffb01dafda73d19a54d
stages/03_code_understanding/prompt_package/deterministic_reference_bundle.json,03_code_understanding,prompt_package,9145,09f65a4ed244ebece272d60629a2f80f32c0844966d0480d2e1399a8a0b5d5eb
stages/03_code_understanding/prompt_package/primary_evidence_manifest.json,03_code_understanding,prompt_package,1072,8e016b30754b21801d67cb7ffe220e7449588a1b8262ff64e7dedb9932f09e66
stages/03_code_understanding/prompt_package/prior_authoritative_context_bundle.json,03_code_understanding,prompt_package,2352,d9efe7d7dda9bd074b0aebf7c1a2280fb82554ac8b7ab3b6e1fb2cef3147e9b2
stages/03_code_understanding/prompt_package/prior_authoritative_context_manifest.json,03_code_understanding,prompt_package,815,bb888b879aa1a0adfeeb9403b661b3f3da95ff3720dbc4c3975ecc45e3284436
stages/03_code_understanding/prompt_package/prompt_metadata.json,03_code_understanding,prompt_package,1073,9a73d8631156ec9c73b7605f47d752dc232003e5220c08a00cc1c2590dc0bdbc
stages/03_code_understanding/prompt_package/trusted_deterministic_facts_manifest.json,03_code_understanding,prompt_package,321,88af3ef8dd4d5590c2a31f2edeec6330ed4ec123cc12e1604c9cac6de808bc5c
stages/03_code_understanding/stage_manifest.json,03_code_understanding,stage_manifest.json,3519,49253fbb8a4d7ebef9fc2cfc71e9ef9a88a9a75b3f6d8da3b392786c27e519ab
stages/03_code_understanding/validation/llm_call_validation.json,03_code_understanding,validation,569,b3647076ea23eee72a053ee97a9434a385075e4d409d18bfc5389857b5e88840
stages/04_property_discovery/deterministic_reference/03_candidate_properties.deterministic.json,04_property_discovery,deterministic_reference,4993,4de5a4a18f04796eb80d06b0c688fd66ced5dea301ae783afbc521382d9513e3
stages/04_property_discovery/deterministic_reference/03_previous_stage_input_status.json,04_property_discovery,deterministic_reference,3930,7974ca8a4b35bc501f1af4a6ae74e934799a300b30cca19ee825458903703c05
stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.csv,04_property_discovery,deterministic_reference,474,da63a06c41e30600951563196173cf55ca7fcb006e515d12f5e4b06fc99250eb
stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.json,04_property_discovery,deterministic_reference,1139,91e9d89b9ece2f67606689b613aeebcffb8c767874325691a00ba568590d2dc7
stages/04_property_discovery/deterministic_reference/03_property_family_catalogue.json,04_property_discovery,deterministic_reference,18446,8728c1989cf386c5022cd83efe6e87035b66933f57cb84a899af3728b2a05bfb
stages/04_property_discovery/deterministic_reference/03_property_filtering_decisions.deterministic.json,04_property_discovery,deterministic_reference,2515,f656c5be036fe2e01136cc2d3131039ce1f082548a19247f758082d93b3b7ca5
stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.csv,04_property_discovery,deterministic_reference,365,53136ba9d89d87a18bc1f75408608029e5ff51d3b7826b112479f5a26d5be7a4
stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.json,04_property_discovery,deterministic_reference,857,25276a8cbc1eb0bd6961a86c79fef632a925be09c7eb78a97a847749eab06eae
stages/04_property_discovery/deterministic_reference/03_spec_code_traceability.deterministic.json,04_property_discovery,deterministic_reference,1351,2b66f5192dc48c93d44fae059039836e5981140f78655f87f66d63260bcddc3a
stages/04_property_discovery/handoff/handoff_manifest.json,04_property_discovery,handoff,2261,325b170731c461de2fb65c160f91e7a802ed0c85860ead99a28dfbf83d3a662d
stages/04_property_discovery/llm_authoritative/03_candidate_properties.json,04_property_discovery,llm_authoritative,1292,72f4139308d7d912fb4ec67e481b61ddde9888cd52fa40338304b7b459d47866
stages/04_property_discovery/llm_authoritative/api_responses/attempt_01_response.json,04_property_discovery,llm_authoritative,1272,13ed52dd207c7ec5e61ea62d96adca4694968f34c0ee0ec2b1e8b3e73420d4db
stages/04_property_discovery/logs/04_property_discovery_status.json,04_property_discovery,logs,3500,89f8956804b310a5ce4d24d61eff1701c4b49468e0be207ce823151082dfbe6e
stages/04_property_discovery/logs/property_discovery_stderr.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/logs/property_discovery_stdout.txt,04_property_discovery,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/04_property_discovery/prompt_package/04_property_discovery_prompt.txt,04_property_discovery,prompt_package,9197,21ec1628dbf3e072b831d4691859fdff694e10f09b92d2fbab6af0e6a5be1b28
stages/04_property_discovery/prompt_package/deterministic_reference_bundle.json,04_property_discovery,prompt_package,31857,e89e13d34b95f75ed4f0b4401ca30e2ddf27dde84424173e33f13371b7bd6b55
stages/04_property_discovery/prompt_package/primary_evidence_manifest.json,04_property_discovery,prompt_package,1072,6948e78edc944b85fe793ace9a9c3a4ce1c8016e6293bdb7e7e64feb3684ee31
stages/04_property_discovery/prompt_package/prior_authoritative_context_bundle.json,04_property_discovery,prompt_package,3102,fd5896aaf2168988635165758ad2c4d128b20fdb343786f38d87dba11ba5e180
stages/04_property_discovery/prompt_package/prior_authoritative_context_manifest.json,04_property_discovery,prompt_package,1296,da6554a936b8c572347ea34ac46ee21b345e1fc4cc13c928f8c120c0e57432b0
stages/04_property_discovery/prompt_package/prompt_metadata.json,04_property_discovery,prompt_package,1161,2a636bdf001fdb7f2b3ebd12943aa4a5bf7417140136fd4c20dae73b5de2c77f
stages/04_property_discovery/prompt_package/trusted_deterministic_facts_manifest.json,04_property_discovery,prompt_package,321,20e1cebbb9ec0c817719e5447bda49c9a4c5aed32b632af4dc8406386b2fe380
stages/04_property_discovery/stage_manifest.json,04_property_discovery,stage_manifest.json,3701,1774770a9114b654164d62dc174a11192e69ce70b3a0a70da06afe26b7916b84
stages/04_property_discovery/validation/03_campaign_candidate_separation.json,04_property_discovery,validation,522,56bbdda7e9dbf8c3bad7a20fc62aad0e54f11b1607225738cf7e0fa7e3987408
stages/04_property_discovery/validation/03_property_campaign_validation.json,04_property_discovery,validation,767,82b0a29c9a3558a04e6b1606b9b394834303be40ba965690548faf3c5a6102ba
stages/04_property_discovery/validation/llm_call_validation.json,04_property_discovery,validation,569,603f492b4f7dbff14b3f600266619b4d0c543b3137d0d0afd1e66cca024a2dda
stages/05_artifact_generation/deterministic_reference/04_artifact_generation_plan.deterministic.json,05_artifact_generation,deterministic_reference,3411,84fbc14219ebf2fa1af248bc19b9fa7dab02ef2df96b3eab1d84c4b0916f0b44
stages/05_artifact_generation/deterministic_reference/04_generated_harness.deterministic.c,05_artifact_generation,deterministic_reference,896,1a51a3871a12e01ac39ba40d4714caf5bbd464975f19060ee34ac9a2592e8f43
stages/05_artifact_generation/deterministic_reference/04_harness_assumption_traceability.deterministic.json,05_artifact_generation,deterministic_reference,2432,206069398bf5b597578a4b411c49f144d24927d396d61dabebb6ea3fe039b7cc
stages/05_artifact_generation/deterministic_reference/04_previous_stage_input_status.json,05_artifact_generation,deterministic_reference,5539,11098108c620e02caec2f852a4aacf7a3fe7b3205c4a67cc3991866705ad4c69
stages/05_artifact_generation/deterministic_reference/04_selected_property.deterministic.json,05_artifact_generation,deterministic_reference,1768,1da53e0533a81bd7ede2f6e1f11d66f62a2149c0a152ee14770367d5f9b8827d
stages/05_artifact_generation/deterministic_reference/04_spec_grounded_assertion_plan.deterministic.json,05_artifact_generation,deterministic_reference,2167,5b17fac9ff4cd87f25e2439858ce0ab6f6330c379d6c8a19ca4901aea4cce41f
stages/05_artifact_generation/handoff/handoff_manifest.json,05_artifact_generation,handoff,2837,897325f5df91983024df3b59460e9b6ab678e3ce9be40feb1259621cfb11b66a
stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,05_artifact_generation,llm_authoritative,4962,3eca62ce94fc7f0958924cbc73c68579e0f3f1bb51021ca3abe638344c76f716
stages/05_artifact_generation/llm_authoritative/api_responses/attempt_01_response.json,05_artifact_generation,llm_authoritative,4942,248ae2bf4d8233d295db44f91f1ec3e72e479bc2b3859ca1faa0e7db434e1627
stages/05_artifact_generation/logs/05_artifact_generation_status.json,05_artifact_generation,logs,7198,72cc243e039af708c2c62dc483b90ea110c2d2ded06db7f1415e74495112f457
stages/05_artifact_generation/logs/artifact_generation_stderr.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/logs/artifact_generation_stdout.txt,05_artifact_generation,logs,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,05_artifact_generation,prohibited_copy_reference,1208,c2cd9746e6ba7393e9386ebbdeefcd1096c60736f80d1fd7b8eb203360731b3e
stages/05_artifact_generation/prompt_package/05_artifact_generation_prompt.txt,05_artifact_generation,prompt_package,10058,faf84298b2b85f0685f078a8e57c70baa01fcf22c63600b7977c04dc40cd8c2b
stages/05_artifact_generation/prompt_package/deterministic_reference_bundle.json,05_artifact_generation,prompt_package,13433,61beef45ec890983be45c67dde72eb48d1da4c6da84c5103f0414753dc03c19c
stages/05_artifact_generation/prompt_package/primary_evidence_manifest.json,05_artifact_generation,prompt_package,1072,54848f2c1d8b485abc9f6c0c9dfa360f8e52dbe4d49d9739f13935f88e8777e8
stages/05_artifact_generation/prompt_package/prior_authoritative_context_bundle.json,05_artifact_generation,prompt_package,4301,8b62aa3e248c5f3b9b345e14afd4924e7bf3afd9c4f8b76741bea77064658178
stages/05_artifact_generation/prompt_package/prior_authoritative_context_manifest.json,05_artifact_generation,prompt_package,1793,d2ed482ed1ce68b59a360aa19911347e730ddd12332fca6fe41ab84d27bfa09c
stages/05_artifact_generation/prompt_package/prompt_metadata.json,05_artifact_generation,prompt_package,1151,ff4a2c43ed08761e9a84516293ef57e1a73850e7a17fcb1f0d1212dd19b1faaf
stages/05_artifact_generation/prompt_package/trusted_deterministic_facts_manifest.json,05_artifact_generation,prompt_package,321,b349bd574f1eb189a040f198ec85967fa3b82b125de9596a98e44354896aa4be
stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,05_artifact_generation,rendered_outputs,3403,425ab1ed0eee8825db7ffb8897e4dd36b7b03a6cdbdda6db96e3d73e36abacf5
stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,05_artifact_generation,rendered_outputs,201,df26e57b7d91d2e3c24f0e0c27646469e33141024d9316d78f47bde5e8f62776
stages/05_artifact_generation/rendered_outputs/04_render_metadata.json,05_artifact_generation,rendered_outputs,429,df87f0162341967521946ecb5141d5f30117528d72af5e308481f0b575e7407c
stages/05_artifact_generation/stage_manifest.json,05_artifact_generation,stage_manifest.json,4318,6e84fa3fb28a13b5d0c411483e0d16561822eeb8da1c8dee9411e3d3e5322bd8
stages/05_artifact_generation/validation/04_contract_plan_validation.json,05_artifact_generation,validation,1300,80c780a8c1bf968a81d596d644435301577f87500b295b6a46b05ac29b86949c
stages/05_artifact_generation/validation/04_harness_structural_validation.json,05_artifact_generation,validation,1148,b1f93ec83ca6a39057d1f3deee5f4b4c7bfd7e80275e4b663b8132c942a40af3
stages/05_artifact_generation/validation/04_independence_audit.json,05_artifact_generation,validation,1181,e3ccaa57809aee7e771d75f4057dce32344d8007f013866f151639e54967353e
stages/05_artifact_generation/validation/04_property_campaign_artifact_validation.json,05_artifact_generation,validation,915,7cf41dc2a29ab9c256db01a9fe83434a366ca03c6251b3c304ab0874d5aa0ed2
stages/05_artifact_generation/validation/04_similarity_audit_details.csv,05_artifact_generation,validation,312,46a81b684bac1f9e1a707cb49e6765e5e68171f28074c998fed274043e63f0d5
stages/05_artifact_generation/validation/llm_call_validation.json,05_artifact_generation,validation,570,87b4b731a8bc46eceb61c2f33b953518f62abab10cae3c43fec3420e466f5b90
stages/06_review_critic/handoff/handoff_manifest.json,06_review_critic,handoff,3315,4276d6c3861fd7f8237ea985c231e1db0f4f5c3d30fb6c4224bf621648979ed6
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assertion_algorithm_alignment.deterministic.csv,06_review_critic,iterations,7,24526432f951ea86e61db71a2c7df058d690643d1792c6525c784823544d3c03
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_assumption_evidence_review.deterministic.csv,06_review_critic,iterations,7,24526432f951ea86e61db71a2c7df058d690643d1792c6525c784823544d3c03
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,06_review_critic,iterations,5713,0217e4dd32eb192022ba097b45ba5cad99541c24fc34877ab6b16637dd4430e3
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_previous_stage_input_status.json,06_review_critic,iterations,17881,e6faddb9f33b5bf61bd88531a6523e431e3323a69f9e01d6fd92dd3d748fe977
stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_review_issue_matrix.deterministic.csv,06_review_critic,iterations,293,4d41488b99839b20b5a5ec60ff97ede6898de47907f973d577df972b71366ff0
stages/06_review_critic/iterations/iteration_00/handoff/handoff_manifest.json,06_review_critic,iterations,3315,4276d6c3861fd7f8237ea985c231e1db0f4f5c3d30fb6c4224bf621648979ed6
stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,06_review_critic,iterations,1908,24ae9b85180dad7b8bd909e0efd6648651afdc12c1861365c64923f3a01385dc
stages/06_review_critic/iterations/iteration_00/llm_authoritative/api_responses/attempt_01_response.json,06_review_critic,iterations,1888,338c107ab4231fc512eb9d2fa59e99bfe515ad5cdf1c818be0a81e0f0310be52
stages/06_review_critic/iterations/iteration_00/logs/06_review_critic_status.json,06_review_critic,iterations,4082,79c74f87c16c1bf8d3a405128a501e75d1fdd7faecb52fa95ffdc28fc5038cdb
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stderr.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stdout.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/prompt_package/06_review_critic_prompt.txt,06_review_critic,iterations,7792,89ee3edab72d9dad01f3985a37fb6598e6575991ce29f3a67f278bc0e9e18986
stages/06_review_critic/iterations/iteration_00/prompt_package/deterministic_reference_bundle.json,06_review_critic,iterations,9360,6fe3a9fc8ce65fc702d49b7dd5f28950f5b90014c707d4ade8f106fd59d73c92
stages/06_review_critic/iterations/iteration_00/prompt_package/primary_evidence_manifest.json,06_review_critic,iterations,1072,b42eb76ce9f7d63382c2222047bc26f912c9ee2debd839f3b0f7bc51a194ed0e
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_bundle.json,06_review_critic,iterations,14332,be4429f7ca890cc5ac9a8d79b01b377b578f1f31aadcfda6cafaeaab44c11b97
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_manifest.json,06_review_critic,iterations,3736,2af9ebd29311b137bd32a010ba1362f0167e0f28d8723a13eef1ae3ab0861830
stages/06_review_critic/iterations/iteration_00/prompt_package/prompt_metadata.json,06_review_critic,iterations,1343,068414f6c8e631e013eb133af376cd2dc4caeffaf0f21a03a8d4c5f9b9ddcc6b
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_bundle.json,06_review_critic,iterations,4517,fb0a0c917a8d4228a3a80d8351c54adbaeaeeae08f4524ac6b6271bb297d44c4
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_manifest.json,06_review_critic,iterations,828,b8573b9f577abde844e522d1b0c8044f00439cfe71e0bc8d97e3928f16831399
stages/06_review_critic/iterations/iteration_00/stage_manifest.json,06_review_critic,iterations,5579,5931940e7baf96322b3d1dbd0d0d8fdf68e021942b0d08f97fc889b391c7d1ec
stages/06_review_critic/iterations/iteration_00/validation/05_artifact_bundle_binding_validation.json,06_review_critic,iterations,3157,a47b31c4cc6656290fc358f4ee27eb793b1ea24e23949867ddd4fd99fa40dd14
stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,06_review_critic,iterations,4161,6c7e664fbbf0894c5eefa041420be35cf88acbd769196a4309dedc54cdaf2966
stages/06_review_critic/iterations/iteration_00/validation/05_property_campaign_review_validation.json,06_review_critic,iterations,915,a166f4fc7e4b05a79373705db7166b860cdd37f1d98d014e8f739726211853ac
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,06_review_critic,iterations,2337,b7c0456c98ce645b5f0c06dbb697c64e97fe6c5629f56d19b3ae1c7caceafe21
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,06_review_critic,iterations,356,06d704b2fec6f083ff8cb78554e18e956a49f9b3f34792157b60a4b64f8d6f53
stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,06_review_critic,iterations,564,acd0aebb0b4272f07ad70b4b0ea7e23dd95bdb49e056cbe61f127dc9ab07549c
stages/06_review_critic/stage_manifest.json,06_review_critic,stage_manifest.json,5579,5931940e7baf96322b3d1dbd0d0d8fdf68e021942b0d08f97fc889b391c7d1ec
