producer_stage,output_key,declared_path,resolved_path,exists,declared_sha256,sha256,checksum_matches_manifest,checksum_declared,size_bytes
04_property_discovery,candidate_properties,llm_authoritative/03_candidate_properties.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/04_property_discovery/llm_authoritative/03_candidate_properties.json,True,72f4139308d7d912fb4ec67e481b61ddde9888cd52fa40338304b7b459d47866,72f4139308d7d912fb4ec67e481b61ddde9888cd52fa40338304b7b459d47866,True,True,1292
04_property_discovery,candidate_properties_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/04_property_discovery/validation/llm_call_validation.json,True,603f492b4f7dbff14b3f600266619b4d0c543b3137d0d0afd1e66cca024a2dda,603f492b4f7dbff14b3f600266619b4d0c543b3137d0d0afd1e66cca024a2dda,True,True,569
04_property_discovery,property_evidence_matrix_advisory,deterministic_reference/03_property_evidence_matrix.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.json,True,91e9d89b9ece2f67606689b613aeebcffb8c767874325691a00ba568590d2dc7,91e9d89b9ece2f67606689b613aeebcffb8c767874325691a00ba568590d2dc7,True,True,1139
04_property_discovery,spec_code_traceability_advisory,deterministic_reference/03_spec_code_traceability.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/04_property_discovery/deterministic_reference/03_spec_code_traceability.deterministic.json,True,2b66f5192dc48c93d44fae059039836e5981140f78655f87f66d63260bcddc3a,2b66f5192dc48c93d44fae059039836e5981140f78655f87f66d63260bcddc3a,True,True,1351
04_property_discovery,property_risk_register_advisory,deterministic_reference/03_property_risk_register.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.json,True,25276a8cbc1eb0bd6961a86c79fef632a925be09c7eb78a97a847749eab06eae,25276a8cbc1eb0bd6961a86c79fef632a925be09c7eb78a97a847749eab06eae,True,True,857
05_artifact_generation,artifact_plan,llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,3eca62ce94fc7f0958924cbc73c68579e0f3f1bb51021ca3abe638344c76f716,3eca62ce94fc7f0958924cbc73c68579e0f3f1bb51021ca3abe638344c76f716,True,True,4962
05_artifact_generation,generated_harness,rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,df26e57b7d91d2e3c24f0e0c27646469e33141024d9316d78f47bde5e8f62776,df26e57b7d91d2e3c24f0e0c27646469e33141024d9316d78f47bde5e8f62776,True,True,201
05_artifact_generation,artifact_manifest,rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,425ab1ed0eee8825db7ffb8897e4dd36b7b03a6cdbdda6db96e3d73e36abacf5,425ab1ed0eee8825db7ffb8897e4dd36b7b03a6cdbdda6db96e3d73e36abacf5,True,True,3403
05_artifact_generation,independence_audit,validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/validation/04_independence_audit.json,True,e3ccaa57809aee7e771d75f4057dce32344d8007f013866f151639e54967353e,e3ccaa57809aee7e771d75f4057dce32344d8007f013866f151639e54967353e,True,True,1181
05_artifact_generation,artifact_plan_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/validation/llm_call_validation.json,True,87b4b731a8bc46eceb61c2f33b953518f62abab10cae3c43fec3420e466f5b90,87b4b731a8bc46eceb61c2f33b953518f62abab10cae3c43fec3420e466f5b90,True,True,570
05_artifact_generation,similarity_audit_details,validation/04_similarity_audit_details.csv,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/validation/04_similarity_audit_details.csv,True,46a81b684bac1f9e1a707cb49e6765e5e68171f28074c998fed274043e63f0d5,46a81b684bac1f9e1a707cb49e6765e5e68171f28074c998fed274043e63f0d5,True,True,312
05_artifact_generation,contract_plan_validation,validation/04_contract_plan_validation.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/validation/04_contract_plan_validation.json,True,80c780a8c1bf968a81d596d644435301577f87500b295b6a46b05ac29b86949c,80c780a8c1bf968a81d596d644435301577f87500b295b6a46b05ac29b86949c,True,True,1300
05_artifact_generation,selected_property_advisory,deterministic_reference/04_selected_property.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/deterministic_reference/04_selected_property.deterministic.json,True,1da53e0533a81bd7ede2f6e1f11d66f62a2149c0a152ee14770367d5f9b8827d,1da53e0533a81bd7ede2f6e1f11d66f62a2149c0a152ee14770367d5f9b8827d,True,True,1768
05_artifact_generation,prohibited_copy_reference_index,prohibited_copy_reference/existing_harness_similarity_sources.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,True,c2cd9746e6ba7393e9386ebbdeefcd1096c60736f80d1fd7b8eb203360731b3e,c2cd9746e6ba7393e9386ebbdeefcd1096c60736f80d1fd7b8eb203360731b3e,True,True,1208
06_review_critic,critic_review,iterations/iteration_00/llm_authoritative/05_critic_review.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,True,24ae9b85180dad7b8bd909e0efd6648651afdc12c1861365c64923f3a01385dc,24ae9b85180dad7b8bd909e0efd6648651afdc12c1861365c64923f3a01385dc,True,True,1908
06_review_critic,review_gate_decision,iterations/iteration_00/validation/05_review_gate_decision.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,True,b7c0456c98ce645b5f0c06dbb697c64e97fe6c5629f56d19b3ae1c7caceafe21,b7c0456c98ce645b5f0c06dbb697c64e97fe6c5629f56d19b3ae1c7caceafe21,True,True,2337
06_review_critic,formal_build_plan,iterations/iteration_00/validation/05_formal_build_plan.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,True,6c7e664fbbf0894c5eefa041420be35cf88acbd769196a4309dedc54cdaf2966,6c7e664fbbf0894c5eefa041420be35cf88acbd769196a4309dedc54cdaf2966,True,True,4161
06_review_critic,generated_harness_under_review,../05_artifact_generation/rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,df26e57b7d91d2e3c24f0e0c27646469e33141024d9316d78f47bde5e8f62776,df26e57b7d91d2e3c24f0e0c27646469e33141024d9316d78f47bde5e8f62776,True,True,201
06_review_critic,artifact_plan_under_review,../05_artifact_generation/llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,3eca62ce94fc7f0958924cbc73c68579e0f3f1bb51021ca3abe638344c76f716,3eca62ce94fc7f0958924cbc73c68579e0f3f1bb51021ca3abe638344c76f716,True,True,4962
06_review_critic,artifact_manifest_under_review,../05_artifact_generation/rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,425ab1ed0eee8825db7ffb8897e4dd36b7b03a6cdbdda6db96e3d73e36abacf5,425ab1ed0eee8825db7ffb8897e4dd36b7b03a6cdbdda6db96e3d73e36abacf5,True,True,3403
06_review_critic,independence_audit_under_review,../05_artifact_generation/validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/05_artifact_generation/validation/04_independence_audit.json,True,e3ccaa57809aee7e771d75f4057dce32344d8007f013866f151639e54967353e,e3ccaa57809aee7e771d75f4057dce32344d8007f013866f151639e54967353e,True,True,1181
06_review_critic,critic_review_validation,iterations/iteration_00/validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,True,acd0aebb0b4272f07ad70b4b0ea7e23dd95bdb49e056cbe61f127dc9ab07549c,acd0aebb0b4272f07ad70b4b0ea7e23dd95bdb49e056cbe61f127dc9ab07549c,True,True,564
06_review_critic,review_gate_decision_md,iterations/iteration_00/validation/05_review_gate_decision.md,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,True,06d704b2fec6f083ff8cb78554e18e956a49f9b3f34792157b60a4b64f8d6f53,06d704b2fec6f083ff8cb78554e18e956a49f9b3f34792157b60a4b64f8d6f53,True,True,356
06_review_critic,deterministic_review_diagnostics,iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/diagnostics/p19_orchestration_probe_20260711T080622Z/P19/runs/campaign_p19_mock/stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,True,0217e4dd32eb192022ba097b45ba5cad99541c24fc34877ab6b16637dd4430e3,0217e4dd32eb192022ba097b45ba5cad99541c24fc34877ab6b16637dd4430e3,True,True,5713
