staged_path,sha256,size_bytes,action,final_repository_path,note
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_ARTIFACT_MANIFEST.sha256,f6bb49912f409b2517e3c14b9f85966afd78695fcc68e5bae184961f23a8ec41,1559,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_ARTIFACT_MANIFEST.sha256,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_BUILD_AND_BODY_BINDING_PREFLIGHT.txt,36896d39183729942c49d140a6e2b7a454b92d9bdbbc54496759e8fe13d8adcb,257041,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_BUILD_AND_BODY_BINDING_PREFLIGHT.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_BUILD_AND_BODY_BINDING_PREFLIGHT.txt.sha256,9b2801e6caddb47c73ccfc17a63207f41541ccec560cca43583b86466420a297,180,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_BUILD_AND_BODY_BINDING_PREFLIGHT.txt.sha256,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_body_binding_audit.txt,1e95ed0872b4ca3f989cc3df7d0de1cdbbe802fe210df107ecb997904aad10df,74525,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_body_binding_audit.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_function_body.txt,f507f38327eff198d9be9bd226078db2afc7cf8b74f158e135f21717ea9d42b6,226819,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_function_body.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_function_list.txt,a66b3347b230a6ab1c4193e9c88d826d61a1148712aadcd3b3ed6f66b71ff212,13885,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_function_list.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_inventory.txt,493ac59b8a720ecc7e22a3b26e1a9efe1a03cccb83e914604dc632f6c33f4c33,823,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_inventory.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_loops.txt,0ee3e6192d0ffe8916da6aa652bcc3b32c1263563148f087fd8a87b14a8ad1e2,330,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_loops.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_properties.txt,22ede6def5768340bd09f12139046c1406ec07d5e2fe93714b887c2c4f69663b,16008,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_existing_goto_properties.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_make_target_inventory.txt,fa0f863afe963d62d001ef9783665af0d60a9087a24c60144e3c556fb4b29139,4686,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_make_target_inventory.txt,
experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_poly_tomsg_make_dryrun.txt,50e6719ca24555bbba2e01662ad7909d41d585c4062f08b49ce7adb13ac08bd3,14963,copy-new-file,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/native_poly_tomsg_make_dryrun.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/00_source_binding/STAGE_BINDING.txt,c7d84b8f79257e21e8e0ae30678ce4c9d8994a3e0ccfd0328e6efa39ac3b5350,531,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/00_source_binding/STAGE_BINDING.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/SOURCE_SNAPSHOT.sha256,ec3af0e32698a006b8ef1d35f161d309fa6a2bfcae4fe8189c2d3499d380e267,1256,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/SOURCE_SNAPSHOT.sha256,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/SOURCE_SNAPSHOT_VALIDATION.txt,dfdc302fbc230927fac616f7c474cf1d1c1396be3c3c93c55d05b0ebf16916e0,450,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/SOURCE_SNAPSHOT_VALIDATION.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/common.h,cc48998e9595ec4e59a3aa53d6be9e55ecccb3cdc047e661ccd94fa99955d675,9434,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/common.h,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/indcpa.c,ffc9cd09fb9a5926c8540b52181b064e7ae46b3d117e10ca51ac0d0ca940f6bd,23665,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/indcpa.c,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/params.h,450fe3e0e50496921920473ae4321660f178c23d51f1453f3c537ee63c4158cb,2566,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/params.h,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/poly.c,f427dda46e29d53d3e33d683c9a8483bade3568eff43fb97b868a21bfd07c722,18569,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/poly.c,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/poly.h,f24f980110953c1d361e04137e13e2f85f76db776903f85c98f24900e85f7aef,10117,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/mlkem/src/poly.h,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/Makefile.common,a17e5e370b3ff348a49c8a7c366be6b0850fb4fc3b6eaa008b6dae5e92ffcaab,45164,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/Makefile.common,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/Makefile_params.common,ba7a87f04fc45269d77ee6035f5daf39e24d6e3b5c3921617677554e920e99e5,184,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/Makefile_params.common,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/poly_tomsg/Makefile,9f2c928bc763aaaecd77520042aac8db78a0bfcefd3c4f579d41220592159fc4,1994,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/poly_tomsg/Makefile,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/poly_tomsg/poly_tomsg_harness.c,3e656fedeaf8534dc9cd19250b559cd7ca4def24a976ed70b88f7b5013305398,313,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/poly_tomsg/poly_tomsg_harness.c,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/scalar_compress_d1/Makefile,233daf6c6cd1b2d3e449b5793103b4275113cbe88aea5d7b1024bbe727de0ffd,1886,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/scalar_compress_d1/Makefile,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/scalar_compress_d1/scalar_compress_d1_harness.c,0c5da49d6735c625b18f8a936c743c430ac7f551206ba3fbc53be25f030248a0,310,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/01_source_snapshot/proofs/cbmc/scalar_compress_d1/scalar_compress_d1_harness.c,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/OVERLAP_KEY_LINES.txt,4f38a4cdd744e112f4fe94b09acfb5a25c63aa35bde996bb9286f5ac0047ff88,2184,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/OVERLAP_KEY_LINES.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/PRELIMINARY_BOUNDARY.md,528c9b76a08b522c579881ca5ef3fcd899efa4d876fc8f18b752685aaf3b6f15,1170,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/PRELIMINARY_BOUNDARY.md,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/REPOSITORY_NATIVE_OVERLAP.txt,00a4f33ff187f2d89b349e10293b91b4df4999b2c442ee5da7b5fa1b1034b0ad,12030,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/02_overlap_audit/REPOSITORY_NATIVE_OVERLAP.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/FIPS_ORACLE_D1.md,c3c9734dc4d9c42d7bcba4045afb6fee0c965d8a1e4522fb827723310067f3ac,612,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/FIPS_ORACLE_D1.md,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/check_fips_compress1.py,f28706c6f327ac2a269a304269bbae5ff338a98d5ddc890ab52f519fe6e847d6,2640,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/check_fips_compress1.py,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/compress1_exhaustive.tsv,457ef4c8bc5753606b5bfe2c8a5e1c82db165420402cbe46f9e20cff5d40269c,35575,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/compress1_exhaustive.tsv,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/oracle_validation.log,0ab95730a63dba30dfff87754d3e72414a5278bf4e75d1ca1e299767800f8ed9,318,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/03_fips_oracle/oracle_validation.log,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/NATIVE_RESULT.txt,4e39811e4ec0a4676069885db34bf7652812c9d3f0bf855851702e5cf202d26e,41450,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/NATIVE_RESULT.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/NATIVE_RESULT_TAIL.txt,21a6912c16e32d7afd0ef6d95370b5645aee36a4542f591adfed3c355b771b5c,2920,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/NATIVE_RESULT_TAIL.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/PREBUILD_STATE.txt,3bb66cf2383243235574dfb4267208ee146ae8010857dfbe7f8aaf31a4ae6836,245,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/PREBUILD_STATE.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/check_function_contracts-log.txt,fb9643e18bc10ec92462a2225502b8d226fdf0dbe2b12d2e91335e1784250c47,828,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/check_function_contracts-log.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/drop_unused_functions-log.txt,bf3866cda9c2d5cc2faae0b9edb4447d6225c7c1c4cc445d4a938795735d8de3,376,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/drop_unused_functions-log.txt,
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/link_proof_project-log.txt,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/link_proof_project-log.txt,equal bytes exist elsewhere; retained because this non-source evidence path has distinct scientific context
experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/linking-library-models-log.txt,a1a33dd055f122c7e8e244fe7cfaca1f7f6603ef1032d8ef8816a68e3f16e366,295,copy-new-file,experiments/poly-tomsg/00-campaign-context/04-native-baseline-runs/MSG00_af4c5ab/MSG00B_C_F_NATIVE_BASELINE_MLKEM768_RUN1.INPROGRESS/04_native_baseline/logs/linking-library-models-log.txt,
