original_path	size	sha256	classification	retained_path	rationale
CANON00C_R4_T1_af4c5abd/01_native_direct_control/default_sat.stdout.txt	9901	e0ee4209787a9eb7cf2bad101ec8790592bf34335fa518a3fc0b4a01d0d4dc80	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/default_sat.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/01_native_direct_control/native_goto.sha256	279	7deded7a781a9bd4bc28e7e433829d8612d933f9212d9c8952da424272c4e7d7	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/native_goto.sha256	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/01_native_direct_control/original_native_result.stderr.txt	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/original_native_result.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/01_native_direct_control/original_native_result.txt	9816	c3c9ba2ae291183b0584bd83f1b6051c7730aa61d8f939bb8e4d235069c7d867	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/original_native_result.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/01_native_direct_control/smt2.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/smt2.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/01_native_direct_control/smt2.stdout.txt	9815	b4c312e3a7626068e83cc1765b3e7a811e2848b6f1acbb4c2a2a1b4ebe143c16	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/01_native_direct_control/smt2.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/02_t1_harness/Makefile	618	a9569125ca3262f7b9b6d8f45d512cf63086b2080306943df9d69e5a6ca456d4	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/02_t1_harness/Makefile	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/02_t1_harness/canon_t1_harness.c	2538	05c1a8105404e78e8d35c769e866ff4f91a5eb453dec17a39d15c7a3cbf75071	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/02_t1_harness/canon_t1_harness.c	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/02_t1_harness/t1_source_sha256.txt	478	18cc22434565448efc49853e0379ece9c0eb8ffe83d37a1027bb1557f0981a00	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/02_t1_harness/t1_source_sha256.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/build.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/build.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/build.stdout.txt	18533	3d0681b4d1718728eac137c5220c8d8459ac8c133bc1ff668cd1957c4f345015	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/build.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/dry_run.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/dry_run.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/dry_run.stdout.txt	17437	19bc3cfc07a7e325805e40bf8af3f6c6337c52e0d748625a079e8b2a804f9f15	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/dry_run.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/forbidden_contract_transformations.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/forbidden_contract_transformations.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/03_t1_build/t1_goto.sha256	253	72bc991b3c94bd6b9f79781df4f265ffcdfe0efe7c7ca851ec7b02ebaf5bdeac	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/03_t1_build/t1_goto.sha256	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/04_t1_body_binding/show_goto_functions.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/04_t1_body_binding/show_goto_functions.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/04_t1_body_binding/show_goto_functions.txt	44616	4e41f534542dcf3f3fb1a00571493539b2f4fae3755ed01dbbf796ad0ce89788	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/04_t1_body_binding/show_goto_functions.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/04_t1_body_binding/show_properties.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/04_t1_body_binding/show_properties.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/04_t1_body_binding/show_properties.txt	3541	025dfdd004455549a52bc716b3ae2698f8ac3a51e4e98a595dbc786bb35524af	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/04_t1_body_binding/show_properties.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/04_t1_body_binding/target_and_assertion_excerpt.txt	45912	6874cc357ff38a0d9916098169efe29cb3b154466918861f4c3e58a35b8a7e37	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/04_t1_body_binding/target_and_assertion_excerpt.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/05_t1_cbmc/t1.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/05_t1_cbmc/t1.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/05_t1_cbmc/t1.stdout.txt	59899	9fe392823f47b5bec49e56c0cb6e8787ef2c756fae171e832cf295ad3aa7a69a	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/05_t1_cbmc/t1.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/06_t1_coverage/coverage.stderr.txt	104	79463735b401d34477ca50372d93c26a8cd746c11ef6dffde80cfb0fbce77448	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/06_t1_coverage/coverage.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/06_t1_coverage/coverage.stdout.txt	3132	61cb620460bb6621789c51f0cede606d9d6190a0ec8f2098ea4b57b9dedea0f2	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/06_t1_coverage/coverage.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/07_final_status/CANON00C_R4_T1_STATUS.txt	875	57d9793c51b08a068ac634f648e581f5c9cebfe806fbc1f61876a3a4860f2523	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/07_final_status/CANON00C_R4_T1_STATUS.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/08_manifest/CANON00C_R4_T1_SHA256SUMS.txt	2826	a511d8a4c479baa69a08871e303d4373e8a1cbca1e9e6bae8fc1edf022eac767	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/08_manifest/CANON00C_R4_T1_SHA256SUMS.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R4_T1_af4c5abd/08_manifest/CANON00C_R4_T1_SHA256SUMS.txt.sha256	199	e84398dc76d325e1301e5a1a5e210464a8b81d25ced2bbe0384a95d73bd91847	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/00-campaign-setup/early-t1-development/CANON00C-R4/08_manifest/CANON00C_R4_T1_SHA256SUMS.txt.sha256	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/00_binding/binding_record.txt	389	898a4e5daa2f7470de97f50f6ac8d9e89c8185164137d18a4d7a40364e2a6bf3	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/00_binding/binding_record.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/01_theorem_source/Makefile	521	256789ff25eb6c0c6ef0817f3758e071e95ea419ff78ee5f7f354adb2c728388	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/01_theorem_source/Makefile	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/01_theorem_source/canon_t1_theorem_harness.c	2114	1fc89e91044557b45b2cf11e0a841631bd0d86a5754019a7d2fe7b31c4b578ae	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/01_theorem_source/canon_t1_theorem_harness.c	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/01_theorem_source/source_sha256.txt	502	1d784ffa176092f67a1c3ee1f993b2af87322f1804b6ef1b4a3973f46eba0dad	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/01_theorem_source/source_sha256.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/02_coverage_source/Makefile	527	eafd4e33448959cb89a7daf1aab5c75c11426134ae0ed6ba8668a429bfcf95c1	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/02_coverage_source/Makefile	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/02_coverage_source/canon_t1_coverage_harness.c	1427	822a0bdfb1082e2543d61c36efb47638f223c6f9d5d555097e7b55da7073a716	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/02_coverage_source/canon_t1_coverage_harness.c	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/02_coverage_source/source_sha256.txt	505	7160bfa5f0564b8a294ad0fabb92ab85183c416147d0b61b87f14efc39a1efb6	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/02_coverage_source/source_sha256.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/coverage_build.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/coverage_build.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/coverage_build.stdout.txt	19280	d3e05f785478f85bfd0109be9294af020133f3f9c72ff99f078e1aa9cdb62f87	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/coverage_build.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/coverage_dry_run.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/coverage_dry_run.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/coverage_dry_run.stdout.txt	18184	b8f6fde07de16df50ad053ffe2a7e399e000efafc90715b38b513fb63f9b28bb	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/coverage_dry_run.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/coverage_forbidden_transformations.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/coverage_forbidden_transformations.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/goto_sha256.txt	540	e225e0eede343ce1764bf467efa9fa65b6765ee89eaa23e6d061fe56a25150dd	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/goto_sha256.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/theorem_build.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/theorem_build.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/theorem_build.stdout.txt	19061	b607afd13af708c829465fda3d38a5fa9caddf9fe0bb31b4c628d73c64b32dfa	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/theorem_build.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/theorem_dry_run.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/theorem_dry_run.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/theorem_dry_run.stdout.txt	17965	28edd6eab4c36691c2f3acaf730c92f468fba905ffc0cf4b7d3e914d0f1d07a6	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/theorem_dry_run.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/03_build/theorem_forbidden_transformations.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/03_build/theorem_forbidden_transformations.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/04_body_binding/theorem_show_functions.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/04_body_binding/theorem_show_functions.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/04_body_binding/theorem_show_functions.txt	43223	9bc9ae3a151e222d3ae0e2eec0c653db2dd6b1f9f4967e4d9bcd5b1384570253	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/04_body_binding/theorem_show_functions.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/04_body_binding/theorem_show_properties.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/04_body_binding/theorem_show_properties.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/04_body_binding/theorem_show_properties.txt	3669	c3b401eb561b32ecd6455545792694d96427b8bffaa9d231f1c252878b1faff8	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/04_body_binding/theorem_show_properties.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/05_theorem_result/theorem.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/05_theorem_result/theorem.stderr.txt	Retained because the file is part of a distinct campaign stage or run context.
CANON00C_R5_T1_CLEAN_af4c5abd/05_theorem_result/theorem.stdout.txt	6409	33c2bd493c9544f23ba339a2f660270c4aabf4cca13bb90fedf0ee59dd4be321	retained-contextual-evidence	experiments/scalar-signed-to-unsigned-q/T01-exact-fibres-and-equivalence-classes/positive-run/CANON00C-R5-clean/05_theorem_result/theorem.stdout.txt	Retained because the file is part of a distinct campaign stage or run context.
