staged_path,sha256,size_bytes,action,final_repository_path,note
experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/environment/ENVIRONMENT.txt,c19fbf17461ed306e67978c7ddba60bbec050e63124eb8429189349377e7260d,794,copy-new-file,experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/environment/ENVIRONMENT.txt,
experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T1_SHA256SUMS.txt,53904a93bbe2b862a53539d9875932f8ba1f219a558562f936e0621998382137,10328,copy-new-file,experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T1_SHA256SUMS.txt,
experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T2_SHA256SUMS.txt,492fee156a81c7c0a42fea46babdc1edc355ce9cbbc31096ac3c674e5f0af095,8093,copy-new-file,experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T2_SHA256SUMS.txt,
experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T3_SHA256SUMS.txt,dfc3927245486af7a9bf32e875a6ddee490141807cfc33c57433b2d9518a8324,5471,copy-new-file,experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T3_SHA256SUMS.txt,
experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T4_SHA256SUMS.txt,8fb1fe00f9b8bdefa99dcee6d24d9058387c15115bbe421932d7a9573b9a9706,6634,copy-new-file,experiments/poly-frombytes/98-campaign-closure-and-seal/PFB_CAMPAIGN_FINAL_SEAL_af4c5abd_20260729T054222Z/manifests/PFB_T4_SHA256SUMS.txt,
experiments/poly-frombytes/99-audit/CAMPAIGN_FOLDER_SUMMARY.csv,c833d68affe6f5d529d36d7b36fdbf5e187b9683274fcaf2a4c4d94c8a74eae5,5411,copy-new-file,experiments/poly-frombytes/99-audit/CAMPAIGN_FOLDER_SUMMARY.csv,
experiments/poly-frombytes/99-audit/CLASSIFICATION_AND_DEDUPLICATION_MAP.csv,1994084503bf2e7b6c50bac80bb08cbe4b62871535102ae51964c593744aacb2,352433,copy-new-file,experiments/poly-frombytes/99-audit/CLASSIFICATION_AND_DEDUPLICATION_MAP.csv,
experiments/poly-frombytes/99-audit/EXACT_DUPLICATE_LEDGER.csv,0bc15d4c5be496c22ae0890d39a21c4da509663526a7768f6fceead5d62abbd9,207613,copy-new-file,experiments/poly-frombytes/99-audit/EXACT_DUPLICATE_LEDGER.csv,
experiments/poly-frombytes/99-audit/INCOMING_ARCHIVE_SHA256.txt,113a2caf73b268914e20ffb13d53de002af0487c83fddb5d2c17705229f248a0,99,copy-new-file,experiments/poly-frombytes/99-audit/INCOMING_ARCHIVE_SHA256.txt,
experiments/poly-frombytes/99-audit/UNIQUE_CONTENT_CATALOG.csv,cb0258add15100fb76cc002029ff5edd531d485c9dbe32709c2d59aa1bddb1d2,89268,copy-new-file,experiments/poly-frombytes/99-audit/UNIQUE_CONTENT_CATALOG.csv,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/00-initial-baseline/PFB_01_T1_BASELINE_RUN1/Makefile.used,198cf495f52c2d9082aeddaea7eac6fae8de944baa0ff8f7aebeec4686e5982f,3052,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/00-initial-baseline/PFB_01_T1_BASELINE_RUN1/Makefile.used,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/00-initial-baseline/PFB_01_T1_BASELINE_RUN1/make_dry_run.txt,fdb2514c7e17913020a9b005b5fe14a674aaa5a0737ed2ed412eb87ce679abe5,19105,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/00-initial-baseline/PFB_01_T1_BASELINE_RUN1/make_dry_run.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/Makefile.after_repair,9e56741090a6634baddbe2ea9fe13637bbeed9a1ce62f93e2f228185cfe41526,3049,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/Makefile.after_repair,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/Makefile.before_repair,198cf495f52c2d9082aeddaea7eac6fae8de944baa0ff8f7aebeec4686e5982f,3052,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/Makefile.before_repair,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/pfb_t1_exact_raw_decode_harness.c,9a3288855782f7aee718d51c7904608763bd480635a63d25cd05956d408007a8,1360,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/artifacts/pfb_t1_exact_raw_decode_harness.c,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make.stderr.txt,3bc4d7e9479c8af15ea176e3a60d32fb4e49eb7f1e0e7e94082492b245ad2f07,880,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make.stdout.txt,9d1f5bf87e98a8d2a4db34a6f2516a8c2b6fbab8be068ff5fe04b2b8d0f46880,5057,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make.stdout.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make_dry_run.stderr.txt,18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0,144,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make_dry_run.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make_dry_run.stdout.txt,d5baa731341130ccf0f85206d831868e412ac0aef1951001bb04dbb12627f85d,18404,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/build/make_dry_run.stdout.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/results/property_status_lines.txt,b6893ee4a9d77affb50044536c2bfe57a2433fbbddc9141389189177246cc412,21315,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/01-exact-raw-decoding-run/PFB_01R_T1_EXACT_RAW_DECODING_RUN1_20260729T033348Z/results/property_status_lines.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/binding/goto_functions.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/binding/goto_functions.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/binding/goto_functions.txt,94361421c932016d55352300b41ae57c96c8995579cf9f49b5be18653e15dc4d,12566,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/binding/goto_functions.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.command.txt,43625612991c2c448ab2a946ac716a7018eb9f5eca519a4b63efc79ca18c6d10,497,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.command.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.summary.txt,c94c24ddba8de7e25eb01309795b50550981a72f6dfd6f1741f455ad43c95477,210,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.summary.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.xml,1c33f7d6432e839460ecc40aa9ae5e050ae7afc7d6127a04f52d73a7e8307dcc,2138,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/theorem_only.xml,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.command.txt,7cd5c37697506ae63e0de24d859d8669552868acf5278a105a3f8801d7ff7ae1,476,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.command.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.xml,d143955ab84e4e68c547ce2c0221ff19d13586ddeabfaf90fdb07f693a85c337,967,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/02-sat-semantic-attempt-1/PFB_01S_T1_SAT_SEMANTIC_RUN1_20260729T034940Z/results/unwind_only.xml,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/PFB_01S_RESULT.txt,af6668281c24d187387e54a8c0057b77b3e70588e78f5be60700a264fd820343,1221,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/PFB_01S_RESULT.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/SHA256SUMS.txt,57cd095ac9fc61583d426ecd5679be66ab45999630c8c8e177d3bae4c7fdea38,1479,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/SHA256SUMS.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/binding/show_properties.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,skip-exact-same-name-content-already-present-elsewhere,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/binding/show_properties.stderr.txt,experiments/poly-sub/T01-exact-semantics/extended-hardening/03_vc_sr1_reachable_only/build/show_properties.stderr.txt
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/binding/show_properties.txt,f1754636d13a44dcdcd8131e3d34cf52b0efa997d8d5c35c8590eb17346a4bf4,22566,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/binding/show_properties.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.command.txt,d50c88703282e4def3d0e80972d778e36c3288e9a7c3583a2e69773391737b28,438,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.command.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.exit.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.stderr.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.summary.txt,297abb80783d92c3c03f93215aa7df2f08fad6e898fc0f6e45777d7badd53e42,399,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.summary.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.xml,c11cc9bc3b835ec54396adceaa068863299a1f051931d4b41d003ecbe06c359a,41765,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/all_properties.xml,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/theorem_only.exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/theorem_only.exit.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/theorem_only.summary.txt,09f5e7e59d95e37b8f2fbbd1dd174e95a8cb0f559f39215871f118600486b2a7,393,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/03-sat-semantic-authoritative-run/PFB_01S_T1_SAT_SEMANTIC_RUN2_20260729T040920Z/results/theorem_only.summary.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/PFB_01C_RESULT.txt,0df51fb56f0fb06e07d162feb1a004a8e59db3d69fcfcc5b3dcd5b1396babc2b,720,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/PFB_01C_RESULT.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/SHA256SUMS.txt,15a09f56f4267ff7badab5e96a62436eb0dc5d6f7e456e1030c10774e2f58959,1163,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/SHA256SUMS.txt,
experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/artifacts/Control_Makefile,c9b7ea03eeed0ff592e5a4838096f002263d33b8813bf4d33c18385e6eea8650,3023,copy-new-file,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/artifacts/Control_Makefile,
