producer_stage,output_key,declared_path,resolved_path,exists,declared_sha256,sha256,checksum_matches_manifest,checksum_declared,size_bytes
04_property_discovery,property_evidence_matrix_advisory,deterministic_reference/03_property_evidence_matrix.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.json,True,f953cd6a1ec6ae3c1f2af706ac7f994bf2ab1c245320621ce34702a067bbdb68,f953cd6a1ec6ae3c1f2af706ac7f994bf2ab1c245320621ce34702a067bbdb68,True,True,3232
04_property_discovery,spec_code_traceability_advisory,deterministic_reference/03_spec_code_traceability.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/04_property_discovery/deterministic_reference/03_spec_code_traceability.deterministic.json,True,4482a61edd49bfdb560a9e8a83fee5b15dedf18e13ed9379de33b4e308e3a641,4482a61edd49bfdb560a9e8a83fee5b15dedf18e13ed9379de33b4e308e3a641,True,True,3436
04_property_discovery,property_risk_register_advisory,deterministic_reference/03_property_risk_register.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.json,True,dae7e1e369b24d6b6156ec832ec66e59096dea7e085e23635a5049e85d1942c1,dae7e1e369b24d6b6156ec832ec66e59096dea7e085e23635a5049e85d1942c1,True,True,2404
05_artifact_generation,artifact_plan,llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,f82bd6cb8b328d7d5438a9b22337c0c847f12e40e8f81319e4177cfd90f1e981,f82bd6cb8b328d7d5438a9b22337c0c847f12e40e8f81319e4177cfd90f1e981,True,True,28354
05_artifact_generation,generated_harness,rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,4168947e7e1771293c61b382c7c0907b6b5e17f2dc81454b6a71a5333f7ab3a0,4168947e7e1771293c61b382c7c0907b6b5e17f2dc81454b6a71a5333f7ab3a0,True,True,742
05_artifact_generation,artifact_manifest,rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,531a69e74e21b2f9b89d0c5b9ae6fd48ba0759251a5c10478efa415eaa09995f,531a69e74e21b2f9b89d0c5b9ae6fd48ba0759251a5c10478efa415eaa09995f,True,True,2922
05_artifact_generation,independence_audit,validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/validation/04_independence_audit.json,True,a0cf4b7d35490b6b3c56f805417d93491296962b09f74de6b4f3754c924fed6a,a0cf4b7d35490b6b3c56f805417d93491296962b09f74de6b4f3754c924fed6a,True,True,1147
05_artifact_generation,artifact_plan_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/validation/llm_call_validation.json,True,55b494a77bd2031e3d96bc7aa451874c50cc184a8ae205ac66f0479b074c2c7c,55b494a77bd2031e3d96bc7aa451874c50cc184a8ae205ac66f0479b074c2c7c,True,True,2231
05_artifact_generation,similarity_audit_details,validation/04_similarity_audit_details.csv,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/validation/04_similarity_audit_details.csv,True,64cfe9bdcae7e3d858dd72934fa2c7d5d737f06d7bdb73568568327cac08934a,64cfe9bdcae7e3d858dd72934fa2c7d5d737f06d7bdb73568568327cac08934a,True,True,295
05_artifact_generation,contract_plan_validation,validation/04_contract_plan_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/validation/04_contract_plan_validation.json,True,849f97563185ecaaeafdba0804db6bf63a2e65920504e6acece51327cab763a1,849f97563185ecaaeafdba0804db6bf63a2e65920504e6acece51327cab763a1,True,True,905
05_artifact_generation,selected_property_advisory,deterministic_reference/04_selected_property.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/deterministic_reference/04_selected_property.deterministic.json,True,bbabce992453b21606f3113b41fb784ffa5f29afcbe4d5869afcfdba91304063,bbabce992453b21606f3113b41fb784ffa5f29afcbe4d5869afcfdba91304063,True,True,3308
05_artifact_generation,prohibited_copy_reference_index,prohibited_copy_reference/existing_harness_similarity_sources.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/prohibited_copy_reference/existing_harness_similarity_sources.json,True,d987dd6b29be86ede1672d6a4b89f340760f8eb75131e23a30243372dd75c57c,d987dd6b29be86ede1672d6a4b89f340760f8eb75131e23a30243372dd75c57c,True,True,1193
06_review_critic,critic_review,iterations/iteration_00/llm_authoritative/05_critic_review.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/llm_authoritative/05_critic_review.json,True,5afeb6b7d56c643a6a21011b774965d4ba083fdd530a562c28f98b86d40d8127,5afeb6b7d56c643a6a21011b774965d4ba083fdd530a562c28f98b86d40d8127,True,True,19334
06_review_critic,review_gate_decision,iterations/iteration_00/validation/05_review_gate_decision.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,True,1c53bff82ff39a7ba8d70db8f5a65e57508d2b64978cf050b1767ad52cec0ad4,1c53bff82ff39a7ba8d70db8f5a65e57508d2b64978cf050b1767ad52cec0ad4,True,True,2045
06_review_critic,formal_build_plan,iterations/iteration_00/validation/05_formal_build_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,True,c138ec32d460b4c94a8f72e3971a1c35334cb20ca4e772292a1f37db0c43df73,c138ec32d460b4c94a8f72e3971a1c35334cb20ca4e772292a1f37db0c43df73,True,True,3467
06_review_critic,generated_harness_under_review,../05_artifact_generation/rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,4168947e7e1771293c61b382c7c0907b6b5e17f2dc81454b6a71a5333f7ab3a0,4168947e7e1771293c61b382c7c0907b6b5e17f2dc81454b6a71a5333f7ab3a0,True,True,742
06_review_critic,artifact_plan_under_review,../05_artifact_generation/llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,f82bd6cb8b328d7d5438a9b22337c0c847f12e40e8f81319e4177cfd90f1e981,f82bd6cb8b328d7d5438a9b22337c0c847f12e40e8f81319e4177cfd90f1e981,True,True,28354
06_review_critic,artifact_manifest_under_review,../05_artifact_generation/rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,531a69e74e21b2f9b89d0c5b9ae6fd48ba0759251a5c10478efa415eaa09995f,531a69e74e21b2f9b89d0c5b9ae6fd48ba0759251a5c10478efa415eaa09995f,True,True,2922
06_review_critic,independence_audit_under_review,../05_artifact_generation/validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/05_artifact_generation/validation/04_independence_audit.json,True,a0cf4b7d35490b6b3c56f805417d93491296962b09f74de6b4f3754c924fed6a,a0cf4b7d35490b6b3c56f805417d93491296962b09f74de6b4f3754c924fed6a,True,True,1147
06_review_critic,critic_review_validation,iterations/iteration_00/validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,True,a5856fbc638220ac50ff9606c9e01e78d1222e7dfe3980e673acfab97a04a3fd,a5856fbc638220ac50ff9606c9e01e78d1222e7dfe3980e673acfab97a04a3fd,True,True,2280
06_review_critic,review_gate_decision_md,iterations/iteration_00/validation/05_review_gate_decision.md,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,True,c7ccacf78ec298248a2f05cbd2f58e8fbec0224e934a7793691e0b4acf823bb6,c7ccacf78ec298248a2f05cbd2f58e8fbec0224e934a7793691e0b4acf823bb6,True,True,360
06_review_critic,deterministic_review_diagnostics,iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_poly_add_scoped_fullfips_gpt54mini_none_20260711_080559/stages/06_review_critic/iterations/iteration_00/deterministic_reference/05_critic_review.deterministic.json,True,ac90eb78ea8a5b05cd59ea110b650466d91c48c1935375f87163a23bbca10477,ac90eb78ea8a5b05cd59ea110b650466d91c48c1935375f87163a23bbca10477,True,True,5856
