artifact_record_id,locator_id,case_id,artifact_category,archive_path,resolved_public_path,expected_sha256,actual_sha256,candidate_count,status
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-001,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/authored_manifest.csv,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/authored_manifest.csv,6e52c4043b42a98ab9b9e0245d7debd83c3a65a4b9441814626c3d766229c752,6e52c4043b42a98ab9b9e0245d7debd83c3a65a4b9441814626c3d766229c752,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-002,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/authored_manifest.json,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/authored_manifest.json,89c8d751b5a32aa16c8cd335fa2c0d86c530c6ea3591e1372a3f25a3c81f0c55,89c8d751b5a32aa16c8cd335fa2c0d86c530c6ea3591e1372a3f25a3c81f0c55,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-003,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/optional_report_manifest.csv,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/optional_report_manifest.csv,46315d32da1a56898d912dbcf189c8ab5f38518be632f8234578abe469d43dec,46315d32da1a56898d912dbcf189c8ab5f38518be632f8234578abe469d43dec,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-004,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/optional_report_manifest.json,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/optional_report_manifest.json,75e1f4b69813c99f4f6223525c01ab551821b512d0cb01393d6938165e9bba4c,75e1f4b69813c99f4f6223525c01ab551821b512d0cb01393d6938165e9bba4c,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-005,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/prior_run_summary_manifest.csv,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/prior_run_summary_manifest.csv,f7f57bb6b67ebc21a824a41e7a21ec065768881e7ed63d3942cbfb6fa337c201,f7f57bb6b67ebc21a824a41e7a21ec065768881e7ed63d3942cbfb6fa337c201,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-006,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/prior_run_summary_manifest.json,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/prior_run_summary_manifest.json,694618ad3a891d294276e73376b4e4141e99e0bd6414d0113bbd897d1de25fe0,694618ad3a891d294276e73376b4e4141e99e0bd6414d0113bbd897d1de25fe0,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-007,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/repository_manifest.csv,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/repository_manifest.csv,d6f71083982d214ca5d5947e8a181a8c271721f8726b896f030393bfa7659656,d6f71083982d214ca5d5947e8a181a8c271721f8726b896f030393bfa7659656,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-MANIFEST_OR_HASH_RECORD-008,LOC-C01-UA,1,MANIFEST_OR_HASH_RECORD,mlk_poly_add_cleanroom/cleanroom_results/pa09_mlk_poly_add_provenance_20260716T135638Z/repository_manifest.json,experiments/poly-add/PA09-provenance-and-novelty/raw-runs/pa09_mlk_poly_add_provenance_20260716T135638Z/repository_manifest.json,5988fd7cbc07c06f99f8230a6332abbe282825187162c95bb9f3d243ec872a26,5988fd7cbc07c06f99f8230a6332abbe282825187162c95bb9f3d243ec872a26,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-001,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/cbmc_version.txt,experiments/Skill-Assisted-codex-flows/MLK_BARRET_REDUCE_SKILL_ASSISTED_CLEAN_SUCCESS_2026-08-06/evidence/run_1/cbmc_version.txt,4094c5f260445841dce23bbe7f6c47bf1ace6993dc3560a4cbc7fbad83551a21,4094c5f260445841dce23bbe7f6c47bf1ace6993dc3560a4cbc7fbad83551a21,30,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-002,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/experiment_identity.txt,experiments/poly-add/PA07-mutation-sensitivity/raw-runs/pa07_mlk_poly_add_mutation_20260716T131107Z/experiment_identity.txt,921aa7705e9835cadab1e4d24ca045f8380e3710153a23f3a394dd5b9401c681,921aa7705e9835cadab1e4d24ca045f8380e3710153a23f3a394dd5b9401c681,26,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-003,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/goto_cc_version.txt,experiments/Skill-Assisted-codex-flows/MLK_BARRET_REDUCE_SKILL_ASSISTED_CLEAN_SUCCESS_2026-08-06/evidence/run_1/goto_cc_version.txt,8d07249d5272fa659937b6a8a8c5aab1d99f5771e2b29a6fb4a90dd67442785e,8d07249d5272fa659937b6a8a8c5aab1d99f5771e2b29a6fb4a90dd67442785e,30,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-004,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/mutant_source_sha256.txt,experiments/poly-add/PA07-mutation-sensitivity/raw-runs/pa07_mlk_poly_add_mutation_20260716T131107Z/mutant_source_sha256.txt,da1f7e217705a409a445989d0237412e598e52b208010487d44a19f72a3eaac5,da1f7e217705a409a445989d0237412e598e52b208010487d44a19f72a3eaac5,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-005,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/pa01_harness_sha256.txt,experiments/poly-add/PA07-mutation-sensitivity/raw-runs/pa07_mlk_poly_add_mutation_20260716T131107Z/pa01_harness_sha256.txt,96de96dcbaa378443895e6ab5b7b47d909af20c3b1375fa8b9dcc54f5a720407,96de96dcbaa378443895e6ab5b7b47d909af20c3b1375fa8b9dcc54f5a720407,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-006,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/pa02_harness_sha256.txt,experiments/poly-add/PA07-mutation-sensitivity/raw-runs/pa07_mlk_poly_add_mutation_20260716T131107Z/pa02_harness_sha256.txt,9499c97eb4b152b97cb1b6b195793db33103e18457b8655cbb529b1a6c000563,9499c97eb4b152b97cb1b6b195793db33103e18457b8655cbb529b1a6c000563,2,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-007,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/production_poly_c_sha256.txt,experiments/Skill-Assisted-codex-flows/MLK_BARRET_REDUCE_SKILL_ASSISTED_CLEAN_SUCCESS_2026-08-06/evidence/run_1/production_poly_c_sha256.txt,2357269b19ecfbca02111decab6f5de605dc8ff9a2d0f019ae9800753b56e8ca,2357269b19ecfbca02111decab6f5de605dc8ff9a2d0f019ae9800753b56e8ca,5,RESOLVED_HASH_MATCH
REP-LOC-C01-UA-COVERAGE_MUTATION_OR_CONTROL-008,LOC-C01-UA,1,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_add_cleanroom/cleanroom_results/pa07_mlk_poly_add_mutation_20260716T131107Z/runner_sha256.txt,experiments/poly-add/PA07-mutation-sensitivity/raw-runs/pa07_mlk_poly_add_mutation_20260716T131107Z/runner_sha256.txt,9ed3007615c148ff348d293f899fd5bae62fcd7ef3a9813e3251a6ffd2b302be,9ed3007615c148ff348d293f899fd5bae62fcd7ef3a9813e3251a6ffd2b302be,20,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-001,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_boundary_invalid_lower_harness.c,experiments/poly-sub/T02-relational-boundaries/curated-harnesses/sub_boundary_invalid_lower_harness.c,8469f8c5a40a1da2fdd95b05eb6c5c5e8783128196989f19bf437886e4ed6a9d,8469f8c5a40a1da2fdd95b05eb6c5c5e8783128196989f19bf437886e4ed6a9d,7,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-002,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_boundary_invalid_upper_harness.c,experiments/poly-sub/T02-relational-boundaries/curated-harnesses/sub_boundary_invalid_upper_harness.c,4db500d2d8c7a1d79dda38ec466aa79ed2b48f9cec46fa932ad4be7012a7e623,4db500d2d8c7a1d79dda38ec466aa79ed2b48f9cec46fa932ad4be7012a7e623,7,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-003,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_boundary_valid_extremes_harness.c,experiments/poly-sub/T02-relational-boundaries/curated-harnesses/sub_boundary_valid_extremes_harness.c,8f8d3a87cca7bfe5938f0db5ce0d8fe1829c03c3366d40a3aa17a084e7b48d6b,8f8d3a87cca7bfe5938f0db5ce0d8fe1829c03c3366d40a3aa17a084e7b48d6b,7,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-004,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_cov_reachability_harness.c,experiments/poly-sub/T01-exact-semantics/curated-harnesses/sub_cov_reachability_harness.c,132c34161c8230eb14e86acc0cae3af52fbf6eb429a8e55233080337dc4415d7,132c34161c8230eb14e86acc0cae3af52fbf6eb429a8e55233080337dc4415d7,8,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-005,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_t1_semantic_harness.c,experiments/poly-sub/T01-exact-semantics/curated-harnesses/sub_t1_semantic_harness.c,42c09c2f004d567d8b886058bd2304d960a219d36f0f6605b015966db3bc5682,42c09c2f004d567d8b886058bd2304d960a219d36f0f6605b015966db3bc5682,19,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-006,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/harness_drafts_v1/sub_t2_relational_harness.c,experiments/poly-sub/T02-relational-boundaries/curated-harnesses/sub_t2_relational_harness.c,ca54ad2d875f104cf6daca915bcfb71e491c3f899b3d877b70439868d80d1037,ca54ad2d875f104cf6daca915bcfb71e491c3f899b3d877b70439868d80d1037,7,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-007,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/PROFESSOR_HARDEN_VC_SR1_2026-07-18/03_vc_sr1_reachable_only/source/vc_sr1_semantic_harness.c,experiments/poly-sub/T01-exact-semantics/curated-harnesses/(T1) VC_SR1_USED_HARNESSES/vc_sr1_semantic_harness.c,42c09c2f004d567d8b886058bd2304d960a219d36f0f6605b015966db3bc5682,42c09c2f004d567d8b886058bd2304d960a219d36f0f6605b015966db3bc5682,2,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-HARNESS-008,LOC-C02-UA,2,HARNESS,mlk_poly_sub_cleanroom/PROFESSOR_HARDEN_VC_SR1_2026-07-18/05_mutation_assertion/source/m5_false_oracle_assertion_harness.c,experiments/poly-sub/T01-exact-semantics/curated-harnesses/(T1) VC_SR1_USED_HARNESSES/m5_false_oracle_assertion_harness.c,51de25599c6508268f8bc3c8e610925c7a7157b114fa0dc236e66875c225c18e,51de25599c6508268f8bc3c8e610925c7a7157b114fa0dc236e66875c225c18e,2,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-COMMAND_OR_RUNNER-001,LOC-C02-UA,2,COMMAND_OR_RUNNER,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00G_T1_MODE_A_MLKEM768_RUN1/cbmc_command.txt,experiments/poly-sub/T01-exact-semantics/raw-evidence/SUB00G_T1_MODE_A_MLKEM768_RUN1/cbmc_command.txt,d5d6fe0e5b182e09bd7c45529609c921f5409f4302bd33718f540af14460c365,d5d6fe0e5b182e09bd7c45529609c921f5409f4302bd33718f540af14460c365,140,RESOLVED_HASH_MATCH
REP-LOC-C02-UA-COMMAND_OR_RUNNER-002,LOC-C02-UA,2,COMMAND_OR_RUNNER,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00H_T1_PRAGMA_SCOPED_MODE_A_MLKEM768_RUN1/cbmc_command.txt,experiments/poly-sub/T01-exact-semantics/raw-evidence/SUB00H_T1_PRAGMA_SCOPED_MODE_A_MLKEM768_RUN1/cbmc_command.txt,a860b613cc286aaa714edfaac3a3ece714cfbe798de08884881e1f646fc79c8b,a860b613cc286aaa714edfaac3a3ece714cfbe798de08884881e1f646fc79c8b,140,RESOLVED_HASH_MATCH
