rel_path,category,suffix,size_bytes,sha256,modified_utc
human_notes.md,human_notes,.md,1372,860beecb139662b8e3f76dc0faa15de88eb71d746ec0ba70b93f6e25ead70655,2026-07-09T04:01:45+00:00
input/fips203_clean.txt,input_snapshot,.txt,127134,a86d56640389b060f9dda814af28c86aba317851f16b364da43b42dbf7302c02,2026-06-21T03:54:22+00:00
input/poly.c,input_snapshot,.c,18569,f427dda46e29d53d3e33d683c9a8483bade3568eff43fb97b868a21bfd07c722,2026-06-18T04:29:38+00:00
input/run_003_mlk_poly_add_agent_improved_cbmc.json,input_snapshot,.json,3635,4dfa1362f15d3d75ea639e82bf7ae1d586fcf95f1a8009a80de5a408ef60e09b,2026-07-09T04:00:03+00:00
llm_prompts/01_spec_extraction_prompt.txt,prompt,.txt,5230,2e9c13c0922af2a24f06e7915d4aa159e241efa4bc6a926f17239d3f14fc86cb,2026-07-09T04:01:33+00:00
llm_prompts/02_code_understanding_prompt.txt,prompt,.txt,12476,5797ee1f4a927b58f76ee1aad1ee653fb1649487788458493dfaecede9c92feb,2026-07-09T04:01:33+00:00
llm_prompts/03_property_discovery_prompt.txt,prompt,.txt,3671,56e3c10aaaad8b30eab21430696d79dc40cd09dee6a837fd01720349cf6a30f6,2026-07-09T04:01:34+00:00
llm_prompts/04_artifact_generation_prompt.txt,prompt,.txt,25163,b28dbf06c6932f1ecb026f3faefef6f2d0fdfeb24fce46193db09369cda26217,2026-07-09T04:01:34+00:00
llm_prompts/05_critic_review_prompt.txt,prompt,.txt,8305,1b8c5f55aece4b67c8c66b1806232f476f7dcf01d14dc733879954ed121add7b,2026-07-09T04:01:34+00:00
llm_prompts/06_tool_execution_instruction.txt,prompt,.txt,2074,f36ff56448ca52d8b73e5065345a4630485cf5498c0a0d5e676bfde1ebfedf5d,2026-07-09T04:01:34+00:00
llm_prompts/09_experiment_logger_prompt.txt,prompt,.txt,747,45737bd632b79cb29660e909f47a035e365c077feccb23ff3851ed95afb1a9e4,2026-07-09T04:01:45+00:00
run_config.resolved.json,configuration,.json,3968,17cfa45393f7bbd515e20d519211bfea7f119caec2472a2fd244cd119893471c,2026-07-09T04:01:34+00:00
selected_spec_excerpt.txt,agent2_v2_spec_extraction_rich_output,.txt,10528,557479cb396449d760bbeb4edafe32a426148b409d98c396fe386c7249045f5c,2026-07-09T04:01:33+00:00
snapshots/iteration_00/04_generated_harness.c,formal_artifact_or_code,.c,2788,b382fa01ae4da01ebfdd31b07eed8bd4690a2fd5d2bb1129d3eaacc7bd7d4a71,2026-07-09T04:01:34+00:00
snapshots/iteration_00/05_critic_review.json,structured_output,.json,16124,7c702889caf9b749cc7fdb9bb92cb9b5280a538fcb47101d963cffb7facbd0d4,2026-07-09T04:01:34+00:00
snapshots/iteration_00/06_cbmc_output.txt,tool_output,.txt,29832,6ec1dcfbaad2acc46aef01a2aad1e62e6c40c058d3f57ccb3a8817c85f4f0303,2026-07-09T04:01:43+00:00
snapshots/iteration_00/06_cbmc_status.json,agent_status,.json,105000,f3832168d3ccc9a8c9af924cc6cb91aa6029ed6e48890d726820d36b261fd8d0,2026-07-09T04:01:45+00:00
snapshots/iteration_00/status.json,agent_status,.json,328,723224b027d1831dafd3edf3752d8b696f9bc47b400156de077af23642ebeb10,2026-07-09T04:01:34+00:00
status.json,agent_status,.json,308,6c570d644d0902f7c2ebf909928b818ba78899fc4c5fe1354435a0c64f996f02,2026-07-09T04:01:45+00:00
stdout_stderr/artifact_generation_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:34+00:00
stdout_stderr/artifact_generation_stdout.txt,other,.txt,387,213a60c8b6b057f23edc8937b448412024c8b478c23cacd7d8c9bcb96e378de4,2026-07-09T04:01:34+00:00
stdout_stderr/code_understanding_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:33+00:00
stdout_stderr/code_understanding_stdout.txt,other,.txt,356,b8eec6db88eaa4c82771ef2087e9e5bb934abd64fc396d7c300fee9227fdb4dd,2026-07-09T04:01:33+00:00
stdout_stderr/critic_review_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:34+00:00
stdout_stderr/critic_review_stdout.txt,other,.txt,915,15699e1ace949252f5c592f27b9ef356967259d83aeb42b600c0a8df8aba4723,2026-07-09T04:01:34+00:00
stdout_stderr/property_discovery_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:34+00:00
stdout_stderr/property_discovery_stdout.txt,other,.txt,690,5a5f8b0e5b8a45a384045d00c75a8215d12c196de0c211e31b84224084371f63,2026-07-09T04:01:34+00:00
stdout_stderr/spec_extraction_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:33+00:00
stdout_stderr/spec_extraction_stdout.txt,other,.txt,424,329fa274c74564bfdd05055c787e606c1439f7c3f9ad46df189c3eeb4f09db50,2026-07-09T04:01:33+00:00
stdout_stderr/tool_execution_stderr.txt,other,.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-09T04:01:45+00:00
stdout_stderr/tool_execution_stdout.txt,other,.txt,652,5368da9f49d8917372f90300989faaf5131edf8ff4fd2a61751b26c49d0fc42a,2026-07-09T04:01:45+00:00
tool_outputs/cbmc_output_iteration_00.txt,tool_output,.txt,29832,6ec1dcfbaad2acc46aef01a2aad1e62e6c40c058d3f57ccb3a8817c85f4f0303,2026-07-09T04:01:43+00:00
workflow_plan.json,structured_output,.json,4537,3c93d093e62897e0abcd6d78c4ab9e1fe9db010867a46994fd5cca5c363aff49,2026-07-09T04:01:33+00:00
