original_archive_path	sha256	size	retained_equivalent_destination	reason
mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.idx	beee88136cb1d0d7684b061c6bf315393f91935fa0f721a5e04903b570e1ce85	127100	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.pack	d7aa6e2e0e09fc1ad946c89c0ac9e49362d74f0c0c0e772d23c6ab227d4deece	24930640	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.rev	5969568ae20de40ec3046547963d75e0a9c8705a22006f8fdeb1f52d9cfab9d8	18056	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/.git/packed-refs	b80e21029b04de1fcee2c55a53f50b6e5dd425285abeb3d2d8fbd2be2fd3f1e3	479	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.clang-format	19533c4050269a0f9385874bcd757e7af3c92fd1b8be4de3ab2bdbc59fd7db32	1224	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.clang-format	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.clang-tidy	c48cb41cbb58d49aef228ee3dae3247c501400496a9831258ed0a13a18388c8d	1780	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.clang-tidy	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.envrc	8e74b508436ee5f644013bdc3e8e708c529d8fa6f1858041c6fd4d9b30327d61	273	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.envrc	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/HEAD	3a71e5f177443604a5cc0b95847b0f86101d8372ebd8d8b8c17ffe5ed268d35f	41	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/config	acf17d186db9e29f07016eefaceb2f69fd29935e7259b21f1f0ec415a7c3c49d	209	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/description	85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee	73	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/applypatch-msg.sample	0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7	478	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/commit-msg.sample	1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437	896	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/fsmonitor-watchman.sample	e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0	4726	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/post-update.sample	81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5	189	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-applypatch.sample	e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475	424	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-commit.sample	f9af7d95eb1231ecf2eba9770fedfa8d4797a12b02d7240e98d568201251244a	1643	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-merge-commit.sample	d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53	416	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-push.sample	ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a	1374	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-rebase.sample	4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3	4898	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/pre-receive.sample	a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989	544	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/prepare-commit-msg.sample	e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619	1492	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/push-to-checkout.sample	a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f	2783	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/sendemail-validate.sample	44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92	2308	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/hooks/update.sample	8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106	3650	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/index	28bdfec0b2d8fc6d0d91ebbf5aff023714a1fcac637b618b3887d6fb5bf7d8b6	153460	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/info/exclude	6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1	240	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/logs/HEAD	484a1b6d01253d9e7d6fb0017ea5e2a81e559acdcc1d8d53f6eed904213d2942	219	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-acb9ef0b53b1a871b52c0a82c61bcc8035073ea1.idx	44bee11de2d21525c9056cd12400ccf44ca702125188b4ab33588baa99d2ac45	1441140	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-acb9ef0b53b1a871b52c0a82c61bcc8035073ea1.pack	3963631b1bd94cf8c1224b809616d9ac4ebf075e7ddf44a43f775bbf547690e3	39812855	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-acb9ef0b53b1a871b52c0a82c61bcc8035073ea1.rev	ca1ba6c4bd616ab772fbe54ef1ed4719d6c6da8f14a02bd11e331bdb6a13a093	205776	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.idx	beee88136cb1d0d7684b061c6bf315393f91935fa0f721a5e04903b570e1ce85	127100	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.pack	d7aa6e2e0e09fc1ad946c89c0ac9e49362d74f0c0c0e772d23c6ab227d4deece	24930640	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/objects/pack/pack-f27e74b35c971b02a24e7b6fd2b3aad5a998fb1e.rev	5969568ae20de40ec3046547963d75e0a9c8705a22006f8fdeb1f52d9cfab9d8	18056	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.git/packed-refs	b80e21029b04de1fcee2c55a53f50b6e5dd425285abeb3d2d8fbd2be2fd3f1e3	479	[frozen original ZIP]	Nested Git database metadata is unsafe and unnecessary in the active repository; preserved byte-for-byte in the frozen original ZIP.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/ISSUE_TEMPLATE/bug_report.md	2227bbbfd0215fedb9929fba4e7a81f96a52edd505ab8b9f2530b19cddf794e8	720	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/ISSUE_TEMPLATE/bug_report.md	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/ISSUE_TEMPLATE/feature_request.md	b55ffd57a6683f7c186538a098a4cf4487c6e7894f586a79a92acecd043ccef8	611	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/ISSUE_TEMPLATE/feature_request.md	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actionlint.yaml	3296abec65e2342fbecbc904893402e7f03bb4004f8488f70150a9bc25886afb	410	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actionlint.yaml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/bench/action.yml	8f0f25ee45ff7a9783cd5c4b9f0916ecefc15aba6c6d6f5af8a42ae40d18478a	3833	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/bench/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/cbmc/action.yml	c80b4ec5b5ab6e1b8b9d3c3a21fa90437a3061ed7f5f71304271011feda4bee4	2384	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/cbmc/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/cbmc/report.py	9b1c3a7d2725814b55ac9ca932c2de8f07e083c9223f116829ae8da0cd6797cd	8845	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/cbmc/report.py	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/config-variations/action.yml	dfc92ba0a3c1d0c5e1de829302194ba8010f5b78473288ce309eb18b4f1f642d	13387	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/config-variations/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/ct-test/action.yml	abb9831b710d5ed850984240af5f5cff7596caee01fa93ed622cbe6a880c8408	1541	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/ct-test/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/functest/action.yml	44bd8f88267453122d59fbdb65195b953ffa258879bd54ec4154fd195a366070	5261	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/functest/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/lint/action.yml	6da6e56d8fee54fa7c9185817371d08c65e47a1944ee8becd1cadd77fcce9fbe	1539	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/lint/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/multi-functest/action.yml	24f996e395f71133bdf2b04cdbf00bfe5235b13b83d5b8e761e8ce0ada067dfd	11985	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/multi-functest/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/.github/actions/setup-apt/action.yml	e47939c03998bb2a6e01e8c7cef7c34ecbdaeca437192c78683abe1364c68d20	798	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/.github/actions/setup-apt/action.yml	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
