sha256	group_size	size	original_archive_path	retained_destination	justification
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/multilevel_build/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	9	11482	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/mlkem/src/native/x86_64/src/nttunpack_avx2_asm.S	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/mlkem/src/native/x86_64/src/nttunpack_avx2_asm.S	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/coverage-err-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/coverage-err-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/link_proof_project-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/nondet_static-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/project_sources-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/proof_sources-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/property-err-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/property-err-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_00BC_01A_ADMISSION_20260730T013748Z/mlkem-native_af4c5abd_isolated/proofs/cbmc/kem_check_pk/logs/result-err-log.txt	experiments/kem-check-pk/00-campaign-setup/native-baseline-proof/raw-evidence/logs/result-err-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/coverage-err-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/coverage-err-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/link_proof_project-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/nondet_static-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/project_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/proof_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_01b_actual_body/logs/property-err-log.txt	experiments/kem-check-pk/T01-validation-semantics/records-and-early-development/native-proof-directory/pkcheck-01b-actual-body/logs/property-err-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r2_arbitrary_context/logs/link_proof_project-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R2-arbitrary-context-rejection/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r2_arbitrary_context/logs/linking-library-models-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R2-arbitrary-context-rejection/logs/linking-library-models-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r2_arbitrary_context/logs/nondet_static-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R2-arbitrary-context-rejection/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r2_arbitrary_context/logs/project_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R2-arbitrary-context-rejection/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r2_arbitrary_context/logs/proof_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R2-arbitrary-context-rejection/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r3_canonical_acceptance/logs/link_proof_project-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R3-canonical-acceptance/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r3_canonical_acceptance/logs/linking-library-models-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R3-canonical-acceptance/logs/linking-library-models-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r3_canonical_acceptance/logs/nondet_static-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R3-canonical-acceptance/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r3_canonical_acceptance/logs/project_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R3-canonical-acceptance/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/proofs/cbmc/pkcheck_t1_r3_canonical_acceptance/logs/proof_sources-log.txt	experiments/kem-check-pk/T01-validation-semantics/raw-evidence/native-proof-pipeline/T1R3-canonical-acceptance/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t2_seed_frame/logs/link_proof_project-log.txt	experiments/kem-check-pk/T02-frame-and-relational-properties/raw-evidence/native-proof-pipeline/T2-seed-frame/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t2_seed_frame/logs/linking-library-models-log.txt	experiments/kem-check-pk/T02-frame-and-relational-properties/raw-evidence/native-proof-pipeline/T2-seed-frame/logs/linking-library-models-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t2_seed_frame/logs/nondet_static-log.txt	experiments/kem-check-pk/T02-frame-and-relational-properties/raw-evidence/native-proof-pipeline/T2-seed-frame/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t2_seed_frame/logs/project_sources-log.txt	experiments/kem-check-pk/T02-frame-and-relational-properties/raw-evidence/native-proof-pipeline/T2-seed-frame/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t2_seed_frame/logs/proof_sources-log.txt	experiments/kem-check-pk/T02-frame-and-relational-properties/raw-evidence/native-proof-pipeline/T2-seed-frame/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t3_prefix_access/logs/link_proof_project-log.txt	experiments/kem-check-pk/T03-prefix-access/raw-evidence/native-proof-pipeline/T3-prefix-access/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t3_prefix_access/logs/linking-library-models-log.txt	experiments/kem-check-pk/T03-prefix-access/raw-evidence/native-proof-pipeline/T3-prefix-access/logs/linking-library-models-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t3_prefix_access/logs/nondet_static-log.txt	experiments/kem-check-pk/T03-prefix-access/raw-evidence/native-proof-pipeline/T3-prefix-access/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t3_prefix_access/logs/project_sources-log.txt	experiments/kem-check-pk/T03-prefix-access/raw-evidence/native-proof-pipeline/T3-prefix-access/logs/project_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t3_prefix_access/logs/proof_sources-log.txt	experiments/kem-check-pk/T03-prefix-access/raw-evidence/native-proof-pipeline/T3-prefix-access/logs/proof_sources-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t4_guard_dominance/logs/link_proof_project-log.txt	experiments/kem-check-pk/T04-encapsulation-guard/raw-evidence/native-proof-pipeline/T4-guard-dominance/logs/link_proof_project-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t4_guard_dominance/logs/linking-library-models-log.txt	experiments/kem-check-pk/T04-encapsulation-guard/raw-evidence/native-proof-pipeline/T4-guard-dominance/logs/linking-library-models-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	38	1	mlk_kem_check_pk_cleanroom/PKCHECK_T2_00A_SEED_FRAME_20260730T031357Z/mlkem-native_af4c5abd_t2/proofs/cbmc/pkcheck_t4_guard_dominance/logs/nondet_static-log.txt	experiments/kem-check-pk/T04-encapsulation-guard/raw-evidence/native-proof-pipeline/T4-guard-dominance/logs/nondet_static-log.txt	Distinct source-tree path or run-local experimental context; removing the path would damage source or evidence structure.
