version	run	relative_path	size_bytes	sha256
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	02_memory_safety_obligations.csv	5728	259d7324fd975b69e1e0f9113d3390c1943c017e21d881841b04fba186478edb
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	02_memory_safety_obligations.json	9487	ae8e9d541f3a43892415f0042430e796b275bb8c0f96beeb11f911c4a46bc8d9
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	02_spec_code_mapping_candidates.csv	1175	f104e428f16698ab238bb665f7fce7ca412c2b28bd53ae5e9119734cea5a7550
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	02_spec_code_mapping_candidates.json	2528	5f1310a6ca1f5926cea907eac6b12e4f448e53fac3f8dede89f5b87283c2d0a1
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	03_agent2v2_integration_report.json	1391	5da6c0c2db141d009db9c967fd25b4e025a6767bbd997df09df516df2a65af86
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	03_candidate_properties.json	289918	56229e2c13c00d9c8af636c90606a975d40af337b11f46ac1d3b214037026a71
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	03_candidate_properties.md	59570	10e749bc48589c9ae1f1f000bb8c85cf9b38b2d4482591a6233a3f3c418a7d30
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	03_property_evidence_matrix.csv	24196	696646ed7b0f870adc6ca1535169b8c6182c26c1a49a3cd0a635879e1cf0b466
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	03_spec_code_traceability.json	4008	406773b3c551d0940b7109bdc8e68b6039d1a83454a8fd9b2533b90caa891227
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_artifact_manifest.json	37509	4018f16fa92421180d83b70f034c0f098c262e89e64afd8c8be507f5862c8186
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_generated_harness.c	2965	c774dad4705d266129d98ca7b83352a680ab6db1dcdb47134ac0ec38469bae91
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_generated_harness.md	5929	fc917036c1e0d06a1c3ebc61a81b2e8be246ecb40254ce092bad42008d94aa53
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_harness_assumption_traceability.csv	770	b1bc9bf8c93ca153beabc956ca4f7ac158261e496e5281ff5d8fed1e5a3ea4a2
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_spec_grounded_assertion_plan.json	4768	3888f8f69fa25e52de441b29a1ddd8e45bab7225bc3b454abb58ecaecfed052e
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	04_spec_grounding_report.json	4915	5c208dd5e41e0295c1c4d34eff393ab58df554461e18174dc17a5ad30e3f56b0
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_assertion_algorithm_alignment.csv	234	bf10066755ba4630f0d2664c3142e43760d68fa9bccce3789d950f66919f54b1
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_assumption_evidence_review.csv	72	5ff1695352532e457b1eeaeeb3cbe323eb580afc46295920c5901320223c92ff
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_critic_review.json	15083	fce0a1db1b68b8fe6fb4362fdbebcc35c8012ed5cbb03e2ef0b59bc3d2fceae3
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_critic_review.md	4309	048f4596dba6c64f5093bdf88f9b2b78eef41223e9e4ca2614cf91ef3b91ab99
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_spec_grounding_review.json	3115	0aceb83f4ce87436b56d9594d0e1be975a2ac5bc9ca5594b57bf2c377ad1de0a
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	05_symbol_uncertainty_review.json	2704	8fa11a0adfbb7506d8aca2dc843384a678e8f925e43403936ddca80911faacad
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_command.txt	364	00caa9fe3d89156884db01230a656173bf8733c2d2e5313cf28d3e77ff8d395e
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_diagnostics.json	666	ccb0a2c9dbaeabb82e8cc4a503be57bd6e1c9aa2f93fb70c2d85ede305d888e7
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_output.txt	443	b627cc81b61cd5f71d8fbed6334ce6c5d4b70d40d580bcb431f7edaba5d07225
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_property_results.json	504	0ab88eef50c1d14e1308bdbd4abd6a211954dcc0dc5f1579fae68cc5b74cd834
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_status.json	4484	5de08a132e480edd6808f5d04ef425c34a2843269c79c0979decfc2d49612649
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_cbmc_trace_summary.json	429	4c8ad096f50264f17545a3af1e5e057c528804a6df473118da416867ebb4b347
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_critic_gate_decision.json	731	b4773a5230d46bb9e3db72446fa63d70042973db1f051ceec5bd2e7c2d3d3e33
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_failed_property_mapping.json	363	3b51f58527d19fa324d493abec7f2005286d4961e0ce20d442349ef768780b17
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_property_mapping.csv	2	7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_tool_command_manifest.json	2577	5cef01ad40df16d9e330b8de7b79272d5e57bb4e9465cb933e337002be340b75
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_tool_environment_snapshot.json	3128	7fac107e24c8da9c8d4514d28b9ceb4fdfa81cb7251f1fc7e2921a13a066534c
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_tool_execution.md	2015	303ca890753c497364352cc572b4cb8b152a1274f6f2c3aa1abf4fdafb1c95bd
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	06_tool_execution_traceability.json	2791	00df355b0fe6a2b31be20c3b1e0c50a0a593f36a71197211520b130719c1f234
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_agent7v2_integration_report.json	1198	ad5d2a5ed93292c77f399e23284815e8cc19e458842681f1eaaeec6199741844
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_assumption_assertion_failure_map.csv	375	6e64016c80874ba8418d6e9ac7f87075631df71ab775e0453540d306aead285f
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_cbmc_trace_summary.json	1338	76e7c7d934b63f196ec852de976082b440fcd47278973f4e0803962762f22642
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_counterexample_analysis.json	45632	2f286d7ae07afdba9759750e779088937fa7aeedf00dd0b605c3308832ec6745
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_counterexample_analysis.md	5512	ac626264b2b5ef35e2c4951ef102c6e9c30f70833bf4d85a90df94a7ccd28540
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_failed_property_mapping.json	318	e7bcf10ff675d1a5a0a26ba9608e7e26ec7e1ebb9cf21d352adc32215f367587
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_failure_classification_matrix.csv	5056	c7c7c2b0fe1ef8c7aa6c09a3c02f50aa7db2f743759bef030d63c5a43fa698be
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_repair_action_plan.json	4691	59252bc64ab0bdd580326ad27ee9bb6316c1346f1f5de300a1cc572ab578d378
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_repair_guidance.json	10279	3e6ab5c8391c49fd7603409c89284c8969e799bd15c1d62ab84d8ce54d296de1
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	07_tool_vs_harness_vs_code_diagnosis.json	7436	881f3c418d90b5d78b145a3b62103ba7b816bd0f1d160931a3798a8bbb55477f
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_assertion_changes.csv	308	f7ec238266c1216b7bfd003502f6407588c7e797347be1b6f5f02d5da5feb5c9
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_assumption_changes.csv	296	e665053c73176ac29220c10c522049455f249617970b0bd4681179b644485efb
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_action_plan_consumed.json	114086	b8faca5bf48341452a4c833ec412f0b7dfe5864134ed5811ccf3353f09065579
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_decision_log.json	3347	8ffa31d25c5bff866d5aaa60fc44c4fbfa4d36e4f1f00a28e4dd0af531596e8a
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_input_snapshot.json	4103	860d142d22322370c0cd411710b6477f0adf1d3dd7e06827697654e60a0f98ee
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_manifest_update.json	82710	8f699840836904e3c62f66f0c604ffab6c52436fdcaab60aca5208249eea62ac
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_notes.json	101207	558945156574abc50df0e73b4ef29fc92c6841679acaba4559ba212b0438530f
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_notes.md	4515	4fc1741f9aa2f0e5a193b98cae803850eba3b707d165e7361e915688602d65ca
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_patch.diff	1331	9c73887b94e5997bf2e2eb42a178de6af0a274594d771704fe1c02e835a3bac2
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_safety_review.json	1090	0e706dbc6524250df16473f62c7a5e51c370900dcd0d874d22dd482fb8179a32
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repair_traceability.json	114646	fab287d4d1bea58f3b3888487b3b5a7a026aa7cd089128901cbb49177f2f85ab
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	08_repaired_harness.c	3591	8e47b8643194cfd6642251a042a0c09a770fc742bfcce2a68e4dc56bc89e84be
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	09_checksums.sha256	15225	dfd31fd4910035c1186f642cb1127090f9d851c5d7768b20c5fe7ad436eda5cd
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	09_experiment_log.json	276662	87b1ff349f16cef5130118cc45d01d6c74ff6f486cd59ed74293b5781688f00d
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	09_experiment_log.md	3942	2a9b5329d7e207a511af26dd626113909fae95f1590df2bb61d57de2c7ec4f2a
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	09_file_index.csv	23014	f49a487b304e89b20118f092850212ab55b7f83db1ccdb02e54fc16e6ed0403c
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	09_file_index.json	196427	128e772aa011549308e3f06be7b3eaef13fd536eb9bc9d58dc67320f98bdc375
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	10_evaluation_report.json	168088	f3259c37bfcbe365f0a05af6b516f4d552848235fc5e5f8c6dd49a0601a0e3d0
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	10_evaluation_report.md	17360	a780cb74f27212c24705804993473838ad80893847c015cb1609ebdd21a3fdda
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/01_spec_extraction_status.json	835	98769dfbcc21427e7c807af176e1ae35fc40dca65d3110051daa4baf12f0ae6b
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/02_code_understanding_status.json	1664	e4c10bcf054bccfbecbbbb9ebb85654d1a7441153aab92fef01efb2ae7be2641
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/03_property_discovery_status.json	1153	66970a6bfa6a316f60b79bbcef43ac20ca59d87b1c262cc59ffa8d061cef016e
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/04_artifact_generation_status.json	1228	4662c93dba09e767a243741671dd4433c860115c9654d63208b5bc1098747ab8
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/05_critic_review_status.json	1315	a23846f4dda5a72c5712c62889bfd2faf381944d1b4a39129b97aa4e8d4777a8
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/06_tool_execution_status.json	1980	6285cdb16eb1ca4e3459e0b3138b085462abdcc70b4cd1b0b84b8f0c62db70c8
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/07_counterexample_analysis_status.json	2013	9f4a99cee20f2bc90ceaa0aed98f1167c07f78d4e26e3c9005bc492ec66c6076
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/08_repair_status.json	1155	d200db9b06b349a778fef82f0743ca3676fb06f3cfb5d394421355a90400a994
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/09_experiment_logger_status.json	533	7f9a19c24697147b3fc317727396208648a69ffd6afa355d990030f95a6214af
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	agent_status/10_evaluation_reporter_status.json	963	2712cf4cb7f0868848f8a96d81d2d37bfc3828d0fb8af4bd7c315ddea9aee871
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/algorithm_extraction_coverage.csv	2	7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/evaluation_table.csv	4879	fba604e6fbd5e7dea747590a03e78af83c00d641863d620067701a7ebcd332bc
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/failure_taxonomy.csv	1550	a934c10899d1460de4f51fb7e73f172f09dce71086836f48b72d284d32a72554
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/human_review_checklist.md	13436	263df0a12adfb8a8bb51c0f40d69d8872b8cbf54dfe0c48096beb6932b7b0437
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/parameter_extraction_confidence.csv	93	49726b721c9c168779a8a27f6d83dac852c32ad563fe4f4dfa8bb70a11bfeb7c
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/property_coverage.csv	27117	ac9fc21358cb5d9cafe5bcadd77d9dd7fdf7618a3c81e2355c118b9cfcf59adc
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/run_quality_scorecard.json	7473	8c34284b29bfff30686779a61c6e63a6ccb38d61aaae3624bfa186356a8352f2
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/spec_claim_human_review_status.csv	85592	61c9ffae605e2009e43cb8253cc137a0729a1875411ff7eae80a87d3589a833b
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/spec_parsing_quality.csv	320	163ff1afabd10c9063ed5ea56ca46f6ab528253f147278bf50d3f888570b7024
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/spec_parsing_quality.json	110914	18cafec0d9bb3fb5588c26e2955fc8b29ea037a33d0696210a71010a466e354f
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	evaluation/symbol_extraction_coverage.csv	156	a278b78d8fc2da4fbbf593b9dd8761b2381de5447929c4d2c9a3cbbbef9f3f1a
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	events.jsonl	39528	5ab02c1ee4165e9b2fe03ea13af1d8e956dbcd46f1a22b295f4f739a4fced254
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	final_report.md	17360	a780cb74f27212c24705804993473838ad80893847c015cb1609ebdd21a3fdda
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	final_run_summary.json	14026	a8db342c81c816e611a357ce73ee93a5fa477ebb23a170fe45d77fd08e296d94
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	human_notes.md	1372	41b7160c099c0b713905912ee5fa0e6aea732d617734ae3b05ab6a3684433800
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	input/fips203_clean.txt	127134	a86d56640389b060f9dda814af28c86aba317851f16b364da43b42dbf7302c02
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	input/poly.c	18569	f427dda46e29d53d3e33d683c9a8483bade3568eff43fb97b868a21bfd07c722
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	input/run_001_mlk_poly_add_fresh_baseline.json	3548	21f89fc4bedcda6b3c7855d2788a4cc2e81c4a27639c6fb723c8482fdfd0f90d
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_outputs/.gitkeep	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/01_spec_extraction_prompt.txt	5230	2e9c13c0922af2a24f06e7915d4aa159e241efa4bc6a926f17239d3f14fc86cb
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/02_code_understanding_prompt.txt	12472	b82a83e4f5dce778d150e9062c898581063c1bcc6bf30085836ba8d0fa331b2b
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/03_property_discovery_prompt.txt	3671	56e3c10aaaad8b30eab21430696d79dc40cd09dee6a837fd01720349cf6a30f6
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/04_artifact_generation_prompt.txt	25163	b28dbf06c6932f1ecb026f3faefef6f2d0fdfeb24fce46193db09369cda26217
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/05_critic_review_prompt.txt	9102	13f8c365d083e9959f3d2854148ae4f2436146521998ed259f8ed96051ec7966
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/06_tool_execution_instruction.txt	2046	73aa67f89ee5c3d2b9c9800f37b876aa1c6b532dc16e883d0ceee6a7416ca923
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/07_counterexample_analysis_prompt.txt	5726	38d07e37b62848571612ff17db1af9bf60bef77bb37aace9a440db64ead30bb6
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/08_repair_prompt.txt	2485	7f3aea95e89cebed05dd38caf9045895e40b33b76a1f98bbda444d87e014f756
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/09_experiment_logger_prompt.txt	747	45737bd632b79cb29660e909f47a035e365c077feccb23ff3851ed95afb1a9e4
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	llm_prompts/10_evaluation_reporter_prompt.txt	1315	35f6df8a848b7173e6876568f4fbaabaa5a21c290c3d4ec7ab6d3e57eaacfb0d
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_assertion_changes.csv	308	f7ec238266c1216b7bfd003502f6407588c7e797347be1b6f5f02d5da5feb5c9
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_assumption_changes.csv	296	e665053c73176ac29220c10c522049455f249617970b0bd4681179b644485efb
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_action_plan_consumed.json	114086	b8faca5bf48341452a4c833ec412f0b7dfe5864134ed5811ccf3353f09065579
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_decision_log.json	3347	8ffa31d25c5bff866d5aaa60fc44c4fbfa4d36e4f1f00a28e4dd0af531596e8a
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_input_snapshot.json	4103	860d142d22322370c0cd411710b6477f0adf1d3dd7e06827697654e60a0f98ee
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_manifest_update.json	82710	8f699840836904e3c62f66f0c604ffab6c52436fdcaab60aca5208249eea62ac
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_notes.json	101207	558945156574abc50df0e73b4ef29fc92c6841679acaba4559ba212b0438530f
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_notes.md	4515	4fc1741f9aa2f0e5a193b98cae803850eba3b707d165e7361e915688602d65ca
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_patch.diff	1331	9c73887b94e5997bf2e2eb42a178de6af0a274594d771704fe1c02e835a3bac2
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_safety_review.json	1090	0e706dbc6524250df16473f62c7a5e51c370900dcd0d874d22dd482fb8179a32
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repair_traceability.json	114646	fab287d4d1bea58f3b3888487b3b5a7a026aa7cd089128901cbb49177f2f85ab
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	repairs/iteration_00/08_repaired_harness.c	3591	8e47b8643194cfd6642251a042a0c09a770fc742bfcce2a68e4dc56bc89e84be
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	run_config.resolved.json	3865	48bc69e8c951b403d95b49e796396d5b5fb5560fd52ef1c9cdd84de0eb2903f0
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	selected_spec_excerpt.txt	10528	557479cb396449d760bbeb4edafe32a426148b409d98c396fe386c7249045f5c
v2-evaluated-initial-workflow	run_001_mlk_poly_add_fresh_baseline	snapshots/iteration_00/04_generated_harness.c	2965	c774dad4705d266129d98ca7b83352a680ab6db1dcdb47134ac0ec38469bae91
